"","row.x","column.x","ID","SPAD_June","SPAD_July","SPAD_June_2022","SPAD_July_2022","row.y","column.y","SPAD.1","SPAD.2","SPAD.3","Aug_avg_SPAD","Comments","SPAD_aug_2022","row.x.x","column.x.x","SPAD1","SPAD2","SPAD3","SPADavg","SPAD_sep_2022","row.y.y","column.y.y","DS_1","DS_18","DS_32","DS_55","SPAD_18","SPAD_32","SPAD_55","SPAD_July_2023","SPAD_Aug_2023","SPAD_Sep_2023","avg_SPAD"
"101",4,11,"LCOR-386","34","30.86666667",34,30.86666667,4,11,33,37.6,41.6,37.4,"",37.4,4,11,41.2,40.8,44,"42",42,4,11,0,"1","1",1,"28.3","25.4",28.7,28.3,25.4,28.7,33.00833333375
"102",5,11,"LCOR-028","32","23.93333333",32,23.93333333,5,11,43.9,38.5,37.8,40.06666667,"",40.06666667,5,11,42.4,46,44.2,"44.2",44.2,5,11,0,"1","1",1,"28","24.4",21.1,28,24.4,21.1,31.72083333375
"103",6,11,"LCOR-527","31.5","24.96666667",31.5,24.96666667,6,11,31,31.8,33.6,32.13333333,"",32.13333333,6,11,45.8,49.5,46.6,"47.3",47.3,6,11,0,"1","1",2,"27.5","19.2",27.5,27.5,19.2,27.5,30.27916666625
"104",8,11,"LCOR-150","34.8","31.26666667",34.8,31.26666667,8,11,40.5,42.5,42,41.66666667,"",41.66666667,8,11,44.4,48.5,40.5,"44.46666667",44.46666667,8,11,1,"1","1",1,"29","26.9",25.1,29,26.9,25.1,34.358333335
"105",9,11,"LCOR-233","31.83333333","32.03333333",31.83333333,32.03333333,9,11,41.3,36.9,48.6,42.26666667,"",42.26666667,9,11,37.6,44.7,46.5,"42.93333333",42.93333333,9,11,1,"0","0",0,"30.5","24.8",30.3,30.5,24.8,30.3,34.61666666625
"106",10,11,"LCOR-161","32.1","31",32.1,31,10,11,41.7,40.1,43.9,41.9,"",41.9,10,11,48.2,48.4,42.8,"46.46666667",46.46666667,10,11,1,"1","1",0,"27.6","19.4",38.6,27.6,19.4,38.6,34.87083333375
"107",11,11,"LCOR-019","33.73333333","30.6",33.73333333,30.6,11,11,40,46.2,45.2,43.8,"",43.8,11,11,43.4,45.7,45.2,"44.76666667",44.76666667,11,11,1,"2","2",1,"28.1","18",33.5,28.1,18,33.5,34.5375
"108",12,11,"LCOR-360","32.6","27",32.6,27,12,11,40.3,39.4,44.7,41.46666667,"",41.46666667,12,11,40.8,41,44,"41.93333333",41.93333333,12,11,2,"2","3",3,"29.9","22",22.1,29.9,22,22.1,32.30833333375
"109",13,11,"LCOR-289","31.1","24.23333333",31.1,24.23333333,13,11,38.6,42.4,43.7,41.56666667,"",41.56666667,13,11,41.8,44.7,42.1,"42.86666667",42.86666667,13,11,0,"0","1",1,"24.2","23.5",33.7,24.2,23.5,33.7,32.8416666675
"110",14,11,"LCOR-040","31.03333333","27.9",31.03333333,27.9,14,11,40.8,38,41.4,40.06666667,"",40.06666667,14,11,44.8,41.7,41.6,"42.7",42.7,14,11,0,"1","2",2,"18.7","29.9",31.9,18.7,29.9,31.9,32.78333333375
"111",2,12,"LCOR-180","35.6","33.1",35.6,33.1,2,12,40.3,43.3,49,44.2,"many aprical buds",44.2,2,12,46.7,43.7,42.4,"44.26666667",44.26666667,2,12,0,"1","1",1,"21.4","25",22.7,21.4,25,22.7,33.80833333375
"112",3,12,"LCOR-403","36.96666667","28.03333333",36.96666667,28.03333333,3,12,29.2,39.2,36.7,35.03333333,"",35.03333333,3,12,46.7,48.6,46,"47.1",47.1,3,12,0,"1","1",1,"23.7","21.2",24.7,23.7,21.2,24.7,31.4708333325
"113",4,12,"LCOR-364","33.76666667","27.26666667",33.76666667,27.26666667,4,12,36.1,33.7,41.5,37.1,"",37.1,4,12,46.4,47.8,41.8,"45.33333333",45.33333333,4,12,0,"1","1",2,"25.6","28.2",23.7,25.6,28.2,23.7,32.25833333375
"114",5,12,"LCOR-277","32.16666667","26.73333333",32.16666667,26.73333333,5,12,29,30.2,32.3,30.5,"",30.5,5,12,46.1,47.3,47,"46.8",46.8,5,12,0,"0","0",1,"24","17.5",33.5,24,17.5,33.5,30.2125
"115",7,12,"LCOR-111","33.96666667","27.2",33.96666667,27.2,7,12,37.2,40.2,40.8,39.4,"",39.4,7,12,44.4,41.6,40.1,"42.03333333",42.03333333,7,12,1,"1","2",2,"26.7","19.7",23.4,26.7,19.7,23.4,31.475
"116",8,12,"LCOR-303","31.5","28.9",31.5,28.9,8,12,41.9,42,39,40.96666667,"",40.96666667,8,12,45.9,48.7,42.9,"45.83333333",45.83333333,8,12,1,"1","1",2,"30.7","26.6",21,30.7,26.6,21,33.30833333375
"117",9,12,"LCOR-588","31.56666667","30.16666667",31.56666667,30.16666667,9,12,34.6,41.3,42.9,39.6,"",39.6,9,12,47.3,43.5,39.6,"43.46666667",43.46666667,9,12,0,"0","0",1,"31.2","29.5",35.4,31.2,29.5,35.4,35.06250000125
"118",10,12,"LCOR-561","29.66666667","33.43333333",29.66666667,33.43333333,10,12,37,41.3,42.8,40.36666667,"",40.36666667,10,12,42.6,46.2,41.9,"43.56666667",43.56666667,10,12,1,"0","0",1,"33.5","30.6",31.4,33.5,30.6,31.4,35.36250000125
"119",11,12,"LCOR-035","30.9","28.06666667",30.9,28.06666667,11,12,35.5,31.6,37.5,34.86666667,"",34.86666667,11,12,41.4,46.2,44.8,"44.13333333",44.13333333,11,12,1,"2","2",1,"28.8","16.9",29.7,28.8,16.9,29.7,31.0291666675
"120",12,12,"LCOR-241","31.3","26.7",31.3,26.7,12,12,33.3,38.5,41.6,37.8,"",37.8,12,12,42.4,43.7,45.7,"43.93333333",43.93333333,12,12,0,"0","0",1,"25.2","29.6",32.4,25.2,29.6,32.4,33.09166666625
"121",13,12,"LCOR-218","25.9","26.76666667",25.9,26.76666667,13,12,40.7,36.1,41.8,39.53333333,"",39.53333333,13,12,46.5,45.8,46.4,"46.23333333",46.23333333,13,12,1,"3","3",0,"27.3","23.5",39.4,27.3,23.5,39.4,33.5208333325
"122",14,12,"LCOR-002","30.16666667","24.9",30.16666667,24.9,14,12,35.3,37.4,36.7,36.46666667,"",36.46666667,14,12,41.3,46.8,43.3,"43.8",43.8,14,12,1,"3","3",0,"26.4","24.4",43.6,26.4,24.4,43.6,33.27500000125
"123",15,12,"LCOR-026","32.26666667","31.26666667",32.26666667,31.26666667,15,12,34.1,32.8,37.8,34.9,"",34.9,15,12,45.2,45.4,44.6,"45.06666667",45.06666667,15,12,2,"3","3",3,"25.9","29.1",23.3,25.9,29.1,23.3,32.08750000125
"124",2,13,"LCOR-066","31.26666667","30.7",31.26666667,30.7,2,13,41.4,24.3,41.7,35.8,"",35.8,2,13,37.3,42.9,42.6,"40.93333333",40.93333333,2,13,0,"1","1",1,"28.2","19.8",25.5,28.2,19.8,25.5,31
"125",3,13,"LCOR-423","33.56666667","30.4",33.56666667,30.4,3,13,41.1,43.4,36.1,40.2,"",40.2,3,13,49.2,43.3,47.4,"46.63333333",46.63333333,3,13,0,"0","1",1,"27.9","30.6",33,27.9,30.6,33,35.3125
"126",4,13,"LCOR-200","36.13333333","25.13333333",36.13333333,25.13333333,4,13,36.1,39.4,42.3,39.26666667,"",39.26666667,4,13,42.7,42,43.4,"42.7",42.7,4,13,0,"1","1",1,"27.7","22.7",28.1,27.7,22.7,28.1,32.625
"127",6,13,"LCOR-137","26.63333333","31.43333333",26.63333333,31.43333333,6,13,37.6,40.8,44.2,40.86666667,"",40.86666667,6,13,39.5,45.7,42.1,"42.43333333",42.43333333,6,13,0,"1","1",1,"31.5","30.1",27.2,31.5,30.1,27.2,33.87916666625
"128",7,13,"LCOR-338","30.3","27.1",30.3,27.1,7,13,35.6,42.1,37.9,38.53333333,"",38.53333333,7,13,40.5,38.6,43.4,"40.83333333",40.83333333,7,13,0,"0","0",0,"30.3","29.6",30,30.3,29.6,30,33.14999999875
"129",8,13,"LCOR-544","29.4","29.7",29.4,29.7,8,13,41.2,42.1,40.9,41.4,"",41.4,8,13,44.8,43,42.8,"43.53333333",43.53333333,8,13,0,"1","1",1,"22.7","22.9",24,22.7,22.9,24,31.87916666625
"130",9,13,"LCOR-320","27.16666667","29.53333333",27.16666667,29.53333333,9,13,30.5,36.7,40.3,35.83333333,"",35.83333333,9,13,40.6,39.1,39,"39.56666667",39.56666667,9,13,0,"3","3",1,"23.5","30.1",25.9,23.5,30.1,25.9,30.92916666625
"131",10,13,"LCOR-077","34.7","29.26666667",34.7,29.26666667,10,13,30.1,31.5,37.9,33.16666667,"",33.16666667,10,13,44.1,43.6,44.7,"44.13333333",44.13333333,10,13,0,"0","0",0,"26.2","18.4",33.8,26.2,18.4,33.8,31.6041666675
"132",12,13,"LCOR-088","28.76666667","26.23333333",28.76666667,26.23333333,12,13,43.7,37.6,44.5,41.93333333,"",41.93333333,12,13,41.6,46.5,46.8,"44.96666667",44.96666667,12,13,0,"0","0",0,"22.2","31",33.4,22.2,31,33.4,33.80416666625
"133",13,13,"LCOR-030","31.13333333","31.8",31.13333333,31.8,13,13,32.1,38,35,35.03333333,"",35.03333333,13,13,45.4,45,46.6,"45.66666667",45.66666667,13,13,0,"0","0",0,"28.8","27",33.5,28.8,27,33.5,33.4958333325
"134",14,13,"LCOR-156","31.5","32.36666667",31.5,32.36666667,14,13,34.3,43.1,36.6,38,"",38,14,13,40.5,41.5,42.2,"41.4",41.4,14,13,1,"1","1",0,"31.9","17",38.6,31.9,17,38.6,33.59583333375
"135",2,14,"LCOR-060","26.4","32",26.4,32,2,14,44.6,43.4,43.1,43.7,"",43.7,2,14,45.8,48.3,43.7,"45.93333333",45.93333333,2,14,1,"2","2",1,"27.6","26.9",26.9,27.6,26.9,26.9,34.14166666625
"136",3,14,"LCOR-604","32.2","32.3",32.2,32.3,3,14,32.9,34.4,34.1,33.8,"",33.8,3,14,45.1,41.4,43.4,"43.3",43.3,3,14,0,"0","1",1,"28.9","29.3",23,28.9,29.3,23,32.075
"137",4,14,"LCOR-368","29.36666667","35.13333333",29.36666667,35.13333333,4,14,37.9,39.2,46.5,41.2,"",41.2,4,14,42.5,40.9,44,"42.46666667",42.46666667,4,14,2,"3","3",3,"24.3","16.5",20.7,24.3,16.5,20.7,31.35833333375
"138",5,14,"LCOR-046","32.63333333","35.4",32.63333333,35.4,5,14,34.6,35.7,41.4,37.23333333,"",37.23333333,5,14,46.3,42.6,42.1,"43.66666667",43.66666667,5,14,0,"0","0",1,"22.1","28.7",30.8,22.1,28.7,30.8,33.4708333325
"139",6,14,"LCOR-031","29.8","32.03333333",29.8,32.03333333,6,14,38.4,37.3,40.1,38.6,"",38.6,6,14,39.9,43.5,40.8,"41.4",41.4,6,14,0,"1","1",1,"31.7","17.8",30.3,31.7,17.8,30.3,32.52916666625
"140",7,14,"LCOR-347","28.9","26.86666667",28.9,26.86666667,7,14,37.7,37.1,43,39.26666667,"",39.26666667,7,14,38.9,43.5,40.8,"41.06666667",41.06666667,7,14,0,"2","2",2,"30.2","29.2",32.7,30.2,29.2,32.7,33.433333335
"141",8,14,"LCOR-176","30.6","31.16666667",30.6,31.16666667,8,14,43.6,48.1,52.1,47.93333333,"",47.93333333,8,14,39.8,38.2,35.6,"37.86666667",37.86666667,8,14,0,"1","1",1,"30.8","20.3",24.5,30.8,20.3,24.5,33.8875
"142",9,14,"LCOR-269","30.23333333","31.53333333",30.23333333,31.53333333,9,14,31.4,34.8,35.3,33.83333333,"",33.83333333,9,14,47.3,47.5,46.2,"47",47,9,14,0,"1","1",1,"29.7","18.9",30.5,29.7,18.9,30.5,31.941666665
"143",10,14,"LCOR-147","28.53333333","31",28.53333333,31,10,14,35.6,42.8,47.9,42.1,"",42.1,10,14,42.7,42.1,43.1,"42.63333333",42.63333333,10,14,0,"0","0",1,"29.2","16.7",35.7,29.2,16.7,35.7,33.4958333325
"144",11,14,"LCOR-257","33.23333333","33.13333333",33.23333333,33.13333333,11,14,35,33.2,39.2,35.8,"",35.8,11,14,43.4,47.1,40.7,"43.73333333",43.73333333,11,14,0,"0","0",1,"28.7","22.5",28.8,28.7,22.5,28.8,32.71249999875
"145",12,14,"LCOR-256","34.66666667","31.66666667",34.66666667,31.66666667,12,14,31.1,36.1,41.8,36.33333333,"",36.33333333,12,14,46.5,40.7,47.2,"44.8",44.8,12,14,0,"2","2",1,"31.5","22.2",30.8,31.5,22.2,30.8,33.5375
"146",13,14,"LCOR-014","38.36666667","31.83333333",38.36666667,31.83333333,13,14,34,35,41.9,36.96666667,"",36.96666667,13,14,39.3,46.8,40.8,"42.3",42.3,13,14,0,"0","0",0,"26.2","28.9",35.4,26.2,28.9,35.4,34.6166666675
"147",14,14,"LCOR-091","33.8","24.36666667",33.8,24.36666667,14,14,32.3,37.4,37.5,35.73333333,"",35.73333333,14,14,42.1,42.3,42.7,"42.36666667",42.36666667,14,14,1,"3","3",3,"28.3","24.6",22.4,28.3,24.6,22.4,30.9125
"148",15,14,"LCOR-264","33.63333333","31.6",33.63333333,31.6,15,14,36.9,37.9,38.8,37.86666667,"",37.86666667,15,14,44.3,42.3,42.7,"43.1",43.1,15,14,3,"3","4",4,"30.3","26.9",22.1,30.3,26.9,22.1,32.92083333375
"149",2,15,"LCOR-486","28.13333333","22.63333333",28.13333333,22.63333333,2,15,38.5,40.5,41.3,40.1,"",40.1,2,15,40.3,41,42.3,"41.2",41.2,2,15,0,"2","2",2,"31.2","22.2",25.1,31.2,22.2,25.1,31.3333333325
"150",4,15,"LCOR-357","31.73333333","31.6",31.73333333,31.6,4,15,45.2,42.3,42.6,43.36666667,"",43.36666667,4,15,42.7,43.7,41.2,"42.53333333",42.53333333,4,15,1,"1","1",1,"32.3","19.3",22.5,32.3,19.3,22.5,33.3375
"151",5,15,"LCOR-473","31.26666667","28.36666667",31.26666667,28.36666667,5,15,34.5,37.1,45.4,39,"",39,5,15,46.7,41.5,45.7,"44.63333333",44.63333333,5,15,0,"1","1",0,"35.8","24.5",31.9,35.8,24.5,31.9,34.30833333375
"152",6,15,"LCOR-525","33.16666667","25.86666667",33.16666667,25.86666667,6,15,30,29.2,31.7,30.3,"",30.3,6,15,39.2,48.5,44,"43.9",43.9,6,15,0,"1","1",1,"33.4","24.7",29.9,33.4,24.7,29.9,31.4416666675
"153",7,15,"LCOR-437","35.83333333","27.8",35.83333333,27.8,7,15,32.4,34.8,36.9,34.7,"",34.7,7,15,42.3,37.9,42.5,"40.9",40.9,7,15,0,"0","0",1,"36.1","28.8",30.9,36.1,28.8,30.9,33.71666666625
"154",8,15,"LCOR-550","33.7","29.63333333",33.7,29.63333333,8,15,36.6,42.3,42.8,40.56666667,"",40.56666667,8,15,42.2,49.7,41.1,"44.33333333",44.33333333,8,15,0,"1","1",1,"28.7","27.1",23.6,28.7,27.1,23.6,33.525
"155",9,15,"LCOR-307","31.1","34.23333333",31.1,34.23333333,9,15,34.4,44,40.5,39.63333333,"",39.63333333,9,15,38.4,39.2,42.1,"39.9",39.9,9,15,0,"0","0",1,"29.2","30.7",29.6,29.2,30.7,29.6,34.24999999875
"156",10,15,"LCOR-449","33.83333333","34.5",33.83333333,34.5,10,15,35.4,42.2,41,39.53333333,"",39.53333333,10,15,42.2,38,43.1,"41.1",41.1,10,15,0,"0","0",1,"28.3","26.5",29.2,28.3,26.5,29.2,34.06249999875
"157",11,15,"LCOR-507","29.8","26.36666667",29.8,26.36666667,11,15,36.7,36.5,40.2,37.8,"",37.8,11,15,40,38.2,41.9,"40.03333333",40.03333333,11,15,1,"2","3",2,"27.1","22.1",26.4,27.1,22.1,26.4,30.925
"158",12,15,"LCOR-154","37.2","29.73333333",37.2,29.73333333,12,15,33.2,34.9,39.8,35.96666667,"",35.96666667,12,15,40.8,43.8,46.9,"43.83333333",43.83333333,12,15,1,"1","1",1,"26.3","30",31.3,26.3,30,31.3,33.7875
"159",13,15,"LCOR-562","32.5","30.76666667",32.5,30.76666667,13,15,30.7,33.4,37.2,33.76666667,"",33.76666667,13,15,40.5,43.4,47.4,"43.76666667",43.76666667,13,15,2,"3","3",3,"28.1","25.2",22,28.1,25.2,22,31.233333335
"160",15,15,"LCOR-393","29.76666667","32.33333333",29.76666667,32.33333333,15,15,40.5,41.3,42.3,41.36666667,"",41.36666667,15,15,46.7,46,43.7,"45.46666667",45.46666667,15,15,1,"1","1",1,"30.7","24",21.4,30.7,24,21.4,33.30000000125
"161",2,16,"LCOR-247","27.36666667","30.86666667",27.36666667,30.86666667,2,16,32.6,40.3,32.5,35.13333333,"",35.13333333,2,16,43.6,40,46.6,"43.4",43.4,2,16,1,"1","1",1,"29.2","24.9",23,29.2,24.9,23,31.125
"162",3,16,"LCOR-611","34.16666667","31.4",34.16666667,31.4,3,16,40.3,43.1,47.4,43.6,"",43.6,3,16,45.3,38.6,44.1,"42.66666667",42.66666667,3,16,1,"1","1",1,"27.6","28.8",29.3,27.6,28.8,29.3,35.1416666675
"163",5,16,"LCOR-528","26.73333333","23.33333333",26.73333333,23.33333333,5,16,45.5,44.2,42.8,44.16666667,"",44.16666667,5,16,44.7,44,41.8,"43.5",43.5,5,16,1,"1","1",1,"30.1","19.2",23.9,30.1,19.2,23.9,31.8875
"164",6,16,"LCOR-072","32.66666667","25.66666667",32.66666667,25.66666667,6,16,35.7,37.8,31.5,35,"",35,6,16,39.5,37.4,37.8,"38.23333333",38.23333333,6,16,0,"0","0",0,"35.3","16.7",30.2,35.3,16.7,30.2,31.09583333375
"165",7,16,"LCOR-610","34.93333333","27.73333333",34.93333333,27.73333333,7,16,39.5,39.2,32.8,37.16666667,"",37.16666667,7,16,46.5,38.4,40.1,"41.66666667",41.66666667,7,16,0,"1","1",0,"34.6","24.1",30.9,34.6,24.1,30.9,33.53333333375
"166",8,16,"LCOR-516","30.8","25.46666667",30.8,25.46666667,8,16,42.4,38.6,38.8,39.93333333,"",39.93333333,8,16,41.8,45.5,45.1,"44.13333333",44.13333333,8,16,1,"1","2",1,"32.5","22.3",19.4,32.5,22.3,19.4,31.8083333325
"167",9,16,"LCOR-280","32.76666667","28",32.76666667,28,9,16,41.4,44.8,46.6,44.26666667,"",44.26666667,9,16,45.3,40,42.6,"42.63333333",42.63333333,9,16,0,"1","1",1,"27.3","18.7",23,27.3,18.7,23,32.6166666675
"168",10,16,"LCOR-033","27.73333333","31.13333333",27.73333333,31.13333333,10,16,37,47.1,45.4,43.16666667,"",43.16666667,10,16,41.5,47.5,42.1,"43.7",43.7,10,16,1,"1","1",1,"24.5","27.3",27.4,24.5,27.3,27.4,33.5125
"169",12,16,"LCOR-372","33.76666667","33.66666667",33.76666667,33.66666667,12,16,33.4,42.9,45,40.43333333,"",40.43333333,12,16,46.4,39.7,44.7,"43.6",43.6,12,16,1,"2","3",2,"26.2","22.7",30.2,26.2,22.7,30.2,33.875
"170",13,16,"LCOR-105","32.13333333","33.8",32.13333333,33.8,13,16,39.4,40.7,38.4,39.5,"",39.5,13,16,45.3,45.3,47.6,"46.06666667",46.06666667,13,16,0,"1","2",2,"25.8","27.2",30.3,25.8,27.2,30.3,34.2875
"171",14,16,"LCOR-352","32.26666667","24.73333333",32.26666667,24.73333333,14,16,34.2,38.1,38.2,36.83333333,"",36.83333333,14,16,49,46.5,40.9,"45.46666667",45.46666667,14,16,0,"2","2",1,"24.6","24.6",23.8,24.6,24.6,23.8,31.14166666625
"172",15,16,"LCOR-614","32.83333333","27.66666667",32.83333333,27.66666667,15,16,34.7,34.3,33,34,"",34,15,16,47.4,46.9,44.7,"46.33333333",46.33333333,15,16,1,"2","3",3,"29.3","29.2",21.6,29.3,29.2,21.6,31.86666666625
"173",2,17,"LCOR-016","34.23333333","29.06666667",34.23333333,29.06666667,2,17,34.8,41.1,45.1,40.33333333,"insect damage",40.33333333,2,17,42.2,41.5,43.1,"42.26666667",42.26666667,2,17,1,"1","1",1,"31.8","28.6",23.9,31.8,28.6,23.9,33.81666666625
"174",3,17,"LCOR-132","31.56666667","32.56666667",31.56666667,32.56666667,3,17,36.9,40.5,34.8,37.4,"",37.4,3,17,42.3,38.6,44.8,"41.9",41.9,3,17,1,"1","1",2,"30.4","25.2",26.2,30.4,25.2,26.2,32.8291666675
"175",4,17,"LCOR-574","32.36666667","33.16666667",32.36666667,33.16666667,4,17,33.2,35.4,36.6,35.06666667,"",35.06666667,4,17,46,42.8,44.6,"44.46666667",44.46666667,4,17,1,"2","3",3,"30.6","19.3",24.2,30.6,19.3,24.2,31.77916666875
"176",5,17,"LCOR-079","28.16666667","35.46666667",28.16666667,35.46666667,5,17,39.6,37.8,38.8,38.73333333,"",38.73333333,5,17,40.2,47.7,39.9,"42.6",42.6,5,17,1,"1","3",3,"29.8","24.3",26.5,29.8,24.3,26.5,33.0375
"177",6,17,"LCOR-458","30.63333333","30.23333333",30.63333333,30.23333333,6,17,41.4,41.1,38.2,40.23333333,"",40.23333333,6,17,42.2,40.9,42.4,"41.83333333",41.83333333,6,17,0,"1","1",1,"27.5","30.6",24.3,27.5,30.6,24.3,33.19583333125
"178",7,17,"LCOR-411","35.23333333","24.03333333",35.23333333,24.03333333,7,17,34.6,35.3,31.6,33.83333333,"",33.83333333,7,17,40.7,42.8,41,"41.5",41.5,7,17,0,"0","0",1,"28.2","29.3",25.8,28.2,29.3,25.8,31.466666665
"179",8,17,"LCOR-394","33.36666667","29.26666667",33.36666667,29.26666667,8,17,39.8,38.2,41.2,39.73333333,"",39.73333333,8,17,44.5,38.4,44.6,"42.5",42.5,8,17,0,"0","0",1,"29.1","25.5",24.3,29.1,25.5,24.3,32.9375
"180",9,17,"LCOR-275","31.9","26.56666667",31.9,26.56666667,9,17,36.2,31.2,31.6,33,"",33,9,17,42.4,39.6,46.6,"42.86666667",42.86666667,9,17,0,"1","1",2,"27.7","21.2",18.2,27.7,21.2,18.2,29.3041666675
"181",13,17,"LCOR-502","27.73333333","33.46666667",27.73333333,33.46666667,13,17,39.4,45.9,45.3,43.53333333,"",43.53333333,13,17,45.6,44.4,41.3,"43.76666667",43.76666667,13,17,1,"2","2",2,"30.1","22",28.1,30.1,22,28.1,34.02916666625
"182",14,17,"LCOR-481","32.7","32.66666667",32.7,32.66666667,14,17,38.9,42.4,42.7,41.33333333,"",41.33333333,14,17,41,44,43.3,"42.76666667",42.76666667,14,17,2,"2","3",3,"28.6","17.2",21,28.6,17.2,21,32.2
"183",15,17,"LCOR-271","35.86666667","33.23333333",35.86666667,33.23333333,15,17,32.2,27.4,34.3,31.3,"",31.3,15,17,48.2,49.9,43.9,"47.33333333",47.33333333,15,17,1,"2","3",2,"24.5","24.4",24.6,24.5,24.4,24.6,31.56666666625
"184",2,18,"LCOR-058","33.16666667","30.56666667",33.16666667,30.56666667,2,18,39.7,41.6,38.8,40.03333333,"",40.03333333,2,18,47.2,44.3,45.9,"45.8",45.8,2,18,1,"2","2",3,"29.3","25.7",26.9,29.3,25.7,26.9,33.9375
"185",3,18,"LCOR-052","29.7","31.03333333",29.7,31.03333333,3,18,41.3,38.6,37.6,39.16666667,"",39.16666667,3,18,40.9,40,40.6,"40.5",40.5,3,18,1,"1","1",1,"27.4","17.1",29.2,27.4,17.1,29.2,31.65833333375
"186",4,18,"LCOR-475","29.13333333","28.83333333",29.13333333,28.83333333,4,18,39.8,41.2,41,40.66666667,"",40.66666667,4,18,46.3,47.9,41.3,"45.16666667",45.16666667,4,18,0,"1","1",1,"26.5","24.7",24.9,26.5,24.7,24.9,32.57083333375
"187",5,18,"LCOR-085","31.7","24.73333333",31.7,24.73333333,5,18,35.6,37.6,40.6,37.93333333,"",37.93333333,5,18,39.6,44.6,41.5,"41.9",41.9,5,18,1,"2","2",3,"28.2","16",26.5,28.2,16,26.5,30.61249999875
"188",6,18,"LCOR-351","30.9","31.43333333",30.9,31.43333333,6,18,39.9,40.1,38,39.33333333,"",39.33333333,6,18,49,43.5,47.2,"46.56666667",46.56666667,6,18,2,"2","3",3,"29.8","21.9",25.8,29.8,21.9,25.8,33.1333333325
"189",10,18,"LCOR-306","33.56666667","31.4",33.56666667,31.4,10,18,40.8,36.4,47.6,41.6,"",41.6,10,18,37.3,42.6,40.2,"40.03333333",40.03333333,10,18,0,"0","0",1,"26.9","23.9",25.7,26.9,23.9,25.7,33.0875
"190",11,18,"LCOR-392","32.3","30.66666667",32.3,30.66666667,11,18,46.6,38.2,44.1,42.96666667,"",42.96666667,11,18,44.1,40.8,41.9,"42.26666667",42.26666667,11,18,2,"3","3",3,"35.2","28",29.4,35.2,28,29.4,35.470833335
"191",12,18,"LCOR-243","32.36666667","31.33333333",32.36666667,31.33333333,12,18,32.5,39.3,40,37.26666667,"",37.26666667,12,18,40.9,44.6,49.9,"45.13333333",45.13333333,12,18,2,"2","2",2,"30.7","18",22.6,30.7,18,22.6,31.83333333375
"192",13,18,"LCOR-572","31.73333333","36.3",31.73333333,36.3,13,18,32.2,39.3,43,38.16666667,"",38.16666667,13,18,49.6,41.3,42,"44.3",44.3,13,18,1,"1","1",2,"27.5","23.3",22.2,27.5,23.3,22.2,32.70833333375
"193",14,18,"LCOR-463","31.8","28.8",31.8,28.8,14,18,40.4,43.2,39.1,40.9,"",40.9,14,18,49.9,48.5,44.1,"47.5",47.5,14,18,2,"3","3",3,"28.2","19.2",22.1,28.2,19.2,22.1,32.425
"194",15,18,"LCOR-260","35.76666667","30.03333333",35.76666667,30.03333333,15,18,38.3,37.7,36.2,37.4,"",37.4,15,18,40.4,44.5,47,"43.96666667",43.96666667,15,18,1,"1","2",1,"29.7","28.4",25.4,29.7,28.4,25.4,33.50833333375
"195",5,19,"LCOR-491","30.4","27.93333333",30.4,27.93333333,5,19,39,37.6,38.2,38.26666667,"",38.26666667,5,19,41.3,44.6,44.8,"43.56666667",43.56666667,5,19,1,"1","1",1,"27.3","23.1",22.9,27.3,23.1,22.9,31.4666666675
"196",7,19,"LCOR-585","32.66666667","31.4",32.66666667,31.4,7,19,48.7,48.8,47.7,48.4,"",48.4,7,19,38.6,41,41,"40.2",40.2,7,19,2,"2","4",3,"29.2","18.8",23.1,29.2,18.8,23.1,34.02083333375
"197",8,19,"LCOR-554","34.46666667","30.06666667",34.46666667,30.06666667,8,19,38,43.2,40.5,40.56666667,"",40.56666667,8,19,41.2,41.7,45.6,"42.83333333",42.83333333,8,19,2,"2","3",3,"30.3","21.3",28.2,30.3,21.3,28.2,33.53750000125
"198",9,19,"LCOR-152","28.13333333","32.1",28.13333333,32.1,9,19,37,40.1,41.1,39.4,"",39.4,9,19,40.3,45,41.8,"42.36666667",42.36666667,9,19,0,"1","1",1,"32.5","25.9",24.5,32.5,25.9,24.5,33.0375
"199",10,19,"LCOR-558","30.7","31.26666667",30.7,31.26666667,10,19,42.6,38,40.5,40.36666667,"",40.36666667,10,19,42.3,41.8,44.6,"42.9",42.9,10,19,1,"1","2",2,"31.1","25.2",23,31.1,25.2,23,33.11250000125
"200",11,19,"LCOR-138","30.8","30.06666667",30.8,30.06666667,11,19,38.1,38.3,37.4,37.93333333,"",37.93333333,11,19,42,47.8,49.8,"46.53333333",46.53333333,11,19,1,"1","1",1,"27.3","20.1",23.6,27.3,20.1,23.6,31.7833333325
"201",12,19,"LCOR-383","32.46666667","28.73333333",32.46666667,28.73333333,12,19,32.1,34.4,33.6,33.36666667,"",33.36666667,12,19,47.4,38.9,44.3,"43.53333333",43.53333333,12,19,1,"1","1",2,"24.8","19.1",26.2,24.8,19.1,26.2,30.19583333375
"202",13,19,"LCOR-568","34.93333333","29.5",34.93333333,29.5,13,19,20.8,28,34.7,27.83333333,"",27.83333333,13,19,47,44.6,45.4,"45.66666667",45.66666667,13,19,2,"2","2",3,"32.5","20.1",21,32.5,20.1,21,29.9208333325
