obs,time,elapsed,date,hhmmss,averaging,instrument,row ,column,spad1,spad2,spad,operator,temp,event,event_short,block,leaf,tree,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
24,1658944247,3824.5,20220727 10:50:47,10:50:47,5,Gandalf,6,47,29.9,29.6,29.7,ch,30,LC-102 8-9D,8-9D,small,11,LCOR-419,1658944239,0.006968681,6.968680818,20.50427409,399.9283871,321.0908685,32.45865943,40.42824192,0.504961922,2.946858581,0.461352957,0.291949202,241.7429156,29.89967301,29.89967301,4.235959644,63.78033884,2.761877715,4.330296397,1.474081929,-307.3188241,60.96310536,4.604055988,-0.008747088,20.50427409,6.968680818,20.77941531,432.1626298,410.9446909,0.001616846,67.13287343,6.912239595,20.48462956,27.21717273,-0.001886564,78.55,0,0,1,0,52822.51634,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-129-20220727-10_50_49,10134.8,828.8270769,1059.76,0.217910586,0.5,1261.240818,20.50427409,137.4188631,0.02436942,2.043302257,723.9734558,-,0,723.9734558,0.316851499,0.687737276,0.865749637,-0.831760133,1.147075222,0.600732705,0.399267295,1500.035484,1261.240818,0.840807322,0.161158131,6,0.5,0: Broadleaf,2,FALSE,1658944239,399.9283871,423.2146129,27.32132903,20.54450323,401.4963871,27.1008871,600.1293871,100.9886452,0.100057784,30.2834,29.88299355,999.9,0,0,10000.1371,0,329.9786774,1500.035484,0.972998935,0.027001242,0,828.8191613,4.99935,13273.39677,14585.26452,38.38290323,40.31032258,38.50377419,36.69929032,40.18722581,1454.670645,40.36709677,0,115.1000001,0,828.8270769,2.505435896,-12.00683761,13273.23077,15,1658944266,10:51:05,1658944266,1658943436,24,0.185,-0.001,-1.568,0.141,423,21,0.23,0.02,100,100,-1.568,0.2204,-1.055251875,-0.001884053,5.78E-07,-2.32E-11,0.220448122,0,0,0,4,2111,2,24,1.3,13.5,1.08154,2.41577,1.5979,2.33276,1.59424,2.44141,38.4034,15.1127,18,616.923,379.355,29.9946,30.215,30.0004,30.0081,29.9788,21.6723,45.1584,46.4587,30.0504,423.305,20.3876,99.7529,99.8757
25,1658944359,3936,20220727 10:52:38,10:52:38,5,Gandalf,6,47,29.9,29.6,29.7,ch,30,LC-102 8-9D,8-9D,small,11,LCOR-419,1658944351,0.006815119,6.815119188,27.42435155,598.2890968,488.2928558,49.36048254,60.47976776,0.488252972,2.946185038,0.447348677,0.282981891,241.7422893,29.99410807,29.99410807,4.259008131,63.82576084,2.772549279,4.343934554,1.486458852,-300.5467562,54.66502,4.13240744,-0.007039501,27.42435155,6.815119188,26.92835791,643.4515319,615.9339273,0.005160281,67.13794608,6.787467172,20.77959886,27.38221212,-0.000460516,78.55,0,0,1,0,52793.55664,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-130-20220727-10_52_41,10146,873.90576,1148.81,0.239294783,0.5,1261.236096,27.42435155,150.9036092,0.029856254,1.807400702,764.4545759,-,0,764.4545759,0.334568313,0.715234449,0.843803383,-1.457653709,1.099903071,0.625655846,0.374344154,1500.029677,1261.236096,0.840807429,0.161158338,6,0.5,0: Broadleaf,2,FALSE,1658944351,598.2890968,629.784129,27.42712258,20.80033871,600.3290968,27.20668065,600.1282258,100.9878387,0.100026823,30.33827097,29.9713,999.9,0,0,9996.389677,0,338.3205484,1500.029677,0.972994935,0.027005119,0,873.8520968,4.99935,13887.45161,14585.17419,36.52190323,39.11058065,36.94529032,35.91119355,38.55422581,1454.65871,40.37225806,0,110.5,0,873.90576,5.037076938,55.7076926,13887.756,15,1658944392,10:53:12,1658944392,1658943436,25,-0.212,-0.001,-2.04,0.141,624,21,0.22,0.02,100,100,-2.04,0.2204,-0.86984705,-0.001884053,5.78E-07,-2.32E-11,0.220448122,0,0,0,4,2111,2,24,1.6,15.4,1.48926,2.39502,1.5979,2.33154,1.59424,2.42432,38.5259,15.0864,18,617.065,379.388,30.228,30.2225,29.9999,30.0367,30.0081,29.84,42.5625,41.4957,30.2812,629.891,20.8396,99.7455,99.8664
26,1658944480,4057,20220727 10:54:39,10:54:39,5,Gandalf,6,47,29.9,29.6,29.7,ch,30,LC-102 8-9D,8-9D,small,11,LCOR-419,1658944472,0.006971748,6.971748304,29.72402029,797.8492,677.5161696,68.48806869,80.65217226,0.500870436,2.946204223,0.457924485,0.289753845,241.7410734,30.00771374,30.00771374,4.262337818,63.72855651,2.776907063,4.357398339,1.485430755,-307.4541002,61.08499297,4.619241508,-0.008792299,29.72402029,6.971748304,29.66173193,851.2476956,820.8874242,0.017516084,67.14351389,6.952264027,20.68024292,27.44221939,-0.000376444,78.55,0,0,1,0,52784.68966,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-131-20220727-10_54_42,10151.2,884.97352,1162.8,0.238928861,0.5,1261.230409,29.72402029,150.6721728,0.031679742,1.773624011,770.6242016,-,0,770.6242016,0.337268489,0.708423317,0.840224697,-1.591183648,1.092492196,0.616886427,0.383113573,1500.023,1261.230409,0.840807381,0.161158245,6,0.5,0: Broadleaf,2,FALSE,1658944472,797.8492,833.1279333,27.47047,20.69171667,800.0803333,27.25001667,600.1308,100.9869667,0.10002102,30.39229333,30.05990333,999.9,0,0,9996.585,0,341.3205667,1500.023,0.972999833,0.027000073,0,884.9695,4.99935,14012.15333,14585.13667,35.46843333,38.0767,35.71223333,36.37706667,37.54753333,1454.654667,40.36966667,0,120.1000001,0,884.97352,2.854076928,41.02307694,14012.244,15,1658944392,10:53:12,1658944392,1658943436,25,-0.212,-0.001,-2.04,0.141,624,21,0.22,0.02,100,100,-2.232,0.2204,-1.082176825,-0.001884053,5.78E-07,-2.32E-11,0.220448122,0,0,0,4,2111,2,24,1.5,17.4,1.87134,2.39868,1.59912,2.33276,1.59424,2.33398,38.6241,15.0602,18,618.131,378.924,29.5622,30.1601,29.9999,30.003,29.9746,37.4802,42.6233,37.1793,29.5239,834.621,20.6394,99.7677,99.8876
27,1658944653,4230,20220727 10:57:32,10:57:32,5,Gandalf,6,47,29.9,29.6,29.7,ch,30,LC-102 8-9D,8-9D,small,11,LCOR-419,1658944645,0.007083227,7.08322673,30.15874269,998.4927097,874.3602388,88.38813393,100.9365516,0.513274967,2.946645391,0.468283828,0.296390328,241.7334839,29.76473579,29.76473579,4.203214581,63.34596339,2.72656062,4.304237357,1.476653961,-312.3702988,65.67248729,4.954183118,-0.010144464,30.15874269,7.08322673,30.40050095,1057.196722,1026.177636,0.000660479,67.12476112,7.03722204,20.0590998,26.90858788,-0.000620817,78.55,0,0,1,0,52834.72124,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-132-20220727-10_57_35,10133.8,873.2487692,1137.31,0.232180523,0.5,1261.192936,30.15874269,146.4122178,0.032025375,1.835787956,759.3452718,-,0,759.3452718,0.332332195,0.698639876,0.846718737,-1.31968818,1.105994926,0.607511748,0.392488252,1499.97871,1261.192936,0.840807225,0.161157943,6,0.5,0: Broadleaf,2,FALSE,1658944645,998.4927097,1035.715161,26.97190323,20.08136129,1001.08871,26.74380645,600.1425161,100.988871,0.100050977,30.17813548,29.88494516,999.9,0,0,9998.903226,0,334.1768387,1499.97871,0.973002097,0.026997971,0,873.2030645,4.99935,13975.2,14584.70645,38.2013871,40.1146129,38.48764516,36.10664516,39.40296774,1454.618387,40.36064516,0,172.3000002,0,873.2487692,7.766632485,141.5760685,13976.31923,15,1658944693,10:58:13,1658944693,1658944592,27,0.024,0.008,-2.596,0.143,1027,21,0.16,0.02,100,100,-2.596,0.2281,-1.267167221,-0.001884053,5.78E-07,-2.32E-11,0.228091582,0,0,0,4,2111,2,24,1,1,2.23633,2.39136,1.59912,2.33276,1.59424,2.37061,38.7717,15.0426,18,617.653,377.597,29.5487,30.1575,30.0001,29.9979,29.9694,44.7604,44.3717,31.554,29.6149,1036.82,19.9912,99.7713,99.8907
28,1658944781,4358,20220727 10:59:40,10:59:40,5,Gandalf,6,47,29.9,29.6,29.7,ch,30,LC-102 8-9D,8-9D,small,11,LCOR-419,1658944773,0.006958979,6.95897873,30.10827797,1198.077333,1064.164494,107.571678,121.1083341,0.489421885,2.946895472,0.448339338,0.283615257,241.7344161,30.07854155,30.07854155,4.279708031,63.21899161,2.76536602,4.374264678,1.514342012,-306.890962,60.56585869,4.582043833,-0.008643344,30.10827797,6.95897873,29.84558793,1262.648487,1232.094364,0.019501035,67.07187428,6.971720189,20.58289628,27.36282909,-6.34E-05,78.55,0,0,1,0,52792.81434,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-133-20220727-10_59_43,10120.6,862.40684,1114.54,0.226221724,0.5,1261.195911,30.10827797,142.6549564,0.031985286,1.893722971,749.1268652,-,0,749.1268652,0.327860045,0.689994792,0.852420529,-1.131333687,1.1180568,0.599361707,0.400638293,1499.982,1261.195911,0.840807363,0.161158211,6,0.5,0: Broadleaf,2,FALSE,1658944773,1198.077333,1236.515333,27.35668333,20.58943,1200.790333,27.12858667,600.1197667,100.9856333,0.09994001,30.45976333,30.03726,999.9,0,0,10000.645,0,342.8788667,1499.982,0.9729969,0.02700334,0,862.7981667,4.99935,13911.85667,14584.72,40.308,41.62466667,40.06426667,39.44986667,41.59973333,1454.614333,40.36766667,0,127.5,0,862.40684,-33.97284621,-444.8000006,13906.468,15,1658944693,10:58:13,1658944693,1658944592,27,0.024,0.008,-2.596,0.143,1027,21,0.16,0.02,100,100,-2.72,0.2281,-1.244293457,-0.001884053,5.78E-07,-2.32E-11,0.228091582,0,0,0,4,2111,2,24,1.5,3.1,2.58789,2.38159,1.59912,2.33276,1.59424,2.29736,38.8951,15.0164,18,617.828,377.292,29.5472,30.1747,30.0006,30.0097,29.9824,51.7834,41.332,26.9742,29.5189,1237.27,20.7512,99.7681,99.8854
29,1658944908,4485.5,20220727 11:01:48,11:01:48,5,Gandalf,6,47,29.9,29.6,29.7,ch,30,LC-102 8-9D,8-9D,small,11,LCOR-419,1658944900,0.006751392,6.751392347,28.51222789,1497.714839,1358.618779,137.3379618,151.39869,0.472148862,2.946175577,0.433784776,0.274302107,241.7416326,30.05641661,30.05641661,4.274275373,63.27100819,2.755680465,4.355360447,1.518594907,-297.7364025,52.05143344,3.936951813,-0.006384665,28.51222789,6.751392347,29.02834078,1569.583544,1539.928242,0.004306014,67.02588016,6.769305734,20.74081751,27.31998545,0.000750813,78.55,0,0,1,0,52785.27534,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-134-20220727-11_01_50,10134.4,864.35428,1101.62,0.215378915,0.5,1261.231847,28.51222789,135.8213732,0.030718905,1.927661081,743.267701,-,0,743.267701,0.325295745,0.66210185,0.855613857,-1.006285701,1.124900868,0.569348624,0.430651376,1500.024516,1261.231847,0.840807489,0.161158454,6,0.5,0: Broadleaf,2,FALSE,1658944900,1497.714839,1536.33129,27.26062903,20.69454839,1500.562903,27.03254194,600.1155484,100.9864516,0.100007623,30.38412581,29.90938387,999.9,0,0,9996.473226,0,345.9922581,1500.024516,0.972994032,0.02700621,0,865.0004839,4.99935,13845.46129,14585.13548,38.54209677,40.51177419,38.53396774,38.79419355,40.57625806,1454.65129,40.37516129,0,126.5,0,864.35428,-68.14938472,-1080.446156,13835.588,15,1658944693,10:58:13,1658944693,1658944592,27,0.024,0.008,-2.596,0.143,1027,21,0.16,0.02,100,100,-2.85,0.2281,-1.244293457,-0.001884053,5.78E-07,-2.32E-11,0.228091582,0,0,0,4,2111,2,24,3.6,5.3,3.09326,2.3584,1.5979,2.33154,1.59424,2.44629,38.9693,14.9989,18,617.701,377.075,29.9802,30.2385,30.0002,30.0393,30.0107,61.9036,39.9757,21.6728,30.0051,1537.92,20.8468,99.7629,99.8757
30,1658945045,4622,20220727 11:04:04,11:04:04,5,Gandalf,6,47,29.9,29.6,29.7,ch,30,LC-102 8-9D,8-9D,small,11,LCOR-419,1658945037,0.006851725,6.851724581,28.36818845,1996.57,1851.581869,187.1686053,201.8248442,0.494959154,2.94629527,0.452976631,0.286585022,241.7402789,29.9369715,29.9369715,4.245049955,63.920167,2.769074191,4.332082223,1.475975763,-302.161054,56.16956274,4.243783133,-0.007429282,28.36818845,6.851724581,28.82521401,2082.590611,2053.120848,0.009100042,67.05911254,6.841395885,20.71767441,27.37189515,-0.00029155,78.55,0,0,1,0,52804.98431,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-135-20220727-11_04_07,10145.7,867.8884615,1103.53,0.213534329,0.5,1261.225771,28.36818845,134.6574996,0.030604847,1.922593858,744.1366922,-,0,744.1366922,0.325676065,0.655664792,0.855143699,-1.007559141,1.12388909,0.562173887,0.437826113,1500.017419,1261.225771,0.840807417,0.161158314,6,0.5,0: Broadleaf,2,FALSE,1658945037,1996.57,2038.609032,27.39330968,20.73071935,1999.454194,27.16522581,600.1299355,100.9857419,0.100042297,30.29059355,29.99373871,999.9,0,0,9997.223548,0,352.0760645,1500.017419,0.972995258,0.027004823,0,868.0149677,4.99935,13794.95484,14585.05161,36.44932258,38.73564516,36.65096774,37.4956129,38.5883871,1454.646129,40.37129032,0,135.5,0,867.8884615,-29.58748719,-456.5264958,13792.9,15,1658944693,10:58:13,1658944693,1658944592,27,0.024,0.008,-2.596,0.143,1027,21,0.16,0.02,100,100,-2.89,0.2281,-1.244293457,-0.001884053,5.78E-07,-2.32E-11,0.228091582,0,0,0,4,2111,2,24,5.9,7.5,3.88062,2.36084,1.59912,2.33398,1.59424,2.3291,39.0436,14.9638,18,617.212,377.647,29.056,30.2747,29.9999,30.0678,30.0392,77.6372,40.3195,17.1449,29.0288,2041.18,20.6808,99.7523,99.8714
31,1658945526,5103.1,20220727 11:12:05,11:12:05,5,Gandalf,6,21,41.5,37.5,39.5,ch,30,LC-102 4A,4A,large,10,LCOR-012,1658945518,0.007865755,7.865755209,33.61710064,409.8813226,296.8430455,30.00656688,41.43311257,0.56155904,2.946887373,0.50817979,0.321984393,241.7393476,29.80015609,29.80015609,4.211788556,61.89679955,2.700652007,4.363152903,1.511136549,-346.8798047,97.73565757,7.382309816,-0.022489716,33.61710064,7.865755209,33.65325297,455.3440704,421.0562485,-0.002942373,67.07091612,7.862537334,19.0838569,26.73402121,0.00014942,78.55,0,0,1,0,52800.30983,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-136-20220727-11_12_08,10116.4,1062.8796,1707.52,0.377530219,0.5,1261.221136,33.61710064,238.074546,0.03476673,0.888803645,977.2296548,-,0,977.2296548,0.427690654,0.882717955,0.675129126,1.741723671,0.803939536,0.811585962,0.188414038,1500.011935,1261.221136,0.8408074,0.161158283,6,0.5,0: Broadleaf,2,FALSE,1658945518,409.8813226,446.7157419,26.71647742,19.06226129,411.2093226,26.51157742,600.1092581,100.9855806,0.100051423,30.41533871,29.9754,999.9,0,0,10000.60419,0,594.7340645,1500.011935,0.972995387,0.027004955,0,1062.804839,4.99935,16757.92258,14585,38.27190323,40.80212903,38.40096774,39.25996774,40.26390323,1454.641613,40.37032258,0,480,0,1062.8796,10.0976923,99.33076924,16758.788,15,1658945561,11:12:40,1658945561,1658945460,29,0.006,-0.023,-1.328,0.052,440,18,0.13,0.03,100,100,-1.328,0.2049,-0.612868201,-0.001884053,5.78E-07,-2.32E-11,0.204900674,0,0,0,4,2111,2,24,1,1.1,1.13281,2.43408,1.59912,2.33398,1.59424,2.34009,39.3418,14.8675,18,624.774,369.588,29.1759,30.675,30.0008,30.4014,30.3728,22.6866,50.6569,33.7511,29.17,446.673,19.1693,99.6682,99.7968
32,1658945745,5322.6,20220727 11:15:45,11:15:45,5,Gandalf,6,21,41.5,37.5,39.5,ch,30,LC-102 4A,4A,large,10,LCOR-012,1658945737,0.007786913,7.78691304,33.76974413,399.8300333,288.7062885,29.18292027,40.41549647,0.573055077,2.946093683,0.517569926,0.328017477,241.7397069,29.71149254,29.71149254,4.190354933,62.76608243,2.721561899,4.336039137,1.468793034,-343.4028651,94.50862425,7.133507684,-0.021026269,33.76974413,7.78691304,34.00684491,445.4971267,410.8718061,-0.010387221,67.09220769,7.756689238,19.29402269,26.84739333,-0.001190132,78.55,0,0,1,0,52796.32284,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-137-20220727-11_15_47,10125.8,1064.698462,1727.52,0.383683858,0.5,1261.22642,33.76974413,241.9561093,0.034887612,0.866936418,983.7477621,-,0,983.7477621,0.430543344,0.891161978,0.668169511,1.699035547,0.793345005,0.82340553,0.17659447,1500.018667,1261.22642,0.84080715,0.161157799,6,0.5,0: Broadleaf,2,FALSE,1658945737,399.8300333,436.7068333,26.92438,19.34843667,401.1096667,26.70868,600.1039,100.9817333,0.099959127,30.30652333,29.8186,999.9,0,0,9996.475,0,1118.664,1500.018667,0.973005667,0.026994307,0,1064.807,4.99935,16691.76667,14585.12667,36.66013333,39.3998,36.7831,36.98306667,38.64143333,1454.661667,40.358,0,218.6000001,0,1064.698462,-12.66803421,-221.7299147,16689.1,15,1658945698,11:14:58,1658945682,1658945698,30,-0.008,0.011,-1.333,0.075,437,19,0.11,0.02,100,100,-1.28,0.2157,-0.615428562,-0.001884053,5.78E-07,-2.32E-11,0.2157023,0,0,0,4,2111,2,24,1.1,0.8,1.10962,2.41943,1.5979,2.33521,1.59424,2.3877,39.4666,14.8238,18,625.379,368.234,30.8699,31.0352,30.0006,30.7474,30.7155,22.2513,46.9453,22.4262,30.8976,437.031,19.2144,99.592,99.7192
33,1658945851,5428.6,20220727 11:17:31,11:17:31,5,Gandalf,6,21,41.5,37.5,39.5,ch,30,LC-102 4A,4A,large,10,LCOR-012,1658945843,0.007699293,7.699293212,24.35143419,300.6195484,216.1043827,21.84367856,30.38641189,0.542007723,2.947207061,0.492108978,0.311667599,241.738917,30.14063388,30.14063388,4.294986618,62.38866008,2.768808382,4.437999434,1.526178236,-339.5388306,90.89394901,6.886477546,-0.019487051,24.35143419,7.699293212,24.30896295,333.698386,308.9269212,-0.005824411,67.09220769,7.733802512,19.96219982,27.47550303,0.001230428,78.55,0,0,1,0,52757.6711,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-138-20220727-11_17_33,10127,964.3676923,1492.32,0.353779556,0.5,1261.218959,24.35143419,223.0967419,0.027420193,1.161178568,902.7276609,-,0,902.7276609,0.395084391,0.895453134,0.746132625,3.407983231,0.917936695,0.838217953,0.161782047,1500.009355,1261.218959,0.840807395,0.161158273,6,0.5,0: Broadleaf,2,FALSE,1658945843,300.6195484,327.2799677,27.39243871,19.9056129,301.9015484,27.17673871,600.1254194,100.9792258,0.100068771,30.71269032,30.26796129,999.9,0,0,10003.05065,0,1134.486452,1500.009355,0.972997387,0.027002755,0,964.5569677,4.99935,15145.86129,14584.99032,36.157,38.96545161,36.38496774,37.42319355,38.23170968,1454.639355,40.37,0,105.5,0,964.3676923,-18.21620514,-300.9401712,15142.71923,15,1658945887,11:18:07,1658945887,1658945698,31,-0.118,0.011,-1.282,0.075,322,19,0.25,0.02,100,100,-1.282,0.2157,-0.615428562,-0.001884053,5.78E-07,-2.32E-11,0.2157023,0,0,0,4,2111,2,24,2.8,2.5,0.883789,2.43408,1.59912,2.33398,1.59424,2.34497,39.4666,14.8062,18,625.68,369.404,29.2475,31.0616,30.0005,30.8086,30.7805,17.699,42.5135,15.8651,29.1712,327.31,20.1059,99.5933,99.7239
34,1658945972,5549.6,20220727 11:19:32,11:19:32,5,Gandalf,6,21,41.5,37.5,39.5,ch,30,LC-102 4A,4A,large,10,LCOR-012,1658945964,0.008074816,8.074815842,14.08393534,201.4896452,155.707914,15.73822419,20.36562642,0.594303312,2.946495599,0.53486255,0.33913282,241.7395535,29.58024666,29.58024666,4.158801953,62.11452076,2.684525744,4.321897218,1.474276209,-356.0993786,106.3170014,8.016236537,-0.026587165,14.08393534,8.074815842,14.25568251,221.0627425,206.5491879,-0.002547517,67.02508088,8.046244002,18.67924387,26.51354606,-0.000513606,78.55,0,0,1,0,52817.67952,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-139-20220727-11_19_34,10127.1,889.71312,1280.62,0.305248145,0.5,1261.22222,14.08393534,192.4928718,0.019279211,1.518444191,820.6623055,-,0,820.6623055,0.359167977,0.849875727,0.808710242,-6.884144449,1.030079811,0.783916701,0.216083299,1500.013226,1261.22222,0.8408074,0.161158281,6,0.5,0: Broadleaf,2,FALSE,1658945964,201.4896452,217.1979677,26.55966129,18.7006129,202.5576452,26.34395806,600.0994839,100.9753226,0.099977855,30.24953226,29.94644839,999.9,0,0,9999.393548,0,1145.656129,1500.013226,0.972996194,0.027003942,0,890.0942581,4.99935,13998.5,14585.00323,35.83632258,38.75,36.062,37.17516129,37.937,1454.642903,40.37032258,0,120.4000001,0,889.71312,-22.17423076,-343.4692307,13992.492,15,1658946004,11:20:04,1658946004,1658945698,32,0.04,0.011,-1.068,0.075,212,19,0.29,0.02,100,100,-1.068,0.2157,-0.73300797,-0.001884053,5.78E-07,-2.32E-11,0.2157023,0,0,0,4,2111,2,24,1.4,4.6,0.640869,2.43164,1.5979,2.33276,1.59424,2.45605,39.5166,14.7975,18,626.403,367.911,28.7521,31.0989,30.0002,30.856,30.8276,12.8585,46.1668,9.66029,28.7755,216.721,18.6489,99.6074,99.7308
35,1658946092,5669.1,20220727 11:21:31,11:21:31,5,Gandalf,6,21,41.5,37.5,39.5,ch,30,LC-102 4A,4A,large,10,LCOR-012,1658946084,0.008333192,8.333192006,3.721245362,101.0726667,87.6199321,8.856006747,10.21571458,0.586496912,2.946485642,0.52852589,0.335058361,241.7387201,29.61955635,29.61955635,4.168230642,60.44328722,2.628206834,4.348219554,1.540023808,-367.4937675,116.9021598,8.820724692,-0.032162855,3.721245362,8.333192006,3.666734349,107.2629655,103.5493455,-0.004317016,67.03230332,8.318685881,17.99349878,26.08649515,0.001408283,78.55,0,0,1,0,52798.89731,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-140-20220727-11_21_34,10126.2,831.2785769,1106.41,0.248670405,0.5,1261.217831,3.721245362,156.8137745,0.011062862,1.914986307,745.4451528,-,0,745.4451528,0.326248721,0.762211127,0.854433508,-1.19107784,1.122363477,0.683509242,0.316490758,1500.008,1261.217831,0.840807403,0.161158287,6,0.5,0: Broadleaf,2,FALSE,1658946084,101.0726667,105.6354333,26.00306333,17.88787,102.2286667,25.73600333,600.0968667,100.9730333,0.099936427,30.35548,30.03301,999.9,0,0,9999.563667,0,1088.412167,1500.008,0.972997533,0.027002587,0,831.336,4.99935,13102.37667,14584.97333,35.88533333,38.812,36,37.28926667,37.937,1454.637667,40.37033333,0,118.7,0,831.2785769,-17.32516238,-316.6905982,13101.36923,15,1658946117,11:21:57,1658946117,1658945698,33,-0.273,0.011,-1.156,0.075,102,19,0.87,0.02,100,100,-1.156,0.2699,-0.692888257,-0.001884053,5.78E-07,-2.32E-11,-0.137002036,-0.002553265,0.000833562,-4.83E-06,4,2111,2,24,1.5,6.6,0.386963,2.47437,1.59912,2.33643,1.59424,2.34497,39.6167,14.7537,18,626.369,367.48,29.0805,31.1758,30.0004,30.9363,30.909,7.78405,46.1631,2.25777,29.0925,105.271,18.2401,99.5901,99.7127
36,1658946193,5770.6,20220727 11:23:13,11:23:13,5,Gandalf,6,21,41.5,37.5,39.5,ch,30,LC-102 4A,4A,large,10,LCOR-012,1658946185,0.008220318,8.220318149,-1.709034675,51.30806774,55.0769726,5.566728084,5.185798132,0.591046678,2.946974921,0.532229672,0.337438934,241.7366063,29.63296295,29.63296295,4.171450564,61.30291221,2.663171509,4.344282209,1.508279055,-362.5160304,112.2793579,8.470407804,-0.029658401,-1.709034675,8.220318149,-1.524331359,50.64063259,52.20368727,-0.002350002,67.00536023,8.235268179,18.40022692,26.41189818,0.000899603,78.55,0,0,1,0,52815.70816,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-141-20220727-11_23_15,10124.8,812.2286,1029.89,0.211344318,0.5,1261.209455,-1.709034675,133.2747263,0.006757322,2.131567449,709.9077535,-,0,709.9077535,0.310695556,0.680229614,0.872783744,-0.707810521,1.162898155,0.594537396,0.405462604,1499.998387,1261.209455,0.840807208,0.161157911,6,0.5,0: Broadleaf,2,FALSE,1658946185,51.30806774,50.02102258,26.34930645,18.34696129,52.33006774,26.07185806,600.1029677,100.971871,0.099916777,30.33966774,30.00944516,999.9,0,0,10002.45968,0,936.4952258,1499.998387,0.973001645,0.026998006,0,812.3473226,4.99935,12828.96452,14584.9,36.044,38.875,36.11687097,37.62296774,38.062,1454.638065,40.36032258,0,100.9000001,0,812.2286,-5.830538455,-71.81538464,12827.596,15,1658946215,11:23:34,1658946215,1658945698,34,0.036,0.011,-1.022,0.075,47,19,0.64,0.02,100,100,-1.022,0.2794,-0.965844361,-0.001884053,5.78E-07,-2.32E-11,-0.137002036,-0.002553265,0.000833562,-4.83E-06,4,2111,2,24,1.3,8.2,0.26001,2.47437,1.5979,2.33521,1.59424,2.44995,39.7171,14.7449,18,626.584,366.738,28.9071,31.2547,30.0011,31.0061,30.9789,5.24032,44.9364,0,28.8921,49.2771,18.3781,99.5768,99.7009
