"","tier","Csetpoint","sample_date.x.x","n.x","A_sd","A","A_se","A_qt","A_upper","A_lower","gsw_sd","gsw","gsw_se","gsw_qt","gsw_upper","gsw_lower","Ci_sd","Ci","Ci_se","Ci_qt","Ci_upper","Ci_lower","sample_date.x.y","n.y","PhiPS2_sd","PhiPS2","PhiPS2_se","PhiPS2_qt","PhiPS2_upper","PhiPS2_lower","ETR_sd","ETR","ETR_se","ETR_qt","ETR_upper","ETR_lower"
"275","WT",2000,"Aug29",1,NA,6.925738463,NA,12.7062047361747,NA,NA,NA,0.011505494,NA,12.7062047361747,NA,NA,NA,995.5724977,NA,12.7062047361747,NA,NA,"July27",1,NA,0.172441424,NA,12.7062047361747,NA,NA,NA,108.7414217,NA,12.7062047361747,NA,NA
"276","WT",2000,"Aug29",1,NA,6.925738463,NA,12.7062047361747,NA,NA,NA,0.011505494,NA,12.7062047361747,NA,NA,NA,995.5724977,NA,12.7062047361747,NA,NA,"Jun14",1,NA,0.27842537,NA,12.7062047361747,NA,NA,NA,175.5727064,NA,12.7062047361747,NA,NA
"277","WT",2000,"Aug29",1,NA,6.925738463,NA,12.7062047361747,NA,NA,NA,0.011505494,NA,12.7062047361747,NA,NA,NA,995.5724977,NA,12.7062047361747,NA,NA,"Jun22",1,NA,0.302135433,NA,12.7062047361747,NA,NA,NA,190.5215381,NA,12.7062047361747,NA,NA
"278","WT",2000,"July18",1,NA,18.887264,NA,12.7062047361747,NA,NA,NA,0.115749685,NA,12.7062047361747,NA,NA,NA,1673.841906,NA,12.7062047361747,NA,NA,"July18",1,NA,0.218832321,NA,12.7062047361747,NA,NA,NA,137.9958605,NA,12.7062047361747,NA,NA
"279","WT",2000,"July18",1,NA,18.887264,NA,12.7062047361747,NA,NA,NA,0.115749685,NA,12.7062047361747,NA,NA,NA,1673.841906,NA,12.7062047361747,NA,NA,"July20",1,NA,0.1227644165,NA,12.7062047361747,NA,NA,NA,77.41117722,NA,12.7062047361747,NA,NA
"280","WT",2000,"July18",1,NA,18.887264,NA,12.7062047361747,NA,NA,NA,0.115749685,NA,12.7062047361747,NA,NA,NA,1673.841906,NA,12.7062047361747,NA,NA,"July27",1,NA,0.172441424,NA,12.7062047361747,NA,NA,NA,108.7414217,NA,12.7062047361747,NA,NA
"281","WT",2000,"July18",1,NA,18.887264,NA,12.7062047361747,NA,NA,NA,0.115749685,NA,12.7062047361747,NA,NA,NA,1673.841906,NA,12.7062047361747,NA,NA,"Jun14",1,NA,0.27842537,NA,12.7062047361747,NA,NA,NA,175.5727064,NA,12.7062047361747,NA,NA
"282","WT",2000,"July18",1,NA,18.887264,NA,12.7062047361747,NA,NA,NA,0.115749685,NA,12.7062047361747,NA,NA,NA,1673.841906,NA,12.7062047361747,NA,NA,"Jun22",1,NA,0.302135433,NA,12.7062047361747,NA,NA,NA,190.5215381,NA,12.7062047361747,NA,NA
"283","WT",2000,"July20",1,NA,24.91902537,NA,12.7062047361747,NA,NA,NA,0.076123371,NA,12.7062047361747,NA,NA,NA,1521.0004875,NA,12.7062047361747,NA,NA,"July18",1,NA,0.218832321,NA,12.7062047361747,NA,NA,NA,137.9958605,NA,12.7062047361747,NA,NA
"284","WT",2000,"July20",1,NA,24.91902537,NA,12.7062047361747,NA,NA,NA,0.076123371,NA,12.7062047361747,NA,NA,NA,1521.0004875,NA,12.7062047361747,NA,NA,"July20",1,NA,0.1227644165,NA,12.7062047361747,NA,NA,NA,77.41117722,NA,12.7062047361747,NA,NA
"285","WT",2000,"July20",1,NA,24.91902537,NA,12.7062047361747,NA,NA,NA,0.076123371,NA,12.7062047361747,NA,NA,NA,1521.0004875,NA,12.7062047361747,NA,NA,"July27",1,NA,0.172441424,NA,12.7062047361747,NA,NA,NA,108.7414217,NA,12.7062047361747,NA,NA
"286","WT",2000,"July20",1,NA,24.91902537,NA,12.7062047361747,NA,NA,NA,0.076123371,NA,12.7062047361747,NA,NA,NA,1521.0004875,NA,12.7062047361747,NA,NA,"Jun14",1,NA,0.27842537,NA,12.7062047361747,NA,NA,NA,175.5727064,NA,12.7062047361747,NA,NA
"287","WT",2000,"July20",1,NA,24.91902537,NA,12.7062047361747,NA,NA,NA,0.076123371,NA,12.7062047361747,NA,NA,NA,1521.0004875,NA,12.7062047361747,NA,NA,"Jun22",1,NA,0.302135433,NA,12.7062047361747,NA,NA,NA,190.5215381,NA,12.7062047361747,NA,NA
"288","WT",2000,"July27",1,NA,17.89716219,NA,12.7062047361747,NA,NA,NA,0.065339936,NA,12.7062047361747,NA,NA,NA,1511.123247,NA,12.7062047361747,NA,NA,"July18",1,NA,0.218832321,NA,12.7062047361747,NA,NA,NA,137.9958605,NA,12.7062047361747,NA,NA
"289","WT",2000,"July27",1,NA,17.89716219,NA,12.7062047361747,NA,NA,NA,0.065339936,NA,12.7062047361747,NA,NA,NA,1511.123247,NA,12.7062047361747,NA,NA,"July20",1,NA,0.1227644165,NA,12.7062047361747,NA,NA,NA,77.41117722,NA,12.7062047361747,NA,NA
"290","WT",2000,"July27",1,NA,17.89716219,NA,12.7062047361747,NA,NA,NA,0.065339936,NA,12.7062047361747,NA,NA,NA,1511.123247,NA,12.7062047361747,NA,NA,"July27",1,NA,0.172441424,NA,12.7062047361747,NA,NA,NA,108.7414217,NA,12.7062047361747,NA,NA
"291","WT",2000,"July27",1,NA,17.89716219,NA,12.7062047361747,NA,NA,NA,0.065339936,NA,12.7062047361747,NA,NA,NA,1511.123247,NA,12.7062047361747,NA,NA,"Jun14",1,NA,0.27842537,NA,12.7062047361747,NA,NA,NA,175.5727064,NA,12.7062047361747,NA,NA
"292","WT",2000,"July27",1,NA,17.89716219,NA,12.7062047361747,NA,NA,NA,0.065339936,NA,12.7062047361747,NA,NA,NA,1511.123247,NA,12.7062047361747,NA,NA,"Jun22",1,NA,0.302135433,NA,12.7062047361747,NA,NA,NA,190.5215381,NA,12.7062047361747,NA,NA
"293","WT",2000,"Jun14",1,NA,35.55395547,NA,12.7062047361747,NA,NA,NA,0.309861706,NA,12.7062047361747,NA,NA,NA,1762.713884,NA,12.7062047361747,NA,NA,"July18",1,NA,0.218832321,NA,12.7062047361747,NA,NA,NA,137.9958605,NA,12.7062047361747,NA,NA
"294","WT",2000,"Jun14",1,NA,35.55395547,NA,12.7062047361747,NA,NA,NA,0.309861706,NA,12.7062047361747,NA,NA,NA,1762.713884,NA,12.7062047361747,NA,NA,"July20",1,NA,0.1227644165,NA,12.7062047361747,NA,NA,NA,77.41117722,NA,12.7062047361747,NA,NA
"295","WT",2000,"Jun14",1,NA,35.55395547,NA,12.7062047361747,NA,NA,NA,0.309861706,NA,12.7062047361747,NA,NA,NA,1762.713884,NA,12.7062047361747,NA,NA,"July27",1,NA,0.172441424,NA,12.7062047361747,NA,NA,NA,108.7414217,NA,12.7062047361747,NA,NA
"296","WT",2000,"Jun14",1,NA,35.55395547,NA,12.7062047361747,NA,NA,NA,0.309861706,NA,12.7062047361747,NA,NA,NA,1762.713884,NA,12.7062047361747,NA,NA,"Jun14",1,NA,0.27842537,NA,12.7062047361747,NA,NA,NA,175.5727064,NA,12.7062047361747,NA,NA
"297","WT",2000,"Jun14",1,NA,35.55395547,NA,12.7062047361747,NA,NA,NA,0.309861706,NA,12.7062047361747,NA,NA,NA,1762.713884,NA,12.7062047361747,NA,NA,"Jun22",1,NA,0.302135433,NA,12.7062047361747,NA,NA,NA,190.5215381,NA,12.7062047361747,NA,NA
"298","WT",2000,"Jun22",1,NA,31.30518823,NA,12.7062047361747,NA,NA,NA,0.105606138,NA,12.7062047361747,NA,NA,NA,1472.877963,NA,12.7062047361747,NA,NA,"July18",1,NA,0.218832321,NA,12.7062047361747,NA,NA,NA,137.9958605,NA,12.7062047361747,NA,NA
"299","WT",2000,"Jun22",1,NA,31.30518823,NA,12.7062047361747,NA,NA,NA,0.105606138,NA,12.7062047361747,NA,NA,NA,1472.877963,NA,12.7062047361747,NA,NA,"July20",1,NA,0.1227644165,NA,12.7062047361747,NA,NA,NA,77.41117722,NA,12.7062047361747,NA,NA
"300","WT",2000,"Jun22",1,NA,31.30518823,NA,12.7062047361747,NA,NA,NA,0.105606138,NA,12.7062047361747,NA,NA,NA,1472.877963,NA,12.7062047361747,NA,NA,"July27",1,NA,0.172441424,NA,12.7062047361747,NA,NA,NA,108.7414217,NA,12.7062047361747,NA,NA
"301","WT",2000,"Jun22",1,NA,31.30518823,NA,12.7062047361747,NA,NA,NA,0.105606138,NA,12.7062047361747,NA,NA,NA,1472.877963,NA,12.7062047361747,NA,NA,"Jun14",1,NA,0.27842537,NA,12.7062047361747,NA,NA,NA,175.5727064,NA,12.7062047361747,NA,NA
"302","WT",2000,"Jun22",1,NA,31.30518823,NA,12.7062047361747,NA,NA,NA,0.105606138,NA,12.7062047361747,NA,NA,NA,1472.877963,NA,12.7062047361747,NA,NA,"Jun22",1,NA,0.302135433,NA,12.7062047361747,NA,NA,NA,190.5215381,NA,12.7062047361747,NA,NA
"303","control",0,"Aug29",2,0.10283590107562,-1.5467764435,0.072715963,4.30265272974946,-1.23390490680169,-1.85964798019831,0.0165676101710434,0.2284964835,0.0117150695,4.30265272974946,0.27890235926338,0.17809060773662,0.116050067943491,36.41554379,0.0820597900000024,4.30265272974946,36.7686185694462,36.0624690105538,"Aug29",2,0.0198403474881948,0.09049106525,0.01402924425,4.30265272974946,0.150854031318584,0.0301280991814156,12.509856800067,57.06286455,8.845804575,4.30265272974946,95.123289751454,19.002439348546
"304","control",0,"Aug29",2,0.10283590107562,-1.5467764435,0.072715963,4.30265272974946,-1.23390490680169,-1.85964798019831,0.0165676101710434,0.2284964835,0.0117150695,4.30265272974946,0.27890235926338,0.17809060773662,0.116050067943491,36.41554379,0.0820597900000024,4.30265272974946,36.7686185694462,36.0624690105538,"July18",2,0.0206423992646582,0.0963330715,0.0145963805,4.30265272974946,0.159136227902787,0.0335299150972132,13.0185351702509,60.74856656,9.2054945,4.30265272974946,100.356612599119,21.1405205208813
"305","control",0,"Aug29",2,0.10283590107562,-1.5467764435,0.072715963,4.30265272974946,-1.23390490680169,-1.85964798019831,0.0165676101710434,0.2284964835,0.0117150695,4.30265272974946,0.27890235926338,0.17809060773662,0.116050067943491,36.41554379,0.0820597900000024,4.30265272974946,36.7686185694462,36.0624690105538,"July20",1,NA,0.156954135,NA,12.7062047361747,NA,NA,NA,98.97785531,NA,12.7062047361747,NA,NA
"306","control",0,"Aug29",2,0.10283590107562,-1.5467764435,0.072715963,4.30265272974946,-1.23390490680169,-1.85964798019831,0.0165676101710434,0.2284964835,0.0117150695,4.30265272974946,0.27890235926338,0.17809060773662,0.116050067943491,36.41554379,0.0820597900000024,4.30265272974946,36.7686185694462,36.0624690105538,"July27",2,0.0275099186113845,0.070056417,0.01945245,4.30265272974946,0.153753554092815,-0.0136407200928149,17.3497120044779,44.17933538,12.26809901,4.30265272974946,96.9647050742132,-8.60603431421316
"307","control",0,"July18",2,0.226498537436239,-0.73495012775,0.16015865175,4.30265272974946,-0.0458430676048692,-1.42405718789513,0.0129818186506378,0.045307786,0.009179532,4.30265272974946,0.0848041244176226,0.00581144758237745,0.757377714015604,50.1644157275,0.5355469175,4.30265272974946,52.4686881339903,47.8601433210097,"Aug29",2,0.0198403474881948,0.09049106525,0.01402924425,4.30265272974946,0.150854031318584,0.0301280991814156,12.509856800067,57.06286455,8.845804575,4.30265272974946,95.123289751454,19.002439348546
"308","control",0,"July18",2,0.226498537436239,-0.73495012775,0.16015865175,4.30265272974946,-0.0458430676048692,-1.42405718789513,0.0129818186506378,0.045307786,0.009179532,4.30265272974946,0.0848041244176226,0.00581144758237745,0.757377714015604,50.1644157275,0.5355469175,4.30265272974946,52.4686881339903,47.8601433210097,"July18",2,0.0206423992646582,0.0963330715,0.0145963805,4.30265272974946,0.159136227902787,0.0335299150972132,13.0185351702509,60.74856656,9.2054945,4.30265272974946,100.356612599119,21.1405205208813
"309","control",0,"July18",2,0.226498537436239,-0.73495012775,0.16015865175,4.30265272974946,-0.0458430676048692,-1.42405718789513,0.0129818186506378,0.045307786,0.009179532,4.30265272974946,0.0848041244176226,0.00581144758237745,0.757377714015604,50.1644157275,0.5355469175,4.30265272974946,52.4686881339903,47.8601433210097,"July20",1,NA,0.156954135,NA,12.7062047361747,NA,NA,NA,98.97785531,NA,12.7062047361747,NA,NA
"310","control",0,"July18",2,0.226498537436239,-0.73495012775,0.16015865175,4.30265272974946,-0.0458430676048692,-1.42405718789513,0.0129818186506378,0.045307786,0.009179532,4.30265272974946,0.0848041244176226,0.00581144758237745,0.757377714015604,50.1644157275,0.5355469175,4.30265272974946,52.4686881339903,47.8601433210097,"July27",2,0.0275099186113845,0.070056417,0.01945245,4.30265272974946,0.153753554092815,-0.0136407200928149,17.3497120044779,44.17933538,12.26809901,4.30265272974946,96.9647050742132,-8.60603431421316
"311","control",0,"July20",1,NA,-1.855888789,NA,12.7062047361747,NA,NA,NA,0.062828742,NA,12.7062047361747,NA,NA,NA,49.21618368,NA,12.7062047361747,NA,NA,"Aug29",2,0.0198403474881948,0.09049106525,0.01402924425,4.30265272974946,0.150854031318584,0.0301280991814156,12.509856800067,57.06286455,8.845804575,4.30265272974946,95.123289751454,19.002439348546
"312","control",0,"July20",1,NA,-1.855888789,NA,12.7062047361747,NA,NA,NA,0.062828742,NA,12.7062047361747,NA,NA,NA,49.21618368,NA,12.7062047361747,NA,NA,"July18",2,0.0206423992646582,0.0963330715,0.0145963805,4.30265272974946,0.159136227902787,0.0335299150972132,13.0185351702509,60.74856656,9.2054945,4.30265272974946,100.356612599119,21.1405205208813
"313","control",0,"July20",1,NA,-1.855888789,NA,12.7062047361747,NA,NA,NA,0.062828742,NA,12.7062047361747,NA,NA,NA,49.21618368,NA,12.7062047361747,NA,NA,"July20",1,NA,0.156954135,NA,12.7062047361747,NA,NA,NA,98.97785531,NA,12.7062047361747,NA,NA
"314","control",0,"July20",1,NA,-1.855888789,NA,12.7062047361747,NA,NA,NA,0.062828742,NA,12.7062047361747,NA,NA,NA,49.21618368,NA,12.7062047361747,NA,NA,"July27",2,0.0275099186113845,0.070056417,0.01945245,4.30265272974946,0.153753554092815,-0.0136407200928149,17.3497120044779,44.17933538,12.26809901,4.30265272974946,96.9647050742132,-8.60603431421316
"315","control",0,"July27",2,0.335430607951455,-0.9458511035,0.2371852575,4.30265272974946,0.0746746921387038,-1.9663768991387,0.0026317022400455,0.047252806,0.0018608945,4.30265272974946,0.0552595888002007,0.0392460231997992,9.05593971147427,54.779398655,6.40351638,4.30265272974946,82.3315058874024,27.2272914225976,"Aug29",2,0.0198403474881948,0.09049106525,0.01402924425,4.30265272974946,0.150854031318584,0.0301280991814156,12.509856800067,57.06286455,8.845804575,4.30265272974946,95.123289751454,19.002439348546
"316","control",0,"July27",2,0.335430607951455,-0.9458511035,0.2371852575,4.30265272974946,0.0746746921387038,-1.9663768991387,0.0026317022400455,0.047252806,0.0018608945,4.30265272974946,0.0552595888002007,0.0392460231997992,9.05593971147427,54.779398655,6.40351638,4.30265272974946,82.3315058874024,27.2272914225976,"July18",2,0.0206423992646582,0.0963330715,0.0145963805,4.30265272974946,0.159136227902787,0.0335299150972132,13.0185351702509,60.74856656,9.2054945,4.30265272974946,100.356612599119,21.1405205208813
"317","control",0,"July27",2,0.335430607951455,-0.9458511035,0.2371852575,4.30265272974946,0.0746746921387038,-1.9663768991387,0.0026317022400455,0.047252806,0.0018608945,4.30265272974946,0.0552595888002007,0.0392460231997992,9.05593971147427,54.779398655,6.40351638,4.30265272974946,82.3315058874024,27.2272914225976,"July20",1,NA,0.156954135,NA,12.7062047361747,NA,NA,NA,98.97785531,NA,12.7062047361747,NA,NA
"318","control",0,"July27",2,0.335430607951455,-0.9458511035,0.2371852575,4.30265272974946,0.0746746921387038,-1.9663768991387,0.0026317022400455,0.047252806,0.0018608945,4.30265272974946,0.0552595888002007,0.0392460231997992,9.05593971147427,54.779398655,6.40351638,4.30265272974946,82.3315058874024,27.2272914225976,"July27",2,0.0275099186113845,0.070056417,0.01945245,4.30265272974946,0.153753554092815,-0.0136407200928149,17.3497120044779,44.17933538,12.26809901,4.30265272974946,96.9647050742132,-8.60603431421316
"319","control",100,"Aug29",2,0.195717249052218,1.820300253,0.138392994,4.30265272974946,2.4157572464123,1.2248432595877,0.0169383151437211,0.2270268405,0.0119771975,4.30265272974946,0.278560562018123,0.175493118981877,0.644503916700202,82.61294308,0.455733090000003,4.30265272974946,84.5738043037257,80.6520818562743,"Aug29",2,0.0238605765761266,0.1098616515,0.0168719755,4.30265272974946,0.182455902941341,0.037267400058659,15.0476874470716,69.279119685,10.640321835,4.30265272974946,115.060729473776,23.4975098962245
"320","control",100,"Aug29",2,0.195717249052218,1.820300253,0.138392994,4.30265272974946,2.4157572464123,1.2248432595877,0.0169383151437211,0.2270268405,0.0119771975,4.30265272974946,0.278560562018123,0.175493118981877,0.644503916700202,82.61294308,0.455733090000003,4.30265272974946,84.5738043037257,80.6520818562743,"July18",2,0.0239185393564173,0.103496594375,0.016912961375,4.30265272974946,0.176267193803291,0.030725994946709,15.0829666148207,65.26577319375,10.66526797375,4.30265272974946,111.154717554515,19.3768288329851
"321","control",100,"Aug29",2,0.195717249052218,1.820300253,0.138392994,4.30265272974946,2.4157572464123,1.2248432595877,0.0169383151437211,0.2270268405,0.0119771975,4.30265272974946,0.278560562018123,0.175493118981877,0.644503916700202,82.61294308,0.455733090000003,4.30265272974946,84.5738043037257,80.6520818562743,"July20",1,NA,0.1861373845,NA,12.7062047361747,NA,NA,NA,117.37812435,NA,12.7062047361747,NA,NA
"322","control",100,"Aug29",2,0.195717249052218,1.820300253,0.138392994,4.30265272974946,2.4157572464123,1.2248432595877,0.0169383151437211,0.2270268405,0.0119771975,4.30265272974946,0.278560562018123,0.175493118981877,0.644503916700202,82.61294308,0.455733090000003,4.30265272974946,84.5738043037257,80.6520818562743,"July27",2,0.030893450722313,0.0814466175,0.0218449685,4.30265272974946,0.175437930847816,-0.012544695847816,19.4827426798012,51.359016035,13.776379465,4.30265272974946,110.633992746147,-7.91596067614668
"323","control",100,"Aug29",2,0.195717249052218,1.820300253,0.138392994,4.30265272974946,2.4157572464123,1.2248432595877,0.0169383151437211,0.2270268405,0.0119771975,4.30265272974946,0.278560562018123,0.175493118981877,0.644503916700202,82.61294308,0.455733090000003,4.30265272974946,84.5738043037257,80.6520818562743,"Jun14",2,0.0468657531154275,0.4081925735,0.0331390918333334,4.30265272974946,0.55077857743811,0.26560656956189,29.5523413238022,257.407980916667,20.89666095,4.30265272974946,347.319056195833,167.4969056375
"324","control",100,"Aug29",2,0.195717249052218,1.820300253,0.138392994,4.30265272974946,2.4157572464123,1.2248432595877,0.0169383151437211,0.2270268405,0.0119771975,4.30265272974946,0.278560562018123,0.175493118981877,0.644503916700202,82.61294308,0.455733090000003,4.30265272974946,84.5738043037257,80.6520818562743,"Jun22",2,0.0376817125912565,0.1128319715,0.0266449945,4.30265272974946,0.227476129819584,-0.00181218681958441,23.7632534746786,71.1526552216667,16.803157675,4.30265272974946,143.450807460416,-1.1454970170827
"325","control",100,"July18",2,0.486312145349487,0.02467514525,0.34387461575,4.30265272974946,1.50424819939828,-1.45489790889828,0.00123571559239435,0.052612769875,0.000873782874999999,4.30265272974946,0.0563723541473271,0.0488531856026729,12.5722730749837,77.20896890375,8.88993954625,4.30265272974946,115.45929155973,38.9586462477697,"Aug29",2,0.0238605765761266,0.1098616515,0.0168719755,4.30265272974946,0.182455902941341,0.037267400058659,15.0476874470716,69.279119685,10.640321835,4.30265272974946,115.060729473776,23.4975098962245
"326","control",100,"July18",2,0.486312145349487,0.02467514525,0.34387461575,4.30265272974946,1.50424819939828,-1.45489790889828,0.00123571559239435,0.052612769875,0.000873782874999999,4.30265272974946,0.0563723541473271,0.0488531856026729,12.5722730749837,77.20896890375,8.88993954625,4.30265272974946,115.45929155973,38.9586462477697,"July18",2,0.0239185393564173,0.103496594375,0.016912961375,4.30265272974946,0.176267193803291,0.030725994946709,15.0829666148207,65.26577319375,10.66526797375,4.30265272974946,111.154717554515,19.3768288329851
"327","control",100,"July18",2,0.486312145349487,0.02467514525,0.34387461575,4.30265272974946,1.50424819939828,-1.45489790889828,0.00123571559239435,0.052612769875,0.000873782874999999,4.30265272974946,0.0563723541473271,0.0488531856026729,12.5722730749837,77.20896890375,8.88993954625,4.30265272974946,115.45929155973,38.9586462477697,"July20",1,NA,0.1861373845,NA,12.7062047361747,NA,NA,NA,117.37812435,NA,12.7062047361747,NA,NA
"328","control",100,"July18",2,0.486312145349487,0.02467514525,0.34387461575,4.30265272974946,1.50424819939828,-1.45489790889828,0.00123571559239435,0.052612769875,0.000873782874999999,4.30265272974946,0.0563723541473271,0.0488531856026729,12.5722730749837,77.20896890375,8.88993954625,4.30265272974946,115.45929155973,38.9586462477697,"July27",2,0.030893450722313,0.0814466175,0.0218449685,4.30265272974946,0.175437930847816,-0.012544695847816,19.4827426798012,51.359016035,13.776379465,4.30265272974946,110.633992746147,-7.91596067614668
"329","control",100,"July18",2,0.486312145349487,0.02467514525,0.34387461575,4.30265272974946,1.50424819939828,-1.45489790889828,0.00123571559239435,0.052612769875,0.000873782874999999,4.30265272974946,0.0563723541473271,0.0488531856026729,12.5722730749837,77.20896890375,8.88993954625,4.30265272974946,115.45929155973,38.9586462477697,"Jun14",2,0.0468657531154275,0.4081925735,0.0331390918333334,4.30265272974946,0.55077857743811,0.26560656956189,29.5523413238022,257.407980916667,20.89666095,4.30265272974946,347.319056195833,167.4969056375
"330","control",100,"July18",2,0.486312145349487,0.02467514525,0.34387461575,4.30265272974946,1.50424819939828,-1.45489790889828,0.00123571559239435,0.052612769875,0.000873782874999999,4.30265272974946,0.0563723541473271,0.0488531856026729,12.5722730749837,77.20896890375,8.88993954625,4.30265272974946,115.45929155973,38.9586462477697,"Jun22",2,0.0376817125912565,0.1128319715,0.0266449945,4.30265272974946,0.227476129819584,-0.00181218681958441,23.7632534746786,71.1526552216667,16.803157675,4.30265272974946,143.450807460416,-1.1454970170827
"331","control",100,"July20",1,NA,0.1157330305,NA,12.7062047361747,NA,NA,NA,0.0716782555,NA,12.7062047361747,NA,NA,NA,71.927943385,NA,12.7062047361747,NA,NA,"Aug29",2,0.0238605765761266,0.1098616515,0.0168719755,4.30265272974946,0.182455902941341,0.037267400058659,15.0476874470716,69.279119685,10.640321835,4.30265272974946,115.060729473776,23.4975098962245
"332","control",100,"July20",1,NA,0.1157330305,NA,12.7062047361747,NA,NA,NA,0.0716782555,NA,12.7062047361747,NA,NA,NA,71.927943385,NA,12.7062047361747,NA,NA,"July18",2,0.0239185393564173,0.103496594375,0.016912961375,4.30265272974946,0.176267193803291,0.030725994946709,15.0829666148207,65.26577319375,10.66526797375,4.30265272974946,111.154717554515,19.3768288329851
"333","control",100,"July20",1,NA,0.1157330305,NA,12.7062047361747,NA,NA,NA,0.0716782555,NA,12.7062047361747,NA,NA,NA,71.927943385,NA,12.7062047361747,NA,NA,"July20",1,NA,0.1861373845,NA,12.7062047361747,NA,NA,NA,117.37812435,NA,12.7062047361747,NA,NA
"334","control",100,"July20",1,NA,0.1157330305,NA,12.7062047361747,NA,NA,NA,0.0716782555,NA,12.7062047361747,NA,NA,NA,71.927943385,NA,12.7062047361747,NA,NA,"July27",2,0.030893450722313,0.0814466175,0.0218449685,4.30265272974946,0.175437930847816,-0.012544695847816,19.4827426798012,51.359016035,13.776379465,4.30265272974946,110.633992746147,-7.91596067614668
"335","control",100,"July20",1,NA,0.1157330305,NA,12.7062047361747,NA,NA,NA,0.0716782555,NA,12.7062047361747,NA,NA,NA,71.927943385,NA,12.7062047361747,NA,NA,"Jun14",2,0.0468657531154275,0.4081925735,0.0331390918333334,4.30265272974946,0.55077857743811,0.26560656956189,29.5523413238022,257.407980916667,20.89666095,4.30265272974946,347.319056195833,167.4969056375
"336","control",100,"July20",1,NA,0.1157330305,NA,12.7062047361747,NA,NA,NA,0.0716782555,NA,12.7062047361747,NA,NA,NA,71.927943385,NA,12.7062047361747,NA,NA,"Jun22",2,0.0376817125912565,0.1128319715,0.0266449945,4.30265272974946,0.227476129819584,-0.00181218681958441,23.7632534746786,71.1526552216667,16.803157675,4.30265272974946,143.450807460416,-1.1454970170827
"337","control",100,"July27",2,0.19950992233913,0.493127992,0.141074819,4.30265272974946,1.10012394706926,-0.113867963069261,0.00492694751725326,0.03293599,0.003483878,4.30265272974946,0.0479259071868141,0.0179460728131859,5.96193969166279,74.029548665,4.21572798499999,4.30265272974946,92.1683621875414,55.8907351424586,"Aug29",2,0.0238605765761266,0.1098616515,0.0168719755,4.30265272974946,0.182455902941341,0.037267400058659,15.0476874470716,69.279119685,10.640321835,4.30265272974946,115.060729473776,23.4975098962245
"338","control",100,"July27",2,0.19950992233913,0.493127992,0.141074819,4.30265272974946,1.10012394706926,-0.113867963069261,0.00492694751725326,0.03293599,0.003483878,4.30265272974946,0.0479259071868141,0.0179460728131859,5.96193969166279,74.029548665,4.21572798499999,4.30265272974946,92.1683621875414,55.8907351424586,"July18",2,0.0239185393564173,0.103496594375,0.016912961375,4.30265272974946,0.176267193803291,0.030725994946709,15.0829666148207,65.26577319375,10.66526797375,4.30265272974946,111.154717554515,19.3768288329851
"339","control",100,"July27",2,0.19950992233913,0.493127992,0.141074819,4.30265272974946,1.10012394706926,-0.113867963069261,0.00492694751725326,0.03293599,0.003483878,4.30265272974946,0.0479259071868141,0.0179460728131859,5.96193969166279,74.029548665,4.21572798499999,4.30265272974946,92.1683621875414,55.8907351424586,"July20",1,NA,0.1861373845,NA,12.7062047361747,NA,NA,NA,117.37812435,NA,12.7062047361747,NA,NA
"340","control",100,"July27",2,0.19950992233913,0.493127992,0.141074819,4.30265272974946,1.10012394706926,-0.113867963069261,0.00492694751725326,0.03293599,0.003483878,4.30265272974946,0.0479259071868141,0.0179460728131859,5.96193969166279,74.029548665,4.21572798499999,4.30265272974946,92.1683621875414,55.8907351424586,"July27",2,0.030893450722313,0.0814466175,0.0218449685,4.30265272974946,0.175437930847816,-0.012544695847816,19.4827426798012,51.359016035,13.776379465,4.30265272974946,110.633992746147,-7.91596067614668
"341","control",100,"July27",2,0.19950992233913,0.493127992,0.141074819,4.30265272974946,1.10012394706926,-0.113867963069261,0.00492694751725326,0.03293599,0.003483878,4.30265272974946,0.0479259071868141,0.0179460728131859,5.96193969166279,74.029548665,4.21572798499999,4.30265272974946,92.1683621875414,55.8907351424586,"Jun14",2,0.0468657531154275,0.4081925735,0.0331390918333334,4.30265272974946,0.55077857743811,0.26560656956189,29.5523413238022,257.407980916667,20.89666095,4.30265272974946,347.319056195833,167.4969056375
"342","control",100,"July27",2,0.19950992233913,0.493127992,0.141074819,4.30265272974946,1.10012394706926,-0.113867963069261,0.00492694751725326,0.03293599,0.003483878,4.30265272974946,0.0479259071868141,0.0179460728131859,5.96193969166279,74.029548665,4.21572798499999,4.30265272974946,92.1683621875414,55.8907351424586,"Jun22",2,0.0376817125912565,0.1128319715,0.0266449945,4.30265272974946,0.227476129819584,-0.00181218681958441,23.7632534746786,71.1526552216667,16.803157675,4.30265272974946,143.450807460416,-1.1454970170827
"343","control",100,"Jun14",2,0.107549513769883,-0.2566220945,0.0760489905,4.30265272974946,0.0705903020695158,-0.583834491069516,0.0640492985477183,0.191255732666667,0.0452896933333333,4.30265272974946,0.386121555316849,-0.003610089983516,2.10571891867326,52.9627065733333,1.48896812666667,4.30265272974946,59.3692193480456,46.5561937986211,"Aug29",2,0.0238605765761266,0.1098616515,0.0168719755,4.30265272974946,0.182455902941341,0.037267400058659,15.0476874470716,69.279119685,10.640321835,4.30265272974946,115.060729473776,23.4975098962245
