"","row","column","ID","event","event_short","construct","construct2","block","H49","H144","H299","H335","H357","H385","H421","H497","H664","H801","D49","D144","D299","D335","D357","D385","D421","D497","D664","D801"
"246",14,22,"LCOR-266","LC-102 4B","4B","LC-102","transgenic","large",1397,1397,1405.128,1691.64,1691.64,2529.84,3246.12,3383.28,3383.28,4023.36,11.938,12,13,15,15,20,24,25,25,31.05
"247",2,23,"LCOR-398","LC-102 1C","1C","LC-102","transgenic","large",1244.6,1311.5,1347.216,1524,1752.6,2042.16,3002.28,3002.28,3002.28,3627.12,9.398,10,10,12,13,15,19,20,20,26.77
"248",3,23,"LCOR-171","LC-102 1C","1C","LC-102","transgenic","large",838.2,884.5,884.5,1036.32,1356.36,1706.88,2514.6,2590.8,2679.192,3291.84,5.588,5.588,6,8,9,11,16,16,15.87,20.62
"249",4,23,"LCOR-422","LC-102 4B","4B","LC-102","transgenic","large",1308.1,1403,1417.32,1691.64,2057.4,2529.84,3291.84,3383.28,3383.28,3657.6,11.176,11.176,11.176,14.5,15.5,17,22,23,23,25.57
"250",5,23,"LCOR-319","LC-102 16-20","16-20","Escape","control","large",1193.8,1250.5,1255.776,1435.608,1706.88,2057.4,2727.96,2804.16,2892.552,3474.72,7.62,8,8,11,13,13,16.5,17,16.7,24.15
"251",6,23,"LCOR-106","LC-102 16-20","16-20","Escape","control","large",1117.6,1250.5,1250.5,1798.32,1828.8,2209.8,2910.84,2987.04,3011.424,3322.32,8.636,10,10,13.5,15,17,22,23,22.45,27.31
"252",7,23,"LCOR-445","LC-102 1","1","LC-102","transgenic","large",1270,1433.5,1496.568,2118.36,2194.56,2621.28,2621.28,3566.16,3721.608,4663.44,9.144,11,11,15,17,20,20,25,26.52,35.21
"253",8,23,"LCOR-401","LC-102 1C","1C","LC-102","transgenic","large",698.5000001,1006.5,1057.656,1371.6,1722.12,2072.64,2773.68,2865.12,2971.8,3992.88,4.572,7,8,13,14,15,19,21,20.45,30.87
"254",9,23,"LCOR-291","LC-102 8-9D","8-9D","Escape","control","large",1155.7,1281,1359.408,1691.64,2042.16,2499.36,3154.68,3200.4,3243.072,4328.16,9.144,10,10,13.5,15,17,21,23,23.59,33.02
"255",10,23,"LCOR-207","CT717 3","CT3","Control","control","large",1219.2,1464,1539.24,1844.04,2286,2788.92,3505.2,3566.16,3617.976,4175.76,8.89,10,10,16,18,20,24,24,22.77,29.77
"256",11,23,"LCOR-090","LC-102 8-9D","8-9D","Escape","control","large",1447.8,1799.5,1831.848,2209.8,2727.96,3322.32,4099.56,4297.68,4312.92,5425.44,11.684,13,14,19,24,29,33,33,32.94,50.78
"257",12,23,"LCOR-015","LC-102 4B","4B","LC-102","transgenic","large",1143,1281,1380.744,1752.6,2270.76,2743.2,3520.44,3520.44,3575.304,4785.36,9.398,10,11,14,18,20,23,23,24.29,35.86
"258",13,23,"LCOR-202","CT717 3","CT3","Control","control","large",1320.8,1525,1572.768,1981.2,2453.64,3017.52,3596.64,3596.64,3761.232,4754.88,9.906,11,11,18,21,23,24,26,27,36.38
"259",14,23,"LCOR-290","LC-102 8-9D","8-9D","Escape","control","large",1320.8,1586,1691.64,2087.88,2499.36,3078.48,3925.824,4084.32,4099.56,5425.44,9.144,11,11,17,20,23,25.5,28,27.43,44.5
"260",2,24,"LCOR-178","LC-102 1C","1C","LC-102","transgenic","large",1536.7,1616.5,1676.4,1981.2,2346.96,2712.72,3383.28,3474.72,3557.016,4297.68,10.16,11,11,15,17,18,21,22,23.2,28.2
"261",3,24,"LCOR-367","LC-102 5","5","LC-102","transgenic","large",1371.6,1433.5,1447.8,1798.32,2072.64,2468.88,3139.44,3139.44,3233.928,4206.24,10.668,10.668,10.668,12.5,14,16,19,21,20.33,29.28
"262",4,24,"LCOR-608","LC-102 13-15E","13-15E","LC-102","transgenic","large",1371.6,1494.5,1542.288,1859.28,2255.52,2621.28,3261.36,3322.32,3377.184,3810,11.938,13,13,16.5,18,19,22,23,22.87,27.78
"263",5,24,"LCOR-229","LC-102 4A","4A","LC-102","transgenic","large",1574.8,1799.5,1834.896,2133.6,2499.36,2880.36,3611.88,3688.08,3773.424,4724.4,11.176,13,13,16.5,18,20,24,26,26.13,35.47
"264",6,24,"LCOR-503","CT717 3","CT3","Control","control","large",1308.1,1311.5,1325.88,1569.72,1874.52,2362.2,2971.8,2987.04,3038.856,3078.48,8.89,9,9,12.5,14,15,19,20,19.43,20.32
"265",7,24,"LCOR-339","CT717 3","CT3","Control","control","large",1625.6,1769,1769,2133.6,2484.12,2910.84,3611.88,3611.88,3721.608,4632.96,11.684,13,13,16,18,20,23,24,24.57,34.44
"266",8,24,"LCOR-348","CT717 3","CT3","Control","control","large",1397,1616.5,1616.5,1950.72,2331.72,2788.92,3352.8,3352.8,3422.904,4480.56,9.398,11,11,15.5,18,20,22.5,23,23.37,32.73
"267",9,24,"LCOR-182","LC-102 1C","1C","LC-102","transgenic","large",1511.3,1555.5,1609.344,1932.432,2194.56,2316.48,3322.32,3413.76,3465.576,4206.24,9.906,10,10,14.2,16,17,22,23,23.7,27.88
"268",10,24,"LCOR-546","LC-102 4A","4A","LC-102","transgenic","large",1676.4,1769,1837.944,2164.08,2499.36,2941.32,3642.36,3657.6,3712.464,4754.88,11.684,12,12,16.5,19,20,24,25,25.86,36.26
"269",11,24,"LCOR-212","LC-102 2H","2H","LC-102","transgenic","large",1625.6,1830,1874.52,2179.32,2499.36,2926.08,3535.68,3535.68,3624.072,4693.92,12.446,12.446,13,16.5,19,22,24.5,25,25.03,34.07
"270",12,24,"LCOR-404","LC-102 1C","1C","LC-102","transgenic","large",1219.2,1403,1496.568,1920.24,2316.48,2788.92,3550.92,3627.12,3715.512,4541.52,9.652,11,11,15,17,19,25,26,26.19,34.86
"271",13,24,"LCOR-084","LC-102 13-15E","13-15E","LC-102","transgenic","large",1739.9,1982.5,2075.688,2438.4,2880.36,3459.48,4175.76,4297.68,4343.4,5151.12,12.446,14,14,19.5,22.5,25,29,31,30.35,42.26
"272",14,24,"LCOR-309","LC-102 16-20","16-20","Escape","control","large",1422.4,1738.5,1798.32,2194.56,2651.76,3154.68,3901.44,3992.88,4090.416,4785.36,9.652,12,12,19,22,25,26.5,27,27.78,33.86
"273",15,24,"LCOR-318","LC-102 16-20","16-20","Escape","control","large",914.4,1189.5,1252.728,1661.16,2057.4,2499.36,3017.52,3108.96,3145.536,4145.28,6.096,8,8,14,17,18,21,21,21.14,31.84
"274",2,25,"LCOR-192","LC-102 13-15B","13-15B","LC-102","transgenic","large",1003.3,1159,1194.816,1517.904,1859.28,2225.04,2865.12,2865.12,2999.232,4084.32,8.128,8.128,8.128,11.7,14,15,18,19,18.73,28.38
"275",3,25,"LCOR-130","LC-102 5","5","LC-102","transgenic","large",1282.7,1311.5,1341.12,1615.44,1965.96,2423.16,3246.12,3383.28,3407.664,3596.64,8.128,9,9,11.5,15,16,19.5,22,21.84,22.45
"276",4,25,"LCOR-606","LC-102 13-15E","13-15E","LC-102","transgenic","large",1206.5,1372.5,1386.84,1688.592,1981.2,2392.68,2956.56,2956.56,3099.816,3139.44,9.652,10,10,14,16,18,20.5,22,22.52,26.53
"277",5,25,"LCOR-022","LC-102 4B","4B","LC-102","transgenic","large",1511.3,1616.5,1618.488,1938.528,2270.76,2758.44,3550.92,3627.12,3724.656,4480.56,10.414,11,11,14,16,19,24,25,25.38,34.77
"278",6,25,"LCOR-434","LC-102 4B","4B","LC-102","transgenic","large",1435.1,1647,1719.072,2426.208,2560.32,3124.2,3886.2,3901.44,3998.976,5090.16,10.668,12,12,17,20,23,27,27,27.31,38.62
"279",7,25,"LCOR-160","LC-102 5A","5A","LC-102","transgenic","large",1651,1891,1959.864,2206.752,2590.8,3185.16,4053.84,4145.28,4270.248,5516.88,12.192,12.192,13,16.5,20,22,27.5,28,29.28,39.25
"280",8,25,"LCOR-199","CT717 3","CT3","Control","control","large",1397,1464,1464,1700.784,1950.72,2316.48,2910.84,2926.08,2980.944,3688.08,10.16,10.16,10.16,14,15,18,20.5,21,21.66,29.46
"281",9,25,"LCOR-506","LC-102 16-20","16-20","Escape","control","large",1422.4,1479.25,1520.952,1816.608,2148.84,2560.32,3169.92,3169.92,3215.64,4236.72,8.89,10,10,12.5,15,16,18.5,20,20.8,30.15
"282",10,25,"LCOR-049","LC-102 1","1","LC-102","transgenic","large",1346.2,1616.5,1703.832,2036.064,2377.44,2849.88,3596.64,3627.12,3755.136,4693.92,9.144,10,11,14.5,17,20,23,24,24.73,32.13
"283",11,25,"LCOR-065","LC-102 2H","2H","LC-102","transgenic","large",1587.5,1830,1868.424,2170.176,2499.36,2773.68,3383.28,3444.24,3529.584,4450.08,10.668,12,12,17.5,21,22,25,25,25.59,35.16
"284",12,25,"LCOR-055","LC-102 1","1","LC-102","transgenic","large",1498.6,1891,1962.912,2346.96,2834.64,3337.56,4038.6,4053.84,4166.616,5394.96,10.668,12,13,19,23,25,27,29,29.6,38.4
"285",13,25,"LCOR-448","LC-102 1","1","LC-102","transgenic","large",1346.2,1509.75,1542.288,1828.8,2133.6,2529.84,3200.4,3291.84,3410.712,4419.6,9.144,10,10,15,17.5,19,22,23,24.01,33.7
"286",14,25,"LCOR-379","LC-102 7","7","LC-102","transgenic","large",1485.9,1738.5,1801.368,2133.6,2529.84,3108.96,3947.16,4053.84,4169.664,5608.32,10.668,12,12,17,20,23,27,27,29.14,40.77
"287",15,25,"LCOR-301","LC-102 13-15E","13-15E","LC-102","transgenic","large",914.4,1189.5,1286.256,1712.976,2118.36,2682.24,3520.44,3627.12,3709.416,4724.4,7.366,8,8,14,16.5,18,23,23,24.31,33.77
"288",2,26,"LCOR-293","LC-102 8-9D","8-9D","Escape","control","large",1524,1708,1737.36,2048.256,2392.68,2926.08,3733.8,3870.96,3916.68,5120.64,10.922,12,12,16.7,20,23,29,29,29.91,44.03
"289",3,26,"LCOR-605","LC-102 13-15E","13-15E","LC-102","transgenic","large",1066.8,1098,1203.96,1584.96,1935.48,2225.04,3063.24,3063.24,3124.2,3474.72,9.144,10,10,13.5,15,17,21,21,21.14,25.43
"290",4,26,"LCOR-170","LC-102 1C","1C","LC-102","transgenic","large",1638.3,1799.5,1898.904,2225.04,2621.28,3185.16,3886.2,3901.44,4050.792,5090.16,11.43,12,12,17,20,23,27,28,29.42,37.81
"291",5,26,"LCOR-487","LC-102 1C","1C","LC-102","transgenic","large",1511.3,1769,1847.088,2255.52,2727.96,3124.2,3810,3870.96,4066.032,4419.6,11.43,13,13,19,22,24,27,27,27.62,31.66
"292",6,26,"LCOR-278","LC-102 5C","5C","LC-102","transgenic","large",1346.2,1403,1435.608,1755.648,2103.12,2621.28,3413.76,3505.2,3550.92,4145.28,9.144,9.144,9.144,13,16,18,24,25,25.18,28.9
"293",7,26,"LCOR-613","LC-102 13-15E","13-15E","LC-102","transgenic","large",1143,1281,1322.832,1645.92,1981.2,2377.44,3139.44,3200.4,3279.648,4114.8,8.636,10,10,12.5,15,16,21,22,22.16,31.53
"294",8,26,"LCOR-300","LC-102 13-15E","13-15E","LC-102","transgenic","large",1143,1372.5,1438.656,1828.8,2148.84,2499.36,3002.28,3017.52,3054.096,3627.12,9.144,10,10,14,15,17,19,20,20.19,27.26
"295",9,26,"LCOR-341","CT717 3","CT3","Control","control","large",1219.2,1296.25,1298.448,1524,1722.12,2133.6,2865.12,2865.12,2880.36,3017.52,8.128,9,10,11.5,12.5,15,19,20,20.02,25.29
"296",10,26,"LCOR-095","LC-102 8-9D","8-9D","Escape","control","large",863.5999999,1006.5,1057.656,1341.12,1645.92,1950.72,2529.84,2529.84,2584.704,2682.24,6.35,8,8,10,12,13,15,16,16.15,17.03
"297",11,26,"LCOR-361","LC-102 1","1","LC-102","transgenic","large",1219.2,1250.5,1283.208,1572.768,1859.28,2240.28,2926.08,2987.04,3142.488,4145.28,8.128,9,9,11.5,13,15,19,19,20.12,29.42
"298",12,26,"LCOR-387","LC-102 7","7","LC-102","transgenic","large",1066.8,1250.5,1328.928,1755.648,2194.56,2697.48,3489.96,3566.16,3691.128,3901.44,8.636,10,10,15,17,19,23,23,23.84,24.49
"299",13,26,"LCOR-356","LC-102 1","1","LC-102","transgenic","large",889.0000001,1067.5,1173.48,1645.92,2087.88,2529.84,3139.44,3230.88,3328.416,4267.2,8.128,9,9,14,16,17,21,22,22.37,31.53
"300",14,26,"LCOR-484","LC-102 1C","1C","LC-102","transgenic","large",1270,1372.5,1438.656,1792.224,2148.84,2590.8,3291.84,3413.76,3569.208,4541.52,8.382,9,10,14,16,17,21,21,21.8,33.19
"301",15,26,"LCOR-508","LC-102 16-20","16-20","Escape","control","large",965.2000001,1250.5,1301.496,1706.88,2148.84,2773.68,3688.08,3840.48,3965.448,4693.92,9.398,11,11,14.5,18,21,26,28,29.02,36.57
"302",2,27,"LCOR-441","LC-102 1","1","LC-102","transgenic","large",1511.3,1708,1783.08,2133.6,2529.84,3078.48,3825.24,3901.44,3983.736,4846.32,10.414,12,12,16.5,20,23,28,29,30.29,43
"303",4,27,"LCOR-399","LC-102 1C","1C","LC-102","transgenic","large",1701.8,1860.5,1886.712,2194.56,2545.08,3048,3749.04,3749.04,3922.776,5029.2,11.938,13,13,17,20,22,26,27,27.39,38.77
"304",7,27,"LCOR-197","CT717 3","CT3","Control","control","large",965.2000001,976,1018.032,1371.6,1706.88,2148.84,2941.32,3017.52,3017.52,3017.52,8.89,8.89,8.89,9,12,14,19,19,19,19
"305",8,27,"LCOR-373","LC-102 5","5","LC-102","transgenic","large",723.9,945.5,1027.176,1310.64,1600.2,1965.96,2880.36,2956.56,3008.376,3078.48,6.858,8,8,10.5,12,13,18.5,21,20.51,15.78
"306",9,27,"LCOR-206","CT717 3","CT3","Control","control","large",1041.4,1220,1234.44,1627.632,1965.96,2362.2,3048,3048,3054.096,3054.096,8.128,9,9,13,15,16,18.5,19,18.3,18.3
"307",10,27,"LCOR-322","LC-102 16-20","16-20","Escape","control","large",1117.6,1403,1411.224,1737.36,2072.64,2545.08,3352.8,3413.76,3489.96,4419.6,9.144,11,11,14,17,19,24,27,26.62,35.08
"308",11,27,"LCOR-048","LC-102 1","1","LC-102","transgenic","large",1143,1189.5,1264.92,1572.768,1905,2346.96,3154.68,3261.36,3325.368,4084.32,7.62,8,8,11,12,15,21,21,22.84,26.38
"309",12,27,"LCOR-175","LC-102 1C","1C","LC-102","transgenic","large",965.2000001,1250.5,1322.832,1725.168,2164.08,2712.72,3611.88,3810,3895.344,4023.36,7.62,9,9,14,16,19,26,26,28.84,38.27
"310",13,27,"LCOR-295","LC-102 13-15E","13-15E","LC-102","transgenic","large",1422.4,1433.5,1469.136,1767.84,2148.84,2545.08,3215.64,3230.88,3343.656,4267.2,8.636,10,10,13.5,15,17,20,21,20.02,31.13
"311",14,27,"LCOR-388","LC-102 7","7","LC-102","transgenic","large",1041.4,1250.5,1267.968,1688.592,2118.36,2529.84,3291.84,3352.8,3493.008,4572,8.128,9,9,13,15,17,21.5,21.5,22.67,30.48
"312",15,27,"LCOR-429","LC-102 4B","4B","LC-102","transgenic","large",1346.2,1616.5,1670.304,2023.872,2331.72,2819.4,3413.76,3444.24,3575.304,4450.08,9.144,11,11,15,17,19,22.5,24,23.64,31.72
"313",2,28,"LCOR-276","LC-102 5C","5C","LC-102","transgenic","large",685.8,685.8,697.992,944.88,1143,1493.52,2194.56,2316.48,2380.488,3261.36,4.826,4.826,5,6.9,8,9,15,15,16,22.7
"314",3,28,"LCOR-086","LC-102 8-9D","8-9D","Escape","control","large",698.5000001,701.5,795.528,1066.8,1295.4,1554.48,2194.56,2255.52,2301.24,2682.24,5.334,6,7,8,11,11,14,15,14.91,20.4
"315",4,28,"LCOR-425","LC-102 4B","4B","LC-102","transgenic","large",1244.6,1372.5,1417.32,1755.648,2087.88,2529.84,3322.32,3413.76,3489.96,4236.72,9.144,11,11,14,16.5,18,23,23,24.15,29.28
"316",6,28,"LCOR-227","LC-102 4A","4A","LC-102","transgenic","large",1295.4,1372.5,1399.032,1621.536,1905,2331.72,3093.72,3169.92,3252.216,3840.48,8.382,9,9,11.5,13,15,20.5,21,21.73,26.6
"317",8,28,"LCOR-128","LC-102 5","5","LC-102","transgenic","large",1485.9,1586,1655.064,1950.72,2301.24,2834.64,3596.64,3657.6,3672.84,3779.52,10.668,12,12,15,18,20,23,24,24.5,24.18
"318",9,28,"LCOR-551","LC-102 7","7","LC-102","transgenic","large",1117.6,1189.5,1261.872,1627.632,2042.16,2575.56,3413.76,3535.68,3611.88,4572,8.382,10,10,13,16,18,22.5,24,24.92,33.68
"319",10,28,"LCOR-337","CT717 3","CT3","Control","control","large",1270,1464,1520.952,1816.608,2133.6,2606.04,3322.32,3413.76,3459.48,4358.64,8.636,10,10,14,16,18,22.5,22.5,22.09,32.76
"320",11,28,"LCOR-096","LC-102 8-9D","8-9D","Escape","control","large",977.8999999,977.8999999,1109.472,1511.808,1859.28,2209.8,3032.76,3078.48,3206.496,4114.8,7.366,8,8,12,15,16,22,23,23.25,31.42
"321",12,28,"LCOR-405","LC-102 1C","1C","LC-102","transgenic","large",1435.1,1677.5,1776.984,2121.408,2529.84,3078.48,3825.24,3992.88,4014.216,4846.32,12.192,12.192,12.192,17,21,23,27,27,27.46,35.24
"322",13,28,"LCOR-559","LC-102 7","7","LC-102","transgenic","large",1651,1830,1926.336,2255.52,2651.76,3108.96,3581.4,3581.4,3712.464,4693.92,11.43,13,13,18,21,22,23,23,23.76,32.21
"323",15,28,"LCOR-083","LC-102 13-15E","13-15E","LC-102","transgenic","large",1244.6,1250.5,1338.072,1676.4,2011.68,2423.16,3230.88,3230.88,3252.216,3749.04,8.636,9,9,13,15,17,20.5,22,20.64,25.15
"324",2,29,"LCOR-557","LC-102 7","7","LC-102","transgenic","large",762,945.5,1024.128,1371.6,1783.08,2255.52,3139.44,3322.32,3450.336,4175.76,5.842,7,7,11,13,15,21,22,23.6,28.8
"325",3,29,"LCOR-297","LC-102 13-15E","13-15E","LC-102","transgenic","large",584.2000001,671,716.28,1005.84,1203.96,1432.56,2042.16,2164.08,2164.08,2468.88,6.604,6.604,6.604,8.5,10,12,16,16,16,17.36
"326",4,29,"LCOR-381","LC-102 7","7","LC-102","transgenic","large",279.4000001,305,356.616,719.328,853.44,944.88,1478.28,1478.28,1578.864,2407.92,2.032,3,4,5.5,6,7,10,11,10.94,15.77
"327",5,29,"LCOR-382","LC-102 7","7","LC-102","transgenic","large",685.8,762.5,832.104,1158.24,1463.04,1783.08,2194.56,2194.56,2334.768,3413.76,4.826,5,6,10,11,12,15,16,14.94,22.04
"328",6,29,"LCOR-185","LC-102 13-15B","13-15B","LC-102","transgenic","large",1168.4,1220,1261.872,1554.48,1905,2377.44,3078.48,3078.48,3197.352,3901.44,7.366,8,8,12,14,17,21.5,22,22.15,28.58
"329",7,29,"LCOR-044","LC-102 1","1","LC-102","transgenic","large",1041.4,1159,1173.48,1475.232,1737.36,2225.04,3017.52,3108.96,3154.68,3505.2,7.112,8,8,11,13,15,21,22,21.72,24.33
"330",9,29,"LCOR-127","LC-102 5","5","LC-102","transgenic","large",1066.8,1204.75,1301.496,1645.92,2026.92,2545.08,3383.28,3474.72,3569.208,4419.6,7.112,8,9,13.5,15,18,22,24,23.6,33.07
"331",3,45,"LCOR-316","LC-102 16-20","16-20","Escape","control","small",368.299999,658.368,701.04,865.632,990.6,1295.4,1813.56,1813.56,1813.56,2103.12,2.9,5,6,8,9,11,15.5,15.5,15.5,18.8
"332",4,45,"LCOR-100","LC-102 16-20","16-20","Escape","control","small",736.600001,871.728,929.64,1115.568,1264.92,1645.92,2148.84,2164.08,2167.128,2712.72,4.1,7,7,10,10,12,16,16,15.92,18.67
"333",5,45,"LCOR-304","LC-102 13-15E","13-15E","LC-102","transgenic","small",292.099999,338.328,420.624,597.408,685.8,838.2,1249.68,1280.16,1280.16,1615.44,0.2,2,3,4.5,5,6,8,8,8,9.84
"334",6,45,"LCOR-494","CT717 3","CT3","Control","control","small",342.9,591.312,679.704,914.4,1112.52,1386.84,1813.56,1828.8,1834.896,2468.88,1.3,5,5,7,8,10,12.5,13,13,17.57
"335",7,45,"LCOR-439","LC-102 1","1","LC-102","transgenic","small",381,896.112,896.112,1170.432,1432.56,1767.84,2240.28,2255.52,2307.336,3200.4,1.7,6,7,9,10,12,16,16,15.49,23.81
"336",8,45,"LCOR-378","LC-102 5","5","LC-102","transgenic","small",546.100001,1188.72,1322.832,1688.592,2057.4,2529.84,2743.2,2743.2,2859.024,4267.2,3,8,10,13,16,18,19,19,19.71,30.72
"337",11,45,"LCOR-371","LC-102 5","5","LC-102","transgenic","small",584.200001,1085.088,1207.008,1493.52,1859.28,2377.44,3139.44,3169.92,3218.688,4815.84,3.8,9,9,12.5,14.5,17,22,22,22,38.04
"338",12,45,"LCOR-234","LC-102 4A","4A","LC-102","transgenic","small",495.3,920.496,1060.704,1444.752,1889.76,2438.4,3276.6,3276.6,3389.376,4937.76,3.6,9,10,13,16,18,24,25,25.32,35.13
"339",13,45,"LCOR-461","LC-102 2H","2H","LC-102","transgenic","small",660.400001,1170.432,1274.064,1542.288,1889.76,2468.88,3261.36,3261.36,3355.848,5090.16,3.7,8,9,12,15,19,24,24,25.06,42.67
"340",14,45,"LCOR-519","LC-102 5","5","LC-102","transgenic","small",520.699999,1021.08,1146.048,1456.944,1920.24,2529.84,3276.6,3276.6,3416.808,4968.24,2.7,7,7,11,14,18,21,21,22.35,34.7
"341",2,46,"LCOR-112","LC-102 16-20","16-20","Escape","control","small",101.599999,469.392,603.504,853.44,1066.8,1158.24,1524,1554.48,1554.48,1645.92,0.4,4,5,7,8,9,11.5,11.5,11.5,13.05
"342",3,46,"LCOR-190","LC-102 13-15B","13-15B","LC-102","transgenic","small",558.799999,1170.432,1249.68,1524,1844.04,2255.52,2819.4,2819.4,2831.592,3261.36,4.4,9,10,13,14.5,15,20,20,20.73,26.58
"343",4,46,"LCOR-313","LC-102 16-20","16-20","Escape","control","small",584.200001,600.456,667.512,792.48,975.36,1219.2,1554.48,1584.96,1588.008,2103.12,2.5,4,4,7,7.5,8,11.5,12,12.24,15.5
"344",5,46,"LCOR-446","LC-102 1","1","LC-102","transgenic","small",444.499999,719.328,777.24,1066.8,1356.36,1783.08,2407.92,2712.72,2712.72,3566.16,3,6,7,9,11,13,17,17,17,25.87
"345",6,46,"LCOR-032","LC-102 5C","5C","LC-102","transgenic","small",965.200001,1542.288,1667.256,2042.16,2499.36,3185.16,3703.32,3703.32,3794.76,5394.96,6.5,12,13,17.5,21.5,25,33,33,35.3,50.66
"346",7,46,"LCOR-492","CT717 3","CT3","Control","control","small",266.7,387.096,490.728,792.48,960.12,1310.64,1920.24,1920.24,2002.536,2895.6,0.2,2,4,5,11,11,13,13,13.24,20.78
"347",8,46,"LCOR-311","LC-102 16-20","16-20","Escape","control","small",533.4,868.68,987.552,1322.832,1645.92,2103.12,2529.84,2560.32,2584.704,3566.16,3.3,7,8,12.5,14,16,19.5,19.5,19.35,29.02
"348",9,46,"LCOR-523","LC-102 5","5","LC-102","transgenic","small",368.299999,643.128,737.616,975.36,1188.72,1615.44,2316.48,2346.96,2380.488,3413.76,1.2,4,5,8,10,12,17,17,17.64,24.53
"349",10,46,"LCOR-432","LC-102 4B","4B","LC-102","transgenic","small",596.899999,1024.128,1118.616,1432.56,1722.12,2133.6,2819.4,2819.4,2901.696,4236.72,3.2,7,8,12,14,16,20,20,20.68,31.94
"350",11,46,"LCOR-025","LC-102 4B","4B","LC-102","transgenic","small",1028.7,1365.504,1481.328,1840.992,2346.96,2926.08,3733.8,3733.8,3825.24,5547.36,6.8,11,12,15.5,19,22,27,28,28.42,44.47
"351",13,46,"LCOR-102","LC-102 16-20","16-20","Escape","control","small",774.700001,1319.784,1389.888,1688.592,1981.2,2499.36,3169.92,3169.92,3258.312,5120.64,5.2,9,10,14,18,21,25,25,25.59,43.76
"352",14,46,"LCOR-155","LC-102 5A","5A","LC-102","transgenic","small",736.600001,1325.88,1435.608,1767.84,2087.88,2590.8,3215.64,3261.36,3343.656,4907.28,6.5,11,11,15,17,19,23,23,24.08,39.22
"353",15,46,"LCOR-490","LC-102 1C","1C","LC-102","transgenic","small",711.199999,755.904,838.2,1115.568,1371.6,1691.64,2118.36,2133.6,2170.176,2743.2,3.2,4,5,8,9,11,13,13,13.33,16.88
"354",2,47,"LCOR-374","LC-102 5","5","LC-102","transgenic","small",203.200001,707.136,792.48,1127.76,1371.6,1706.88,2331.72,2331.72,2371.344,3322.32,0.6,5,8,10,11,12,18,18,19.04,31.72
"355",3,47,"LCOR-521","LC-102 5","5","LC-102","transgenic","small",165.100001,603.504,679.704,883.92,1066.8,1310.64,1752.6,1767.84,1807.464,2164.08,0.2,4,4,5.5,8,8,11,11,12.37,14.56
"356",4,47,"LCOR-232","LC-102 4A","4A","LC-102","transgenic","small",520.699999,1088.136,1185.672,1530.096,1859.28,2316.48,3048,3048,3145.536,4419.6,2.6,8,9,12,14.5,16,22,22,22.27,34.8
"357",5,47,"LCOR-315","LC-102 16-20","16-20","Escape","control","small",825.499999,1496.568,1630.68,1969.008,2377.44,3200.4,4221.48,4328.16,4404.36,5212.08,5.5,11,13,13,25.5,30,38,38,40.04,56.87
"358",6,47,"LCOR-419","LC-102 8-9D","8-9D","Escape","control","small",647.7,1158.24,1261.872,1615.44,2057.4,2606.04,3276.6,3291.84,3337.56,5151.12,3.5,9,9,14,17,20,22,22,23.13,37.62
"359",7,47,"LCOR-365","LC-102 5","5","LC-102","transgenic","small",647.7,1103.376,1231.392,1481.328,1798.32,2225.04,2804.16,2834.64,2840.736,3962.4,3.7,8,8,11,13,15,19,19,19.43,29.37
"360",8,47,"LCOR-480","LC-102 1C","1C","LC-102","transgenic","small",177.799999,713.232,822.96,1097.28,1341.12,1645.92,2407.92,2407.92,2407.92,3108.96,0.1,5,6,8.5,10,11,15,15,15,20.64
"361",9,47,"LCOR-433","LC-102 4B","4B","LC-102","transgenic","small",571.5,1069.848,1207.008,1542.288,1920.24,2407.92,3215.64,3215.64,3246.12,4358.64,3.1,8,9,13,15,18,22.5,22.5,23.77,34.48
"362",10,47,"LCOR-453","LC-102 2H","2H","LC-102","transgenic","small",495.3,865.632,929.64,1158.24,1341.12,1706.88,2225.04,2225.04,2258.568,3474.72,2.2,5,6,9,10,12,16,16,16.94,24.91
"363",11,47,"LCOR-223","LC-102 2H","2H","LC-102","transgenic","small",165.100001,228.6,271.272,472.44,563.88,807.72,1127.76,1158.24,1158.24,1463.04,0.1,1,2,2,4.5,5,7,7,7,10.37
"364",13,47,"LCOR-216","LC-102 2H","2H","LC-102","transgenic","small",546.100001,661.416,707.136,877.824,1082.04,1508.76,2103.12,2103.12,2161.032,3322.32,2,4,5,7.5,8,11,13,14,14.06,22.56
"365",14,47,"LCOR-159","LC-102 5A","5A","LC-102","transgenic","small",711.199999,1271.016,1368.552,1676.4,2011.68,2529.84,3169.92,3169.92,3258.312,4541.52,6,10,12,14.5,16,20,21,22,21.97,31.56
"366",15,47,"LCOR-426","LC-102 4B","4B","LC-102","transgenic","small",533.4,719.328,810.768,1066.8,1310.64,1615.44,2194.56,2194.56,2231.136,2712.72,3.6,5,7,8.5,10,10,14,14,14.65,18.72
"367",3,48,"LCOR-505","LC-102 16-20","16-20","Escape","control","small",609.6,1246.632,1386.84,1694.688,2133.6,2834.64,3291.84,3474.72,3630.168,4602.48,3.1,9,10,15,19,23,31,31,30.57,59.24
"368",4,48,"LCOR-153","LC-102 7","7","LC-102","transgenic","small",850.900001,1563.624,1746.504,2011.68,2453.64,3002.28,3489.96,3489.96,3599.688,5090.16,5.6,12,12,15.5,19,21,24.5,24.5,25.07,40.85
