obs,time,elapsed,date,hhmmss,averaging,instrument,row,column,spad1,spad2,,operator,temp,event,event_short,block,leaf,tree,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
29,1659031010,5095.6,20220728 10:56:49,10:56:49,5,Gandalf,7,17,22.8,22.9,22.8,ch,30,LC-102 8-9D,8-9D,large,13,LCOR-411,1659031002,0.005122006,5.122005679,13.32576175,399.4469355,325.987418,32.90773234,40.32331346,0.34929205,2.944276561,0.32779591,0.206693451,241.7383507,30.7549524,30.7549524,4.448727505,66.18922347,2.928997934,4.425188544,1.51972957,-225.8804504,-14.73760784,-1.12080634,-0.000513906,13.32576175,5.122005679,13.25168251,425.3414091,411.7605212,0.00159374,67.18129526,5.102261435,24.10249777,29.05163576,0.000630947,78.55,0,0,1,0,52679.42345,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-195-20220728-10_56_51,10232.4,741.6493077,870.1,0.147627505,0.5,1261.215978,13.32576175,93.0950842,0.018678161,2.7066659,630.1398054,-,0,630.1398054,0.275784616,0.535300001,0.907530866,-0.274876285,1.247543164,0.45481582,0.54518418,1500.005806,1261.215978,0.840807397,0.161158277,6,0.5,0: Broadleaf,2,FALSE,1659031002,399.4469355,414.8137097,29.01495806,24.04317097,400.9019355,28.77358387,600.1935484,100.847871,0.099989371,30.66210645,30.69276774,999.9,0,0,9999.409677,0,1119.153871,1500.005806,0.972994613,0.027005045,0,741.6647419,4.99935,12541.5129,14584.94839,35.34654839,38.125,35.437,36.70325806,37.5,1454.635806,40.37,0,99.5,0,741.6493077,-4.570461549,-199.3470093,12541.09615,15,1659031043,10:57:22,1659031043,1659029467,25,-0.083,-0.04,-1.455,0.212,414,24,0.23,0.04,100,100,-1.455,0.2414,-0.620947002,-0.001994519,4.10E-07,7.06E-11,0.241379329,0,0,0,4,2101,2,25,1.3,25.7,1.07544,2.43042,1.59912,2.33521,1.59424,2.32788,36.908,15.0602,18,620.943,393.9,30.0017,30.0215,30.0006,29.8801,29.8602,21.5499,33.9878,81.5139,30,415.123,24.1681,99.7474,99.8857
30,1659031138,5224.1,20220728 10:58:58,10:58:58,5,Gandalf,7,17,22.8,22.9,22.8,ch,30,LC-102 8-9D,8-9D,large,13,LCOR-411,1659031130,0.005119825,5.119824695,17.67378705,599.0021333,501.6355725,50.64141662,60.47082435,0.356008464,2.944779619,0.333709562,0.210455447,241.7341256,30.76222574,30.76222574,4.450576092,66.8319613,2.958581583,4.426896241,1.49199451,-225.7842691,-14.82317687,-1.12719942,-0.000519737,17.67378705,5.119824695,17.52986752,635.1516168,617.1811394,0.001927028,67.15700733,5.096148094,24.32643249,29.27350061,-0.00029826,78.55,0,0,1,0,52692.80762,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-196-20220728-10_58_59,10232.3,769.26444,922.36,0.165982436,0.5,1261.193741,17.67378705,104.6680049,0.022126038,2.496649898,657.1029219,-,0,657.1029219,0.287585192,0.577159189,0.896709443,-0.368866162,1.219859653,0.493007306,0.506992694,1499.979333,1261.193741,0.840807411,0.161158304,6,0.5,0: Broadleaf,2,FALSE,1659031130,599.0021333,619.7366,29.30664,24.33832333,600.7409,29.06525667,600.1767,100.8527,0.09990264,30.66885667,30.68759,999.9,0,0,10001.791,0,1029.457133,1499.979333,0.972995333,0.027004287,0,769.2383667,4.99935,12957.78667,14584.69,35.43713333,38.187,35.4874,37.2686,37.625,1454.609333,40.37,0,127.5,0,769.26444,-0.135384623,-265.9615386,12953.772,15,1659031043,10:57:22,1659031043,1659029467,25,-0.083,-0.04,-1.455,0.212,414,24,0.23,0.04,100,100,-1.739,0.2413,-0.703628236,-0.001994519,4.10E-07,7.06E-11,0.241379329,0,0,0,4,2101,2,25,1.6,27.9,1.48438,2.40845,1.59912,2.33521,1.59424,2.32056,36.9794,15.0426,18,621.086,393.875,30.0005,30.1887,30.0005,30.0018,29.9765,29.7253,34.13,82.6713,30,620.587,24.3453,99.7189,99.8509
31,1659031316,5402.1,20220728 11:01:56,11:01:56,5,Gandalf,7,17,22.8,22.9,22.8,ch,30,LC-102 8-9D,8-9D,large,13,LCOR-411,1659031308,0.005023149,5.02314877,19.44134967,799.3476,688.6803153,69.52092334,80.69256807,0.354204909,2.944230507,0.332120009,0.209444395,241.7385266,30.70001018,30.70001018,4.434785025,67.2879185,2.963947653,4.404873445,1.470837372,-221.5208608,-18.79040913,-1.42809178,-0.000835045,19.44134967,5.02314877,19.6908639,843.0674717,822.942303,-0.011826769,67.14478239,5.062197177,24.37558731,29.29335394,-0.001070547,78.55,0,0,1,0,52692.0662,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-197-20220728-11_01_57,10232.9,775.6750769,932.9,0.168533522,0.5,1261.216721,19.44134967,106.2786482,0.023527109,2.457144388,662.4348171,-,0,662.4348171,0.28991873,0.581312986,0.894462298,-0.388686039,1.214276335,0.496447511,0.503552489,1500.006667,1261.216721,0.84080741,0.161158301,6,0.5,0: Broadleaf,2,FALSE,1659031308,799.3476,822.7959,29.36112333,24.48718333,801.2256,29.12132333,600.2121667,100.8479333,0.100099877,30.58163,30.60283333,999.9,0,0,9999.141667,0,1124.764333,1500.006667,0.972994067,0.027005673,0,775.6753667,4.99935,13090.33333,14584.95667,35.36236667,38.0788,35.42666667,37.3414,37.562,1454.636,40.37066667,0,177.3999999,0,775.6750769,-0.157811966,-161.2923079,13089.42308,15,1659031351,11:02:31,1659031351,1659031283,27,0.344,-0.002,-1.878,0.202,823,24,0.39,0.02,100,100,-1.878,0.2398,-0.895294595,-0.001994519,4.10E-07,7.06E-11,0.239799572,0,0,0,4,2101,2,25,0.8,0.6,1.86768,2.38281,1.5979,2.33643,1.59424,2.44385,37.0032,15.0164,18,619.845,393.692,30.0006,30.3277,30.0003,30.112,30.0806,37.4027,33.8872,83.6371,30,823.683,24.2978,99.6892,99.8246
32,1659031445,5530.6,20220728 11:04:04,11:04:04,5,Gandalf,7,17,22.8,22.9,22.8,ch,30,LC-102 8-9D,8-9D,large,13,LCOR-411,1659031437,0.005102551,5.102551136,20.47039932,998.3946667,876.0580815,88.43573296,100.7852858,0.348801913,2.944450225,0.327365254,0.206419403,241.7290862,30.61141964,30.61141964,4.412383909,65.99949581,2.895901914,4.387763692,1.516481995,-225.0225051,-15.52800631,-1.179144706,-0.000569888,20.47039932,5.102551136,20.11641285,1049.034968,1028.429152,0.001424578,67.1808389,5.104943864,23.73136375,28.68891212,-9.57E-05,78.55,0,0,1,0,52710.17893,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-198-20220728-11_04_06,10230.2,775.80176,930.56,0.166306568,0.5,1261.167401,20.47039932,104.8702111,0.024343979,2.465837775,661.2540945,-,0,661.2540945,0.289401979,0.574655946,0.89496305,-0.380387498,1.215515896,0.489807599,0.510192401,1499.948,1261.167401,0.840807415,0.161158311,6,0.5,0: Broadleaf,2,FALSE,1659031437,998.3946667,1023.952,28.68725333,23.73252,1000.661667,28.44745333,600.1743333,100.8473333,0.100006607,30.5136,30.46631667,999.9,0,0,10000.45033,0,1124.994333,1499.948,0.972994633,0.027005197,0,775.7582333,4.99935,13114.23667,14584.38,35.38946667,38.0164,35.50383333,37.381,37.5913,1454.578667,40.36933333,0,127.6999998,0,775.80176,4.1916154,71.30769268,13115.82,15,1659031482,11:04:41,1659031482,1659031283,28,-0.175,-0.002,-2.267,0.202,1025,24,0.29,0.02,100,100,-2.267,0.2398,-0.551176026,-0.001994519,4.10E-07,7.06E-11,0.239799572,0,0,0,4,2101,2,25,1.6,2.7,2.23389,2.37427,1.5979,2.33521,1.59424,2.42676,36.8842,14.9989,18,620.316,394.155,29.9989,30.2857,29.9999,30.0869,30.0547,44.7114,35.6115,83.1231,30,1025.34,23.8471,99.6986,99.8404
33,1659031569,5655.1,20220728 11:06:09,11:06:09,5,Gandalf,7,17,22.8,22.9,22.8,ch,30,LC-102 8-9D,8-9D,large,13,LCOR-411,1659031561,0.005012764,5.012763695,20.84732952,1198.026333,1065.601904,107.564883,120.932181,0.337850522,2.944569934,0.317697871,0.200271555,241.7344025,30.76405616,30.76405616,4.451041415,65.97751791,2.916448622,4.420367292,1.534592793,-221.0628789,-19.21156023,-1.460836389,-0.000873053,20.84732952,5.012763695,20.62161994,1255.545057,1234.323333,0.021934591,67.1863003,5.083237176,24.06069674,28.98212424,0.002489618,79.60296811,0,0,1,0,52691.05492,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-199-20220728-11_06_10,10215.2,766.8817308,917.32,0.16399759,0.5,1261.197671,20.84732952,103.4166892,0.024642262,2.515861422,654.5409202,-,0,654.5409202,0.286463916,0.57248952,0.897776353,-0.358115027,1.222529475,0.488625302,0.511374698,1499.984333,1261.197671,0.840807229,0.161157952,6,0.5,0: Broadleaf,2,FALSE,1659031561,1198.026333,1224.872,28.89208,24.02543,1200.434667,28.65228333,600.1583667,100.8429333,0.099907127,30.64303667,30.62471667,999.9,0,0,10001.56733,0,1107.006333,1499.984333,0.973001833,0.026998237,0,766.9181667,4.99935,13080.87667,14584.76333,37.9164,40.49973333,37.67473333,39.7164,39.78726667,1454.623333,40.361,0,123.6999998,0,766.8817308,-7.536307679,-480.133334,13080.45769,15,1659031482,11:04:41,1659031482,1659031283,28,-0.175,-0.002,-2.267,0.202,1025,24,0.29,0.02,100,100,-2.41,0.2398,-0.726752763,-0.001994519,4.10E-07,7.06E-11,0.239799572,0,0,0,4,2101,2,25,1.5,4.8,2.58667,2.38159,1.59912,2.33521,1.59424,2.31812,36.7892,14.9638,18,620.483,395.212,30.0001,30.2543,30.0001,30.0705,30.0418,51.7743,33.1719,82.8253,30,1225.18,24.3237,99.6977,99.8425
34,1659031715,5801.1,20220728 11:08:35,11:08:35,5,Gandalf,7,17,22.8,22.9,22.8,ch,30,LC-102 8-9D,8-9D,large,13,LCOR-411,1659031707,0.004948013,4.948012774,20.6311009,1498.749667,1361.642724,137.4499546,151.2901071,0.341085973,2.944103996,0.320555031,0.202088453,241.7425552,31.12197199,31.12197199,4.542848086,67.51790872,3.043245303,4.507315705,1.499602783,-218.2073634,-21.8675199,-1.668806032,-0.001134078,20.6311009,4.948012774,20.44034815,1566.758434,1545.728121,0.014451356,67.16534701,4.929907461,25.34563775,30.12717697,-0.000296015,79.57402416,0,0,1,0,52618.57695,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-200-20220728-11_08_36,10212.4,759.24736,907.41,0.16328081,0.5,1261.237741,20.6311009,102.9679601,0.024470037,2.554258825,649.4797419,-,0,649.4797419,0.28424886,0.574429077,0.899859753,-0.344569364,1.227779066,0.491381423,0.508618577,1500.031667,1261.237741,0.84080741,0.161158301,6,0.5,0: Broadleaf,2,FALSE,1659031707,1498.749667,1526.788333,30.14779333,25.35036667,1501.171667,29.90799333,600.1769,100.8442667,0.099947377,30.9842,30.91976667,999.9,0,0,9998.786,0,967.4820333,1500.031667,0.972996333,0.027003353,0,759.1176333,4.99935,12932.90333,14585.21,38.90386667,41.27893333,38.7498,40.51233333,41.00806667,1454.660333,40.37133333,0,145.5,0,759.24736,11.66846152,545.9230759,12941.12,15,1659031756,11:09:15,1659031756,1659031283,29,0.146,-0.002,-2.422,0.202,1531,24,0.34,0.02,100,100,-2.422,0.2398,-0.726752763,-0.001994519,4.10E-07,7.06E-11,0.239799572,0,0,0,4,2101,2,25,3.9,7.2,3.09937,2.36572,1.59912,2.33521,1.59424,2.33154,36.7892,14.9376,18,620.628,396.895,30.0011,30.333,30.0003,30.1251,30.0962,62.0216,30.9673,85.4519,30,1527.5,25.3404,99.6848,99.8276
35,1659031863,5948.5,20220728 11:11:02,11:11:02,5,Gandalf,7,17,22.8,22.9,22.8,ch,30,LC-102 8-9D,8-9D,large,13,LCOR-411,1659031855,0.004914504,4.914504257,20.63491747,1997.837419,1848.099663,186.5630688,201.6788852,0.339007372,2.944088088,0.318717813,0.200920298,241.7404369,31.14445126,31.14445126,4.54866874,67.62923868,3.050670194,4.510874666,1.497998546,-216.7296377,-23.23833378,-1.773746216,-0.001280874,20.63491747,4.914504257,19.59160613,2081.918776,2060.840061,0.220363567,67.17179924,4.91106439,25.45334469,30.21441697,-6.08E-05,79.56127096,0,0,1,0,52615.81378,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-201-20220728-11_11_04,10220.1,758.97256,903.89,0.160326411,0.5,1261.225365,20.63491747,101.1038684,0.024473303,2.568100101,647.6744563,-,0,647.6744563,0.283458766,0.565607527,0.900595156,-0.334285757,1.229643703,0.482665075,0.517334925,1500.016774,1261.225365,0.840807507,0.161158489,6,0.5,0: Broadleaf,2,FALSE,1659031855,1997.837419,2028.278387,30.22003548,25.45597742,2000.204516,29.98023548,600.2430323,100.8484516,0.100145752,30.99804194,30.93650645,999.9,0,0,9998.280645,0,1137.707742,1500.016774,0.972993161,0.027006552,0,758.7126452,4.99935,12925.06452,14585.05161,37.52596774,40.09858065,37.60658065,39.0823871,39.68525806,1454.64129,40.37580645,0,146.8999999,0,758.97256,18.08246156,437.8846159,12931.728,15,1659031756,11:09:15,1659031756,1659031283,29,0.146,-0.002,-2.422,0.202,1531,24,0.34,0.02,100,100,-2.37,0.2398,-0.581112106,-0.001994519,4.10E-07,7.06E-11,0.239799572,0,0,0,4,2101,2,25,1.8,9.7,3.8916,2.34985,1.59912,2.33643,1.59424,2.33398,36.7892,14.9113,18,620.744,397.956,29.9995,30.4014,30,30.1823,30.1507,77.8465,31.1294,87.8672,30,2028.46,25.5037,99.6728,99.8184
36,1659032044,6130,20220728 11:14:04,11:14:04,5,Gandalf,7,17,22.8,22.9,22.8,ch,30,LC-102 8-9D,8-9D,large,13,LCOR-411,1659032036,0.00498806,4.988059717,19.86457781,2000.15,1858.969987,187.646298,201.8971503,0.353194661,2.943852772,0.33122874,0.208877572,241.7402159,31.16140895,31.16140895,4.553063965,68.37242391,3.090520495,4.520127148,1.46254347,-219.9734335,-20.22359105,-1.544161802,-0.000970436,19.86457781,4.988059717,21.07511906,2083.573503,2062.734545,-0.176296703,67.2204615,4.940626225,25.66926754,30.50724606,-0.009385682,79.44779132,0,0,1,0,52602.68253,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-202-20220728-11_14_06,10224.2,763.18836,908.89,0.160307232,0.5,1261.228451,19.86457781,101.0920208,0.023862458,2.548471212,650.2375941,-,0,650.2375941,0.284580539,0.563310592,0.899549827,-0.34001633,1.22699507,0.479941445,0.520058555,1500.021,1261.228451,0.840807196,0.161157888,6,0.5,0: Broadleaf,2,FALSE,1659032036,2000.15,2029.982333,30.61709667,25.78323333,2002.565,30.38269333,600.1832667,100.8409333,0.10007125,31.03398333,31.07506,999.9,0,0,9997.688333,0,1129.053,1500.021,0.9730006,0.02699916,0,763.1784667,4.99935,12908.85667,14585.12667,36.75,39.5,36.88533333,38.4412,38.875,1454.660667,40.36033333,0,180.5,0,763.18836,1.995615385,35.69230774,12909.216,15,1659032077,11:14:37,1659032077,1659031996,31,0.337,-0.005,-2.415,0.234,2036,25,0.37,0.04,100,100,-2.415,0.2344,-0.984452462,-0.001994519,4.10E-07,7.06E-11,0.234412634,0,0,0,4,2101,2,25,0.9,0.8,3.8916,2.33276,1.5979,2.33765,1.59424,2.45972,36.8129,14.8763,18,620.556,397.919,30.0019,30.4904,30.0005,30.2686,30.2373,77.8815,32.0443,91.3161,30,2030.32,25.5101,99.6521,99.7924
37,1659032587,6672.5,20220728 11:23:06,11:23:06,5,Gandalf,5,22,35.3,37.7,36.5,ch,30,CT717 3,CT3,large,13,LCOR-209,1659032579,0.006554461,6.554461453,29.72822294,410.0028333,290.7185793,29.34063379,41.37934016,0.461401032,2.944112801,0.424667447,0.268473395,241.7373755,30.56407745,30.56407745,4.40045337,64.84684465,2.899081802,4.47065978,1.501371568,-289.0517501,43.96614942,3.343649265,-0.004575873,29.72822294,6.554461453,29.8606396,452.500523,421.9627636,0.000126054,67.26,6.557973317,22.35058761,28.71915818,-5.20E-05,79.21728248,0,0,1,0,52643.1938,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-203-20220728-11_23_08,10140.7,905.32172,1397.81,0.352328485,0.5,1261.210571,29.72822294,222.180205,0.031683572,1.307302137,867.256769,-,0,867.256769,0.379560334,0.928254228,0.77499035,8.152922942,0.968001154,0.889225062,0.110774938,1499.999333,1261.210571,0.840807421,0.161158322,6,0.5,0: Broadleaf,2,FALSE,1659032579,410.0028333,442.4116,28.72524667,22.3604,411.4628333,28.49082,600.1259667,100.8245,0.100022457,30.84107667,30.42270667,999.9,0,0,10000.79633,0,436.9861333,1499.999333,0.9729955,0.02700432,0,905.3564,4.99935,14432.19,14584.88333,36.05786667,38.5788,36.0998,37.50413333,38.125,1454.628333,40.371,0,541.7,0,905.32172,-4.1666154,1218.369233,14444.784,15,1659032620,11:23:40,1659032620,1659031996,32,-0.018,-0.005,-1.46,0.234,440,25,0.13,0.04,100,100,-1.46,0.2344,-0.646974703,-0.001994519,4.10E-07,7.06E-11,0.234412634,0,0,0,4,2101,2,25,8.5,9.8,1.12915,2.39014,1.59912,2.34009,1.59424,2.44263,37.242,14.78,18,622.227,387.581,30.0001,31.252,30.0004,30.9735,30.9408,22.6143,43.4325,87.8684,30,442.413,22.3907,99.5342,99.6592
38,1659032723,6808.5,20220728 11:25:22,11:25:22,5,Gandalf,5,22,35.3,37.7,36.5,ch,30,CT717 3,CT3,large,13,LCOR-209,1659032715,0.006643831,6.643831417,29.27078654,400.2451,286.4754797,28.91206313,40.39407355,0.477785056,2.944369018,0.438518367,0.277332511,241.7322532,30.38798605,30.38798605,4.35632352,65.03284959,2.882104241,4.431766806,1.474219279,-292.9929655,47.63860499,3.616741692,-0.005365621,29.27078654,6.643831417,29.30988949,441.8320206,411.8635636,0.000587424,67.08766777,6.621533024,22.07867432,28.51076061,-0.000143817,78.55,0,0,1,0,52677.04585,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-204-20220728-11_25_24,10142.1,895.5373077,1374.33,0.348382624,0.5,1261.18444,29.27078654,219.6873726,0.031321525,1.346721675,858.1602545,-,0,858.1602545,0.375579188,0.927587671,0.781931719,12.96615427,0.980439133,0.888872932,0.111127068,1499.968333,1261.18444,0.840807377,0.161158238,6,0.5,0: Broadleaf,2,FALSE,1659032715,400.2451,432.1680333,28.55736,22.10467667,401.6341,28.32294333,600.1318333,100.8233,0.10004309,30.68809667,30.29922667,999.9,0,0,10002.37233,0,1151.246667,1499.968333,0.9729979,0.027002143,0,895.5668667,4.99935,14857.65333,14584.59667,35.87913333,38.3162,35.937,37.52053333,37.9874,1454.601,40.368,0,135.0999999,0,895.5373077,-4.40738461,-32.91623941,14857.49231,15,1659032760,11:26:00,1659032760,1659031996,33,0.054,-0.005,-1.389,0.234,430,25,0.16,0.04,100,100,-1.389,0.2344,-0.664694617,-0.001994519,4.10E-07,7.06E-11,0.234412634,0,0,0,4,2101,2,25,1.7,12.1,1.10596,2.38647,1.5979,2.33887,1.59424,2.45117,37.242,14.7537,18,623.51,386.712,30.0007,31.3396,30.0003,31.0735,31.0398,22.1629,44.3889,83.7696,30,432.392,22.0277,99.5147,99.644
39,1659032848,6933.5,20220728 11:27:27,11:27:27,5,Gandalf,5,22,35.3,37.7,36.5,ch,30,CT717 3,CT3,large,13,LCOR-209,1659032840,0.006766538,6.76653775,20.88314487,301.2948667,218.9269919,22.09533976,30.4083676,0.473286326,2.94414876,0.43472103,0.274903236,241.7363793,30.4946246,30.4946246,4.383001662,64.21676468,2.868505948,4.466911348,1.514495714,-298.4043148,52.65838706,4.002985944,-0.006562471,20.88314487,6.76653775,21.19523157,331.2637048,309.6082485,-0.001875726,67.08747522,6.763800308,21.88018035,28.44914,0.000180846,78.55,0,0,1,0,52646.7948,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-205-20220728-11_27_29,10140.6,841.31264,1227.85,0.314808291,0.5,1261.205511,20.88314487,198.5189756,0.024670506,1.626680783,798.6659291,-,0,798.6659291,0.349541125,0.900633053,0.823126581,-3.528292705,1.058033482,0.85497935,0.14502065,1499.993333,1261.205511,0.840807411,0.161158302,6,0.5,0: Broadleaf,2,FALSE,1659032840,301.2948667,324.2116,28.42198333,21.84923667,302.4108667,28.18756333,600.1344333,100.8255667,0.10004133,30.82638333,30.47465667,999.9,0,0,10000.895,0,1159.636667,1499.993333,0.9729945,0.02700524,0,841.4011667,4.99935,14038.56667,14584.82333,35.9664,38.312,36,37.24146667,38.00826667,1454.623,40.37033333,0,124.1000001,0,841.31264,-17.72846152,-286.6923073,14037.216,15,1659032877,11:27:56,1659032877,1659031996,34,0.091,-0.005,-1.116,0.234,321,25,0.41,0.04,100,100,-1.116,0.2344,-0.610910552,-0.001994519,4.10E-07,7.06E-11,0.234412634,0,0,0,4,2101,2,25,1.5,14.2,0.878906,2.39624,1.5979,2.33765,1.59424,2.41943,37.2899,14.7274,18,623.636,385.861,30.0003,31.4213,30.0003,31.1535,31.1215,17.6174,44.3538,80.6,30,323.61,21.9088,99.5063,99.6369
40,1659032962,7047.5,20220728 11:29:21,11:29:21,5,Gandalf,5,22,35.3,37.7,36.5,ch,30,CT717 3,CT3,large,13,LCOR-209,1659032954,0.006803216,6.803215787,11.95595128,201.3101935,153.6835801,15.51066978,20.31743361,0.476030932,2.94487578,0.437045565,0.276389606,241.7408219,30.57144169,30.57144169,4.40230736,64.33595878,2.887996983,4.488931288,1.514310377,-300.0218162,54.15499953,4.119053545,-0.006941166,11.95595128,6.803215787,12.11337431,219.2058291,206.8303394,-0.001725417,67.09088085,6.782943438,22.04168481,28.62834485,0.000118701,78.55,0,0,1,0,52652.74395,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-206-20220728-11_29_23,10139,795.2720769,1094.85,0.273624627,0.5,1261.228984,11.95595128,172.5516553,0.017591877,1.94576426,740.1796487,-,0,740.1796487,0.32394424,0.84466582,0.857274958,-1.235099606,1.128487117,0.786151643,0.213848357,1500.02129,1261.228984,0.840807389,0.161158261,6,0.5,0: Broadleaf,2,FALSE,1659032954,201.3101935,214.6327097,28.61499355,22.00793548,202.3151935,28.38058065,600.1347419,100.8259032,0.100101816,30.91254516,30.57467097,999.9,0,0,10004.99613,0,1148.735484,1500.02129,0.972998677,0.027001397,0,795.4522258,4.99935,13346.63226,14585.1129,36.07012903,38.31606452,36.06606452,37.37680645,38.12093548,1454.65129,40.37,0,113.5,0,795.2720769,-14.3382564,-181.2820513,13344.34231,15,1659032979,11:29:39,1659032979,1659031996,35,-0.076,-0.005,-1.005,0.234,213,25,0.36,0.04,100,100,-1.005,0.2344,-0.519847056,-0.001994519,4.10E-07,7.06E-11,0.234412634,0,0,0,4,2101,2,25,1.4,16.1,0.637207,2.40845,1.5979,2.33643,1.59424,2.45483,37.3378,14.7012,18,623.991,385.277,29.9997,31.4957,30.0003,31.2283,31.1968,12.7929,43.2305,77.0479,30,214.141,22.0847,99.4999,99.6259
41,1659033063,7148.5,20220728 11:31:02,11:31:02,5,Gandalf,5,22,35.3,37.7,36.5,ch,30,CT717 3,CT3,large,13,LCOR-209,1659033055,0.006848363,6.848362952,3.014142272,101.2524333,88.08426383,8.890277091,10.21933033,0.479272657,2.943710051,0.439763829,0.27813019,241.7369452,30.65455137,30.65455137,4.42327791,64.44552086,2.908614267,4.513291581,1.514663643,-302.0128062,56.00335347,4.265074095,-0.007433397,3.014142272,6.848362952,2.993348094,107.0447268,104.0133333,-0.006507868,67.14140826,6.850378828,22.18915766,28.83923818,0.000196165,78.55,0,0,1,0,52602.93063,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-207-20220728-11_31_04,10138.1,773.44348,999,0.225782302,0.5,1261.208581,3.014142272,142.3792885,0.010502288,2.228398398,695.0925997,-,0,695.0925997,0.304211612,0.742188311,0.879882173,-0.666530982,1.179261409,0.667003622,0.332996378,1499.997,1261.208581,0.840807402,0.161158286,6,0.5,0: Broadleaf,2,FALSE,1659033055,101.2524333,104.9590333,28.81835333,22.16906333,102.3324333,28.58391333,600.1547,100.8291667,0.100065243,31.00743667,30.69223333,999.9,0,0,9998.043667,0,817.7212667,1499.997,0.9729985,0.02700156,0,773.4615667,4.99935,13030.08,14584.87,36.05793333,38.312,36.083,37.2748,38.125,1454.627,40.37,0,100.0999999,0,773.44348,-5.852846153,-47.92307687,13029.412,15,1659033079,11:31:19,1659033079,1659031996,36,-0.279,-0.005,-1.08,0.234,103,25,0.82,0.04,100,100,-1.08,0.2344,-0.596019998,-0.001994519,4.10E-07,7.06E-11,0.234412634,0,0,0,4,2101,2,25,1.4,17.8,0.385742,2.44873,1.5979,2.33643,1.59424,2.38525,37.3858,14.6749,18,624.3,384.399,30.0007,31.5863,30.0006,31.3119,31.2812,7.75715,41.7313,73.638,30,104.225,22.2342,99.482,99.6092
