obs,time,elapsed,date,hhmmss,averaging,intrument,row,column,spad1,spad2,spad,operator,temp,event,event_short,block,leaf,tree,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,ID,Duration,Fo,F1,F2,Fmax,T@HIR,T@F1,T@F2,T@Fmax,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
31,1657345151,5711.4,20220709 00:39:10,12:39:10,none,Carlos,15,24,25.8,25.5,25.7,CH,25,LC-102 16-20,16-20,large,9,LCOR-318,1657345151,0.002752124,2.752123724,-0.504271076,50.3802,53.09133552,5.392269598,5.116910662,0.225412961,1.925654651,0.211712907,0.133482019,241.7683266,28.22617329,28.22617329,3.845163838,70.94002051,2.566550134,3.617915692,1.278613704,-121.3686562,-108.2460589,-12.21708074,-0.063469257,0,0,1,0,26015.88099,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.340708,-0.504271076,#DIV/0!,-0.00039979,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.15,1261.340708,0.840809724,0.161162768,6,0.5,0: Broadleaf,2,1657345151,50.3802,49.9815,25.2698,22.3445,49.8702,24.9282,550.216,101.466,0.0999061,27.1835,27.6636,999.9,0,0,5022.5,0,1797.24,0.386181,51.6735,51.1238,2.92537,49.9815,22.3445,2.56402,2.2672,21.4387,19.4452,1500.15,0.973006,0.0269936,0,2.0782,0,18536.9,13304.9,36.437,38.375,37,37.375,36.625,1459.65,40.49,0,1657345150,0,2.321244,-1.542707684,-351.9615428,18524.876,15,1657345176,0:39:35,1657345176,1657344592,25,0.013,0.002,0.51,0.261,50,22,0.32,0.05,0.407220125,-0.021339028,0.01855582,1,2.884344,0.47177651,0.046764474,1,2,2,2-Feb,3.06133,2.76396,0.0150078,0.0151297,0.124885,0.115742,31364.1,24463.4,29891.4,24288,34725.6,31361.4,43645.7,39642.5,2.08518,1.9735,0.110663,0,25.8531,999.9,55.8,33.6,28.734,30.571,36.7788,1,-0.0188237,0.402563,20.2689,5.22822,11.9063,4.9653,3.292,9999,9999,8149.1,983.4,1.87713,1.87541,1.87407,1.87323,1.87473,1.86967,1.87393,1.87897,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.51,0.3416,0.43205397,0.001442917,-2.66E-06,7.96E-10,-0.044051206,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,1.3,9.3,0.247803,2.51831,1.42578,2.28271,1.54785,2.29858,35.4523,14.2546,18,567.22,481.661,25.0009,26.9821,30.0005,26.9641,26.9089,4.98776,24.4991,17.9797,25,50,22.3319,100.699,100.842
32,1657345252,5812.4,20220709 00:40:51,12:40:51,none,Carlos,15,24,25.8,25.5,25.7,CH,25,LC-102 16-20,16-20,large,9,LCOR-318,1657345252,0.002836906,2.836906179,-2.454305655,6.10913,24.14793785,2.452538533,0.620461955,0.225831767,1.914922503,0.212010426,0.13367776,241.755105,27.932341,27.932341,3.779897471,69.14241421,2.46265037,3.561707236,1.317247101,-125.1075625,-104.8417133,-11.86592782,-0.060098622,0,0,1,0,25768.71686,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.2657,-2.454305655,#DIV/0!,-0.001945907,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.06,1261.2657,0.840810168,0.161163623,6,0.5,0: Broadleaf,2,1657345252,6.10913,3.45111,24.2475,21.2283,5.50613,24.0175,550.103,101.463,0.100063,26.9168,27.3967,999.9,0,0,4977.5,0,1770.91,2.50822,6.10796,3.52596,3.10553,3.45111,21.2283,2.46899,2.15389,20.8235,18.6234,1500.06,0.972996,0.0270038,0,2.1698,0,18812.3,13304.1,36.75,39.375,37.5,37.75,37.062,1459.55,40.51,0,1657345251,0,2.325419231,-0.49681709,-1076.546997,18837.20769,15,1657345277,0:41:17,1657345273,1657345277,26,0.154,-0.005,0.603,0.23,3,21,0.23,0.04,2.499406341,0.009880767,0.01267779,1,3.138770976,-0.245674704,0.025647035,1,2,2,2-Feb,3.06103,2.76391,0.00165067,0.00104031,0.12169,0.111695,31791.7,24815.1,29893.5,24289.7,34856.6,31508.8,43647.4,39644.7,2.0851,1.97005,0.112444,0,25.5563,999.9,55.8,33.6,28.734,31.161,37.7163,1,-0.0187348,0.365278,20.2712,5.22882,11.9071,4.96485,3.292,9999,9999,8162,983.4,1.87713,1.8754,1.87408,1.87331,1.87482,1.86973,1.87393,1.87899,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.603,0.23,0.44533085,0.001442917,-2.66E-06,7.96E-10,-0.044051206,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,1.3,11,0.0317383,4.99756,1.42578,2.28271,1.54785,2.34131,35.4754,14.2459,18,567.148,479.428,24.9999,26.9978,30,26.9618,26.8995,0,28.0506,16.0778,25,0,21.3117,100.704,100.849
33,1657345353,5913.9,20220709 00:42:33,12:42:33,none,Carlos,15,24,25.8,25.5,25.7,CH,25,LC-102 16-20,16-20,large,9,LCOR-318,1657345353,0.00283437,2.834369595,11.59020931,386.339,294.1157475,29.87101001,39.23739629,0.230200941,1.916695359,0.215870225,0.136132039,241.758876,27.95807624,27.95807624,3.785574932,69.89739104,2.493288372,3.567069293,1.29228656,-124.9956991,-104.9527517,-11.87055007,-0.0601249,0,0,1,0,25811.20727,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.2828,11.59020931,#DIV/0!,0.009189223,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.08,1261.2828,0.840810357,0.161163989,6,0.5,0: Broadleaf,2,1657345353,386.339,400.175,24.5494,21.5338,385.689,24.2324,550.097,101.462,0.10009,26.9424,27.3285,999.9,0,0,4985,0,1796.66,-13.6812,396.221,408.982,3.01554,400.175,21.5338,2.49083,2.18487,20.9667,18.8518,1500.08,0.972991,0.0270089,0,2.1086,0,17948.9,13304.2,38.25,41.187,39.062,39.562,38.312,1459.56,40.52,0,1657345352,0,2.255024,-0.296399998,-863.1692284,17978.948,15,1657345371,0:42:51,1657345371,1657345277,27,-0.151,-0.005,0.65,0.23,401,21,0.11,0.04,-13.1854725,-4.970925704,0.507486456,0,2.99348575,0.048583677,0.008510294,1,1,2,2-Jan,3.06105,2.76397,0.0988054,0.102147,0.12245,0.112814,28696.8,22303.7,29892.3,24290,34828.6,31472,43646.1,39644.8,2.08503,1.9729,0.116661,0,25.4187,999.9,55.7,33.6,28.6833,31.371,37.5641,1,-0.0200356,0.362579,20.2712,5.22837,11.9081,4.96385,3.292,9999,9999,8172.4,983.4,1.87709,1.87532,1.87408,1.8732,1.87476,1.86967,1.87391,1.87897,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.65,0.317,0.599041592,0.001442917,-2.66E-06,7.96E-10,-0.04940811,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,1.3,1.3,1.0437,2.47681,1.42578,2.28394,1.54785,2.34131,35.4754,14.2459,18,566.966,481.091,25.0008,26.9818,30,26.9481,26.886,20.905,26.9644,14.5764,25,400,21.4538,100.701,100.849
34,1657345447,6007.9,20220709 00:44:07,12:44:07,none,Carlos,15,24,25.8,25.5,25.7,CH,25,LC-102 16-20,16-20,large,9,LCOR-318,1657345447,0.002907843,2.90784296,11.428173,386.425,297.6729562,30.23343186,39.24761608,0.237076901,1.916147327,0.221903518,0.139971962,241.713609,27.98429669,27.98429669,3.791367084,69.90778756,2.501670523,3.578529103,1.289696561,-128.2358745,-101.9910401,-11.54352333,-0.056828956,0,0,1,0,25792.54904,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.0473,11.428173,#DIV/0!,0.009062446,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499.8,1261.0473,0.840810308,0.161163895,6,0.5,0: Broadleaf,2,1657345447,386.425,400.115,24.631,21.5376,385.771,24.3119,550.117,101.466,0.0999341,26.997,27.318,999.9,0,0,4982.5,0,1785.63,-13.6903,396.183,408.922,3.09336,400.115,21.5376,2.49922,2.18535,21.0214,18.8553,1499.8,0.972991,0.0270089,0,2.7866,0,18288.1,13301.8,38.437,40.75,39.125,39.5,38.375,1459.29,40.51,0,1657345446,0,2.30136,0.978023061,614.3230737,18270.428,15,1657345371,0:42:51,1657345371,1657345277,27,-0.151,-0.005,0.65,0.23,401,21,0.11,0.04,-13.62542439,-0.206448084,0.048011725,0,3.124162683,-0.276803415,0.029449435,1,1,2,2-Jan,3.06107,2.76381,0.0988247,0.102138,0.122733,0.112831,28695.3,22303.8,29891.6,24289.9,34815.4,31471,43643.9,39644.2,2.0853,1.97253,0.115916,0,25.4203,999.9,55.7,33.6,28.6832,31.261,37.6643,1,-0.0192302,0.359169,20.2692,5.22822,11.9078,4.96495,3.292,9999,9999,8182.3,983.5,1.8771,1.87534,1.87408,1.8732,1.87471,1.86967,1.87391,1.87897,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.654,0.3191,0.447675038,0.001442917,-2.66E-06,7.96E-10,-0.04940811,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,1.3,2.8,1.04004,2.46216,1.42578,2.28394,1.54785,2.36084,35.4523,14.2371,18,567.196,480.895,24.9996,26.9978,30.0001,26.9527,26.8905,20.8293,26.8277,13.4514,25,400,21.5585,100.697,100.848
35,1657345523,6083.4,20220709 00:45:22,12:45:22,none,Carlos,15,24,25.8,25.5,25.7,CH,25,LC-102 16-20,16-20,large,9,LCOR-318,1657345523,0.002959851,2.9598509,15.62615897,581.175,463.5130757,47.07626705,59.02648908,0.247773909,1.920880012,0.231289352,0.145945424,241.744371,27.80282217,27.80282217,3.751436906,70.28475981,2.491650624,3.545079518,1.259786282,-130.5294247,-99.99836728,-11.27087974,-0.054300718,0,0,1,0,25925.63851,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.2147,15.62615897,#DIV/0!,0.012389769,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1261.2147,0.8408098,0.161162914,6,0.5,0: Broadleaf,2,1657345523,581.175,600.091,24.5328,21.3843,580.393,24.2163,550.212,101.464,0.100054,26.8372,27.156,999.9,0,0,5002.5,0,1792.32,-19.1542,595.547,613.204,3.14846,600.091,21.3843,2.48918,2.16973,20.956,18.7405,1500,0.973006,0.0269936,0,2.4235,0,18206.5,13303.6,37.25,39.062,37.812,38.125,37.375,1459.51,40.49,0,1657345522,0,2.3561,0.387676914,-442.4461543,18333.256,15,1657345544,0:45:43,1657345544,1657345277,28,0.254,-0.005,0.782,0.23,600,21,0.14,0.04,-19.4250725,1.625393246,0.159516231,0,3.05012775,0.089574146,0.016268263,1,1,2,2-Jan,3.06135,2.76401,0.133683,0.137487,0.122403,0.112279,27587.6,21428.5,29893.6,24292.8,34831.6,31495.1,43645.8,39647.9,2.0855,1.97333,0.116214,0,25.2529,999.9,55.6,33.6,28.6303,31.021,37.5681,1,-0.0237297,0.301656,20.2692,5.22583,11.9069,4.9634,3.29158,9999,9999,8190.3,983.5,1.87706,1.87533,1.87406,1.8732,1.87472,1.86968,1.87393,1.87897,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.782,0.3165,0.447675038,0.001442917,-2.66E-06,7.96E-10,-0.04940811,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,2.5,4.1,1.44531,2.45972,1.42578,2.28394,1.54785,2.39502,35.4291,14.2283,18,566.997,481.056,24.9983,26.9594,29.9995,26.9177,26.8505,28.9465,27.9737,11.5596,25,600,21.1548,100.702,100.859
36,1657345620,6180.4,20220709 00:46:59,12:46:59,none,Carlos,15,24,25.8,25.5,25.7,CH,25,LC-102 16-20,16-20,large,9,LCOR-318,1657345620,0.003136501,3.1365006,16.44640694,779.384,653.1472726,66.33247832,79.15285641,0.251646247,1.917540587,0.234633906,0.148078732,241.765698,27.7503624,27.7503624,3.739962671,68.30954988,2.423565194,3.547915625,1.316397478,-138.3196764,-92.99536487,-10.49777929,-0.047122606,0,0,1,0,25840.54818,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.3242,16.44640694,#DIV/0!,0.013039001,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.13,1261.3242,0.84080993,0.161163165,6,0.5,0: Broadleaf,2,1657345620,779.384,799.985,23.8638,20.525,778.668,23.5653,550.195,101.458,0.100226,26.8508,27.1546,999.9,0,0,4988.75,0,1775.23,-20.7299,798.306,816.749,3.33888,799.985,20.525,2.42118,2.08242,20.5061,18.0854,1500.13,0.973001,0.0269987,0,2.043,0,18144.2,13304.8,36.187,38,36.812,36.937,36.375,1459.63,40.5,0,1657345619,0,2.273884,-0.568146162,-305.2384618,18162.556,15,1657345652,0:47:32,1657345652,1657345277,29,0.155,-0.005,0.716,0.23,800,21,0.19,0.04,-20.918225,1.675134709,0.179947859,0,3.3620895,-0.155859062,0.015517306,1,1,2,2-Jan,3.06144,2.76413,0.163633,0.167326,0.120115,0.109126,26637.9,20691.7,29897.3,24297.4,34929.3,31615.2,43650.3,39654.8,2.08682,1.97418,0.11947,0,25.1982,999.9,55.6,33.5,28.4727,31.151,37.4639,1,-0.0323425,0.240161,20.2698,5.22732,11.9071,4.96445,3.292,9999,9999,8197.6,983.5,1.87702,1.87533,1.87401,1.87318,1.87469,1.86966,1.87391,1.87897,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.716,0.2985,0.701651029,0.001442917,-2.66E-06,7.96E-10,-0.04940811,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,1.3,5.7,1.82983,2.45972,1.42578,2.28394,1.54785,2.31567,35.3827,14.2108,18,567.136,480.947,24.9994,26.8602,29.9999,26.8384,26.7754,36.6338,30.2029,9.59813,25,800,20.6375,100.713,100.877
37,1657345728,6288.9,20220709 00:48:48,12:48:48,none,Carlos,15,24,25.8,25.5,25.7,CH,25,LC-102 16-20,16-20,large,9,LCOR-318,1657345728,0.003123088,3.123087999,16.84051084,978.225,845.9524571,85.91161795,99.34469929,0.253074184,1.913650759,0.235842893,0.148852088,241.738566,27.58967604,27.58967604,3.705006969,68.33204174,2.400603001,3.513143966,1.304403968,-137.7281807,-93.49935682,-10.55880442,-0.047775983,0,0,1,0,25757.01441,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.1814,16.84051084,#DIV/0!,0.013352965,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499.96,1261.1814,0.840810022,0.161163342,6,0.5,0: Broadleaf,2,1657345728,978.225,999.921,23.6382,20.313,977.9,23.3457,550.21,101.456,0.100083,26.6834,27.0008,999.9,0,0,4972.5,0,1769.41,-21.5549,1002.05,1020.65,3.32522,999.921,20.313,2.39824,2.06088,20.3519,17.92,1499.96,0.973001,0.0269987,0,2.4542,0,18177.2,13303.2,37.562,40.312,38.375,38.187,37.562,1459.46,40.5,0,1657345727,0,2.310188462,0.317097448,-686.3350425,18224.35769,15,1657345754,0:49:13,1657345754,1657345277,30,-0.109,-0.005,0.325,0.23,1000,21,0.13,0.04,-21.60655366,0.512025784,0.076488574,0,3.376268293,-0.318950174,0.032157083,1,1,2,2-Jan,3.06154,2.76391,0.190083,0.193625,0.119344,0.108349,25798.9,20039.6,29900.5,24298.5,34964.2,31645.2,43653.6,39656.2,2.08722,1.9754,0.118352,0,25.0622,999.9,55.4,33.5,28.3712,30.981,36.7668,1,-0.036438,0.192002,20.2718,5.22687,11.9066,4.9641,3.292,9999,9999,8204.1,983.6,1.87703,1.87535,1.87407,1.87322,1.87473,1.86966,1.8739,1.87897,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.325,0.2925,0.85635946,0.001442917,-2.66E-06,7.96E-10,-0.04940811,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,1.3,7.5,2.19971,2.4353,1.42578,2.28394,1.54785,2.35229,35.3596,14.2108,18,566.906,481.258,24.9996,26.8044,29.9997,26.7861,26.7222,44.0475,30.504,7.32461,25,1000,20.2584,100.722,100.881
38,1657345830,6390.4,20220709 00:50:29,12:50:29,none,Carlos,15,24,25.8,25.5,25.7,CH,25,LC-102 16-20,16-20,large,9,LCOR-318,1657345830,0.003063384,3.063384143,17.15384154,1177.37,1036.985677,105.3099185,119.5664911,0.248500473,1.921653974,0.231928764,0.146352187,241.712451,27.53777706,27.53777706,3.693777949,68.39094368,2.392619556,3.49844501,1.301158393,-135.0952407,-95.88997723,-10.77704416,-0.049811115,0,0,1,0,25965.02931,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.0467,17.15384154,#DIV/0!,0.01360286,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499.8,1261.0467,0.840809908,0.161163122,6,0.5,0: Broadleaf,2,1657345830,1177.37,1200.01,23.5601,20.2981,1177.14,23.2697,550.192,101.454,0.0998795,26.6122,26.8849,999.9,0,0,5006.25,0,1761.21,-22.8145,1205.6,1224.87,3.26193,1200.01,20.2981,2.39028,2.05934,20.298,17.9081,1499.8,0.973006,0.0269936,0,2.3119,0,18284.4,13301.9,38.812,41.562,39.687,39.187,38.625,1459.31,40.49,0,1657345829,0,2.283008,0.187576925,-195.8923108,18260.74,15,1657345867,0:51:07,1657345867,1657345277,31,0.206,-0.005,0.23,0.23,1200,21,0.11,0.04,-22.6972275,0.189740713,0.093416067,0,3.319559,-0.419531707,0.041672382,1,1,2,2-Jan,3.06162,2.76386,0.213959,0.217418,0.119095,0.108314,25044,19452,29906.2,24302.3,34981.2,31651.5,43661.4,39661.6,2.08845,1.97785,0.12435,0,24.8476,999.9,55.2,33.5,28.2699,31.181,37.2716,1,-0.0457851,0.124684,20.2716,5.22388,11.9042,4.9637,3.29133,9999,9999,8209.2,983.6,1.87706,1.87534,1.87403,1.8732,1.87469,1.86966,1.87385,1.87897,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.23,0.2904,0.747401147,0.001442917,-2.66E-06,7.96E-10,-0.04940811,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,1.3,9.2,2.55859,2.42065,1.42578,2.28516,1.54785,2.39746,35.2902,14.2021,18,566.876,482.023,24.9994,26.7043,29.9996,26.6965,26.6326,51.2365,30.1672,5.76818,25,1200,20.3407,100.741,100.895
39,1657345943,6503.9,20220709 00:52:23,12:52:23,none,Carlos,15,24,25.8,25.5,25.7,CH,25,LC-102 16-20,16-20,large,9,LCOR-318,1657345943,0.00279161,2.791610195,17.45089434,1476.44,1315.999425,133.6501159,149.9441211,0.224750381,1.912483747,0.211040465,0.133062322,241.712451,27.66544259,27.66544259,3.721453534,69.05749425,2.418672079,3.502403476,1.302781455,-123.1100096,-106.6158128,-12.0488211,-0.062192541,0,0,1,0,25731.98926,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.0467,17.45089434,#DIV/0!,0.01383842,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499.8,1261.0467,0.840809908,0.161163122,6,0.5,0: Broadleaf,2,1657345943,1476.44,1499.97,23.8157,20.8433,1476.52,23.5957,550.086,101.458,0.0998832,26.6314,26.8877,999.9,0,0,4967.5,0,1770.47,-23.6112,1512.5,1531.9,3.05181,1499.97,20.8433,2.42436,2.11473,20.5274,18.3305,1499.8,0.973006,0.0269936,0,2.329,0,18692.8,13301.8,38.187,40,38.875,38.437,38.062,1459.31,40.49,0,1657345942,0,2.349680769,-0.139996585,538.150429,18609.08077,15,1657345972,0:52:52,1657345972,1657345970,32,0.102,0.001,-0.08,0.22,1500,21,0.17,0.03,-23.5375122,-0.138802787,0.094975163,0,3.042472927,0.059340627,0.006090628,1,1,2,2-Jan,3.06151,2.76369,0.246196,0.249501,0.120292,0.110368,24022.3,18657.9,29911.2,24305.3,34938.5,31581.8,43667.8,39665.9,2.08925,1.9816,0.126746,0,24.811,999.9,55.1,33.5,28.2175,31.4511,37.6562,1,-0.0555666,0.089823,20.2699,5.22672,11.9033,4.9643,3.292,9999,9999,8213.2,983.6,1.877,1.87531,1.87404,1.87318,1.8747,1.86966,1.87388,1.87896,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.08,0.22,0.954344805,0.001442917,-2.66E-06,7.96E-10,-0.04940811,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,1.3,11.1,3.07983,2.42676,1.42578,2.28638,1.54785,2.35718,35.1747,14.1846,18,566.441,483.525,24.9995,26.5866,29.9997,26.5949,26.5344,61.6639,28.098,3.88908,25,1500,20.8167,100.756,100.907
40,1657346048,6609,20220709 00:54:08,12:54:08,none,Carlos,15,24,25.8,25.5,25.7,CH,25,LC-102 16-20,16-20,large,9,LCOR-318,1657346048,0.002960394,2.960394208,17.93502648,1974.075,1807.201523,183.5357285,200.4830611,0.238942555,1.917390747,0.223547043,0.141017383,241.718835,27.80057476,27.80057476,3.750944715,69.04102399,2.447069894,3.5443708,1.30387482,-130.5533846,-99.93586499,-11.28401476,-0.054429331,0,0,1,0,25838.23766,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.0803,17.93502648,#DIV/0!,0.014221954,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499.84,1261.0803,0.840809886,0.161163081,6,0.5,0: Broadleaf,2,1657346048,1974.075,2000.01,24.0953,20.9443,1974.2,23.7895,550.123,101.458,0.0999758,26.8338,27.116,999.9,0,0,4988.12,0,1716.36,-26.1512,2022.6,2042.8,3.15104,2000.01,20.9443,2.44466,2.12496,20.6627,18.4075,1499.84,0.973001,0.0269987,0,2.1229,0,18223.8,13302.2,36.75,38.5,37.437,37.187,36.812,1459.35,40.49,0,1657346047,0,2.406252,0.069915398,379.853847,18197.232,15,1657346071,0:54:30,1657346071,1657345970,33,0.206,0.001,-0.125,0.22,2000,21,0.15,0.03,-26.025835,-0.979996998,0.146662583,0,3.16435725,-0.086976923,0.010005686,1,1,2,2-Jan,3.06167,2.76388,0.292213,0.295401,0.120996,0.110754,22558,17518.3,29912,24305.6,34912.7,31570.3,43669.3,39667.1,2.09063,1.98487,0.127479,0,25.028,999.9,55,33.4,28.0091,31.3201,37.5,1,-0.0590879,0.148069,20.2701,5.22687,11.9026,4.96435,3.292,9999,9999,8215.7,983.6,1.8771,1.87534,1.87407,1.87317,1.8747,1.86966,1.87392,1.87897,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.125,0.3058,1.05685593,0.001442917,-2.66E-06,7.96E-10,-0.048238772,-0.006035291,0.001226161,-1.46E-05,5,1967,1,28,1.3,1.3,3.88794,2.37549,1.42578,2.28638,1.54785,2.36328,35.1286,14.1846,18,566.799,485.092,25.0004,26.5361,30,26.5356,26.478,77.8566,27.4974,2.38581,25,2000,20.8716,100.76,100.909
