obs,time,elapsed,date,hhmmss,mdh,Air_temp,Air_VPD,averaging,instrument,row,column,spad1,spad2,spad,operator,temp,event,event_short,block,leaf,tree,TIME,E,Emm,A,Csetpoint,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,PhiPS2_PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,,
9,1657593933,934,20220711 21:45:32,9:45:32 AM,7 11 9,21.325,0.8825,none,Carlos,5,17,33.6,31.5,32.6,CH,25,LC-102 13-15E,13-15E,large,12,LCOR-079,1657593933,0.004197758,4.197757654,20.69709293,A_400c,375.77,267.1213429,27.10451583,38.1289784,0.352858606,1.920213138,0.320396617,0.202915016,241.706067,27.82520473,27.82520473,3.75634186,67.6085164,2.467693845,3.649974849,1.288648015,-185.1211125,-50.85075642,-5.748281068,-0.014083009,0,0,1,0,25869.7526,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.0131,20.69709293,#DIV/0!,0.016413067,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.76,1261.0131,0.84080993,0.161163164,6,0.5,0: Broadleaf,2,1657593933,375.77,400.058,24.3197,19.8538,372.613,23.4337,550.259,101.369,0.0999262,27.334,27.3142,999.9,0,0,5004.38,0,1392.66,,
10,1657594008,1009.5,20220711 21:46:48,9:46:48 AM,7 11 9,21.325,0.8825,none,Carlos,5,17,33.6,31.5,32.6,CH,25,LC-102 13-15E,13-15E,large,12,LCOR-079,1657594008,0.004167107,4.167106804,26.28801524,A_600,568.754,427.756047,43.40565878,57.71313398,0.349532881,1.922040929,0.317677721,0.201168148,241.769469,27.78288627,27.78288627,3.747072824,67.52142755,2.456700188,3.638400841,1.290372636,-183.76941,-52.13033782,-5.884488747,-0.014767606,0,0,1,0,25920.25893,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.3413,26.28801524,#DIV/0!,0.020841318,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.15,1261.3413,0.840810119,0.16116353,6,0.5,0: Broadleaf,2,1657594008,568.754,600.014,24.2104,19.775,565.039,23.328,550.059,101.373,0.0999285,27.2798,27.2701,999.9,0,0,5011.88,0,1397.13,,
11,1657594111,1112.5,20220711 21:48:31,9:48:31 AM,7 11 9,21.325,0.8825,none,Carlos,5,17,33.6,31.5,32.6,CH,25,LC-102 13-15E,13-15E,large,12,LCOR-079,1657594111,0.004409234,4.409234439,26.85537093,A_800,767.266,631.3092769,64.05857607,77.85402373,0.385839669,1.916202532,0.347307372,0.220207529,241.727973,27.57307992,27.57307992,3.701412947,67.8676771,2.452271968,3.613313543,1.249140979,-194.4472388,-42.48781154,-4.802782538,-0.009859853,0,0,1,0,25783.65381,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.1229,26.85537093,#DIV/0!,0.021294809,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.89,1261.1229,0.840810259,0.161163801,6,0.5,0: Broadleaf,2,1657594111,767.266,800.23,24.1676,19.4771,763.344,23.2866,550.39,101.369,0.100404,27.1618,27.2486,999.9,0,0,4987.5,0,1438.36,,
12,1657594214,1215,20220711 21:50:13,9:50:13 AM,7 11 9,21.325,0.8825,none,Carlos,5,17,33.6,31.5,32.6,CH,25,LC-102 13-15E,13-15E,large,12,LCOR-079,1657594214,0.004506669,4.506668979,26.62691079,A_1000,966.127,823.3650724,83.54454765,98.03020057,0.375363197,1.919002095,0.338836804,0.214757783,241.763085,27.46994247,27.46994247,3.679145836,65.83864042,2.369817166,3.599432113,1.309328669,-198.744102,-38.66636466,-4.360756299,-0.008137937,0,0,1,0,25859.84166,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.3077,26.62691079,#DIV/0!,0.021110559,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.11,1261.3077,0.840810141,0.161163571,6,0.5,0: Broadleaf,2,1657594214,966.127,999.91,23.3555,18.556,962.216,22.5008,550.234,101.367,0.100199,27.0962,27.0964,999.9,0,0,4999.38,0,1416.4,,
13,1657594313,1314.6,20220711 21:51:53,9:51:53 AM,7 11 9,21.325,0.8825,none,Carlos,5,17,33.6,31.5,32.6,CH,25,LC-102 13-15E,13-15E,large,12,LCOR-079,1657594313,0.004168809,4.168809104,29.6341309,A_1200,1162.447,989.2159657,100.3696332,117.9463161,0.34175093,1.912279972,0.311091354,0.196957012,241.736391,27.67470689,27.67470689,3.723468892,66.52260385,2.404854935,3.615094413,1.318613956,-183.8444815,-52.01205636,-5.894693488,-0.014840339,0,0,1,0,25684.44464,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.1727,29.6341309,#DIV/0!,0.023497282,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.95,1261.1727,0.840809827,0.161162966,6,0.5,0: Broadleaf,2,1657594313,1162.447,1200.06,23.7016,19.2618,1158.57,22.9716,550.025,101.364,0.0998225,27.1702,27.1648,999.9,0,0,4971.25,0,1438.28,,
14,1657594421,1422.6,20220711 21:53:41,9:53:41 AM,7 11 9,21.325,0.8825,none,Carlos,5,17,33.6,31.5,32.6,CH,25,LC-102 13-15E,13-15E,large,12,LCOR-079,1657594421,0.004307887,4.307887212,29.27805593,A_1500,1461.163,1289.582275,130.8476112,148.2570689,0.357198018,1.915414093,0.323897942,0.205168769,241.751772,27.92298949,27.92298949,3.777836271,67.12155643,2.469884074,3.679718119,1.307952197,-189.9778261,-46.50893205,-5.276863613,-0.01184972,0,0,1,0,25737.3246,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.2564,29.27805593,#DIV/0!,0.023213405,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.05,1261.2564,0.840809573,0.161162476,6,0.5,0: Broadleaf,2,1657594421,1461.163,1499.96,24.3422,19.7582,1457.47,23.449,550.134,101.365,0.100113,27.4726,27.4506,999.9,0,0,4984.38,0,1403.89,,
15,1657594530,1531.1,20220711 21:55:29,9:55:29 AM,7 11 9,21.325,0.8825,none,Carlos,5,17,33.6,31.5,32.6,CH,25,LC-102 13-15E,13-15E,large,12,LCOR-079,1657594530,0.004372777,4.372776715,29.94563336,A_2000,1958.058,1775.232111,180.1148563,198.6643511,0.363264734,1.923369377,0.329009984,0.208439055,241.752351,28.07504256,28.07504256,3.811472769,67.36775532,2.504973684,3.718357057,1.306499085,-192.8394531,-43.94937489,-4.974028835,-0.010505846,0,0,1,0,25922.14719,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.2567,29.94563336,#DIV/0!,0.023742695,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.05,1261.2567,0.840809773,0.161162862,6,0.5,0: Broadleaf,2,1657594530,1958.058,2000.05,24.6893,20.0386,1954.1,23.7847,550.216,101.36,0.0998909,27.6512,27.683,999.9,0,0,5018.12,0,1438.82,,
16,1657595194,2195.1,20220711 22:06:33,10:06:33 AM,7 11 10,23.25,1.135,none,Carlos,6,23,25.7,27.9,26.8,CH,25,LC-102 16-20,16-20,large,13,LCOR-106,1657595194,0.003393563,3.393563181,18.29400383,A_410,388.611,265.5023735,26.93042985,39.41758085,0.26891485,1.918592022,0.249593451,0.157616017,241.774257,28.04883878,28.04883878,3.805657521,67.98986154,2.469209259,3.63173156,1.336448262,-149.6561363,-82.78314807,-9.372363819,-0.037391158,0,0,1,0,25837.79999,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.3665,18.29400383,#DIV/0!,0.014503321,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.18,1261.3665,0.840810103,0.161163498,6,0.5,0: Broadleaf,2,1657595194,388.611,409.997,24.3435,20.7332,385.421,23.5435,550.251,101.332,0.099974,27.2485,27.2665,999.9,0,0,4999.38,0,1706,,
17,1657595405,2406.1,20220711 22:10:04,10:10:04 AM,7 11 10,23.25,1.135,none,Carlos,6,23,25.7,27.9,26.8,CH,25,LC-102 16-20,16-20,large,13,LCOR-106,1657595405,0.003502022,3.502022432,18.1790352,A_400a,378.715,264.949266,26.87272258,38.41151661,0.290974767,1.921339723,0.268524806,0.16970047,241.737987,27.6723483,27.6723483,3.722955713,68.52596163,2.44037859,3.561246763,1.282577123,-154.4391893,-78.49004447,-8.842193117,-0.033439858,0,0,1,0,25936.02239,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.1811,18.1790352,#DIV/0!,0.014414294,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.96,1261.1811,0.840809822,0.161162956,6,0.5,0: Broadleaf,2,1657595405,378.715,399.984,24.0607,20.3339,375.578,23.1545,550.246,101.326,0.0999182,26.9146,27.0016,999.9,0,0,5011.25,0,1720.84,,
18,1657595480,2481.6,20220711 22:11:20,10:11:20 AM,7 11 10,23.25,1.135,none,Carlos,6,23,25.7,27.9,26.8,CH,25,LC-102 16-20,16-20,large,13,LCOR-106,1657595480,0.003713398,3.713398334,13.11915035,A_300,284.524,205.2048166,20.8128927,28.85783862,0.304141468,1.92340416,0.279729143,0.176860488,241.745967,27.43945594,27.43945594,3.672586297,67.03913766,2.36625473,3.529661646,1.306331567,-163.7608665,-70.13443498,-7.877275692,-0.026610192,0,0,1,0,26001.21251,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.2231,13.11915035,#DIV/0!,0.010401927,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.01,1261.2231,0.840809795,0.161162904,6,0.5,0: Broadleaf,2,1657595480,284.524,299.985,23.3301,19.3745,281.509,22.4475,550.121,101.325,0.0999716,26.7631,26.8754,999.9,0,0,5020,0,1715.57,,
19,1657595586,2587.6,20220711 22:13:06,10:13:06 AM,7 11 10,23.25,1.135,none,Carlos,6,23,25.7,27.9,26.8,CH,25,LC-102 16-20,16-20,large,13,LCOR-106,1657595586,0.003655943,3.655943313,7.841701389,A_200,190.691,142.5721319,14.46205161,19.34307251,0.301921234,1.91820409,0.277789252,0.175625431,241.75728,27.43265307,27.43265307,3.671123972,67.43434368,2.375922222,3.523311851,1.29520175,-161.2271001,-72.40578254,-8.152908683,-0.028511349,0,0,1,0,25872.30397,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.2744,7.841701389,#DIV/0!,0.006217284,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.07,1261.2744,0.840810362,0.161163999,6,0.5,0: Broadleaf,2,1657595586,190.691,200.004,23.4227,19.5287,187.892,22.5371,550.125,101.337,0.0997354,26.7325,26.9133,999.9,0,0,4997.5,0,1734.63,,
20,1657595679,2680.6,20220711 22:14:39,10:14:39 AM,7 11 10,23.25,1.135,none,Carlos,6,23,25.7,27.9,26.8,CH,25,LC-102 16-20,16-20,large,13,LCOR-106,1657595679,0.003669535,3.669535226,2.342142578,A_100,97.0436,81.88922693,8.307436057,9.84480538,0.303031435,1.916539345,0.278710007,0.176215982,241.733778,27.42308318,27.42308318,3.669067719,67.37502058,2.373175575,3.52233744,1.295892144,-161.8265035,-71.83976563,-8.095623825,-0.028114924,0,0,1,0,25830.35558,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.1562,2.342142578,#DIV/0!,0.001857139,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.93,1261.1562,0.840810038,0.161163373,6,0.5,0: Broadleaf,2,1657595679,97.0436,99.9858,23.3932,19.4855,94.4536,22.5085,550.251,101.347,0.10024,26.7278,26.8333,999.9,0,0,4990,0,1750.06,,
21,1657595785,2786.1,20220711 22:16:24,10:16:24 AM,7 11 10,23.25,1.135,none,Carlos,6,23,25.7,27.9,26.8,CH,25,LC-102 16-20,16-20,large,13,LCOR-106,1657595785,0.003798397,3.798396986,-0.589115768,A_50,50.4421,52.57762173,5.333687571,5.11705157,0.317865535,1.920513599,0.291266939,0.18424578,241.763085,27.39887209,27.39887209,3.663870039,67.47472133,2.380354505,3.527772265,1.283515534,-167.5093071,-66.76923654,-7.508728689,-0.024187323,0,0,1,0,25928.37779,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.3077,-0.589115768,#DIV/0!,-0.000467067,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.11,1261.3077,0.840810141,0.161163571,6,0.5,0: Broadleaf,2,1657595785,50.4421,50.0087,23.4647,19.4206,47.8651,22.5778,550.323,101.344,0.100063,26.754,26.8965,999.9,0,0,5006.88,0,1750.99,,
22,1657595890,2891.1,20220711 22:18:09,10:18:09 AM,7 11 10,23.25,1.135,none,Carlos,6,23,25.7,27.9,26.8,CH,25,LC-102 16-20,16-20,large,13,LCOR-106,1657595890,0.003647535,3.647534895,-3.420339558,A_0,6.97845,26.3836147,2.67609645,0.707825879,0.297281173,1.920496564,0.273880024,0.173123751,241.768452,27.57392062,27.57392062,3.701594935,67.31949751,2.391319409,3.552194383,1.310275526,-160.8562889,-72.74780116,-8.193101386,-0.028739404,0,0,1,0,25918.36338,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.3332,-3.420339558,#DIV/0!,-0.002711686,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.14,1261.3332,0.840810324,0.161163926,6,0.5,0: Broadleaf,2,1657595890,6.97845,3.27648,23.576,19.6923,4.31745,22.81,550.229,101.33,0.100243,26.8713,27.0573,999.9,0,0,5007.5,0,1758.16,,
23,1657595993,2994.1,20220711 22:19:52,10:19:52 AM,7 11 10,23.25,1.135,none,Carlos,6,23,25.7,27.9,26.8,CH,25,LC-102 16-20,16-20,large,13,LCOR-106,1657595993,0.00389909,3.89908965,17.26022965,A_400b,379.743,280.2698647,28.42623734,38.51525264,0.322118711,1.90943446,0.29469237,0.186451892,241.739583,27.50147815,27.50147815,3.685941866,67.03474229,2.384145692,3.556582171,1.301796174,-171.9498536,-62.70966986,-7.101661621,-0.021602062,0,0,1,0,25638.21889,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.1895,17.26022965,#DIV/0!,0.013685675,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.97,1261.1895,0.840809816,0.161162945,6,0.5,0: Broadleaf,2,1657595993,379.743,400.173,23.5066,19.356,376.398,22.6188,550.393,101.324,0.100523,26.8923,27.0118,999.9,0,0,4961.25,0,1763.37,,
24,1657596090,3091.5,20220711 22:21:30,10:21:30 AM,7 11 10,23.25,1.135,none,Carlos,6,23,25.7,27.9,26.8,CH,25,LC-102 16-20,16-20,large,13,LCOR-106,1657596090,0.003876693,3.876693428,16.94844217,A_400c,380.017,281.9123451,28.59151869,38.54128188,0.320772094,1.924678349,0.293760291,0.185837163,241.742337,27.65083316,27.65083316,3.718277332,67.47508921,2.420365362,3.587050259,1.29791197,-170.9621802,-63.64144734,-7.160628642,-0.021919146,0,0,1,0,26009.72721,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.1985,16.94844217,#DIV/0!,0.013438362,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.98,1261.1985,0.840810211,0.161163707,6,0.5,0: Broadleaf,2,1657596090,380.017,400.109,23.8648,19.7375,376.707,22.9654,550.119,101.32,0.0998888,27.0375,27.0712,999.9,0,0,5025.62,0,1771.05,,
25,1657596166,3167,20220711 22:22:45,10:22:45 AM,7 11 10,23.25,1.135,none,Carlos,6,23,25.7,27.9,26.8,CH,25,LC-102 16-20,16-20,large,13,LCOR-106,1657596166,0.003770874,3.770874082,21.89633699,A_600,573.743,439.281132,44.54913328,58.18541138,0.304580763,1.915706567,0.280011037,0.177048933,241.733778,27.75091037,27.75091037,3.740082367,67.12302373,2.415806624,3.599073001,1.324275742,-166.295547,-67.79378195,-7.669567212,-0.025118172,0,0,1,0,25779.15078,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.1562,21.89633699,#DIV/0!,0.017362113,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.93,1261.1562,0.840810038,0.161163373,6,0.5,0: Broadleaf,2,1657596166,573.743,599.983,23.8213,19.8067,569.939,22.9233,550.149,101.314,0.099719,27.0945,27.0806,999.9,0,0,4988.12,0,1773.66,,
26,1657596265,3266,20220711 22:24:24,10:24:24 AM,7 11 10,23.25,1.135,none,Carlos,6,23,25.7,27.9,26.8,CH,25,LC-102 16-20,16-20,large,13,LCOR-106,1657596265,0.003932572,3.932571657,23.24275085,A_800,771.369,632.8646807,64.17825478,78.22385688,0.324348688,1.923363169,0.296741744,0.18774776,241.750317,27.86477238,27.86477238,3.765026476,67.70610523,2.462365717,3.636844431,1.302660758,-173.4264101,-61.41411756,-6.930260064,-0.020470713,0,0,1,0,25956.7048,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.2405,23.24275085,#DIV/0!,0.018428484,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.03,1261.2405,0.840810184,0.161163655,6,0.5,0: Broadleaf,2,1657596265,771.369,800.025,24.2815,20.0969,767.329,23.3685,550.172,101.309,0.100127,27.2725,27.2742,999.9,0,0,5020.62,0,1782.35,,
27,1657596371,3372.5,20220711 22:26:11,10:26:11 AM,7 11 10,23.25,1.135,none,Carlos,6,23,25.7,27.9,26.8,CH,25,LC-102 16-20,16-20,large,13,LCOR-106,1657596371,0.003967631,3.967631409,23.3937608,A_1000,970.294,829.3741605,84.10840777,98.39935616,0.331193752,1.913900887,0.302335707,0.191342616,241.746984,27.82123103,27.82123103,3.755470648,67.92056491,2.465434793,3.629879694,1.290035854,-174.9725451,-59.9933468,-6.800815449,-0.019723384,0,0,1,0,25721.33799,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.2312,23.3937608,#DIV/0!,0.018548352,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.02,1261.2312,0.840809589,0.161162507,6,0.5,0: Broadleaf,2,1657596371,970.294,1000.01,24.3111,20.0886,966.277,23.3972,550.078,101.312,0.099898,27.2398,27.2588,999.9,0,0,4980.62,0,1790.73,,
28,1657596472,3473,20220711 22:27:51,10:27:51 AM,7 11 10,23.25,1.135,none,Carlos,6,23,25.7,27.9,26.8,CH,25,LC-102 16-20,16-20,large,13,LCOR-106,1657596472,0.00409918,4.099180367,23.7515459,A_1200,1168.988,1024.012186,103.8430081,118.5447127,0.337683221,1.917717153,0.307791845,0.19483455,241.766715,27.7575455,27.7575455,3.74153198,67.05061591,2.432087885,3.627241677,1.309444095,-180.7738542,-54.81066572,-6.198589303,-0.016394188,0,0,1,0,25818.55952,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.3323,23.7515459,#DIV/0!,0.018830522,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.14,1261.3323,0.840809724,0.161162768,6,0.5,0: Broadleaf,2,1657596472,1168.988,1200.11,23.9832,19.6209,1164.91,23.0799,550.288,101.308,0.0999808,27.2274,27.2227,999.9,0,0,4996.88,0,1793.05,,
29,1657596583,3584,20220711 22:29:42,10:29:42 AM,7 11 10,23.25,1.135,none,Carlos,6,23,25.7,27.9,26.8,CH,25,LC-102 16-20,16-20,large,13,LCOR-106,1657596583,0.00389253,3.89253049,24.56473448,A_1500,1466.898,1303.13784,132.1459352,148.7521904,0.315408748,1.920808331,0.289205245,0.182925804,241.73697,27.86719829,27.86719829,3.765559504,67.21231886,2.442473937,3.633967668,1.323085567,-171.6605946,-62.98174215,-7.116218456,-0.021585233,0,0,1,0,25893.69577,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.173,24.56473448,#DIV/0!,0.019477688,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.95,1261.173,0.840810027,0.161163352,6,0.5,0: Broadleaf,2,1657596583,1466.898,1499.92,24.0861,19.9426,1462.95,23.3131,550.082,101.306,0.0999535,27.259,27.2726,999.9,0,0,5010,0,1797.61,,
30,1657596693,3694.5,20220711 22:31:33,10:31:33 AM,7 11 10,23.25,1.135,none,Carlos,6,23,25.7,27.9,26.8,CH,25,LC-102 16-20,16-20,large,13,LCOR-106,1657596693,0.004102591,4.102591214,24.73352732,A_2000,1964.237,1797.175435,182.255263,199.1973205,0.336649398,1.911523435,0.306844982,0.194235557,241.740741,28.08437478,28.08437478,3.813545684,67.61149045,2.499847844,3.697371301,1.31369784,-180.9242726,-54.61604821,-6.216839548,-0.016419312,0,0,1,0,25634.68952,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.1901,24.73352732,#DIV/0!,0.01961126,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.97,1261.1901,0.840810216,0.161163717,6,0.5,0: Broadleaf,2,1657596693,1964.237,2000,24.6504,20.2864,1960.17,23.7271,550.155,101.312,0.10006,27.5544,27.5905,999.9,0,0,4970.62,0,1807.98,,
31,1657598092,5093.6,20220711 22:54:52,10:54:52 AM,7 11 10,23.25,1.135,none,Carlos,7,48,33.6,34.3,33.9,CH,25,LC-102 16-20,16-20,small,14,LCOR-509,1657598092,0.003448472,3.448471724,20.6249547,A_410,386.111,251.3082098,25.48339389,39.1527945,0.275306481,1.924034948,0.255145385,0.161154051,241.743792,28.27605803,28.27605803,3.856341359,68.62008108,2.528959157,3.685450552,1.327382202,-152.077603,-80.5823742,-9.119101096,-0.035286307,0,0,1,0,25954.25499,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.2144,20.6249547,#DIV/0!,0.01635325,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500,1261.2144,0.8408096,0.161162528,6,0.5,0: Broadleaf,2,1657598092,386.111,410.056,24.9397,21.2727,382.474,24.1087,550.172,101.303,0.0999502,27.4992,28.0547,999.9,0,0,5023.75,0,1576.39,,
32,1657598295,5296.1,20220711 22:58:14,10:58:14 AM,7 11 10,23.25,1.135,none,Carlos,7,48,33.6,34.3,33.9,CH,25,LC-102 16-20,16-20,small,14,LCOR-509,1657598295,0.003729662,3.729661737,20.42546902,A_400a,376.226,255.5854907,25.91741308,38.15085366,0.308343968,1.914551254,0.283176345,0.179074929,241.737549,28.30555422,28.30555422,3.862963805,69.18222213,2.569751926,3.714468612,1.293211879,-164.4780826,-69.3882574,-7.897649904,-0.026440914,0,0,1,0,25704.32655,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.1733,20.42546902,#DIV/0!,0.016195608,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.95,1261.1733,0.840810227,0.161163738,6,0.5,0: Broadleaf,2,1657598295,376.226,400.03,25.3417,21.3776,372.648,24.3772,550.21,101.304,0.100086,27.6333,28.2291,999.9,0,0,4983.75,0,1585.8,,
33,1657598370,5371.6,20220711 22:59:30,10:59:30 AM,7 11 10,23.25,1.135,none,Carlos,7,48,33.6,34.3,33.9,CH,25,LC-102 16-20,16-20,small,14,LCOR-509,1657598370,0.003755461,3.755461213,14.83733629,A_300,282.722,196.3331815,19.90868176,28.66872671,0.314038255,1.917212123,0.288007512,0.182163307,241.740741,28.18033328,28.18033328,3.834917538,69.22972348,2.554339926,3.689657849,1.280577611,-165.6158395,-68.38690554,-7.763587879,-0.025591923,0,0,1,0,25781.03848,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.1901,14.83733629,#DIV/0!,0.011764552,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.97,1261.1901,0.840810216,0.161163717,6,0.5,0: Broadleaf,2,1657598370,282.722,300.064,25.1901,21.197,279.312,24.2305,550.078,101.303,0.0995322,27.5187,28.0972,999.9,0,0,4995,0,1596.9,,
