obs,time,elapsed,date,hhmmss,averaging,SPAD,Midday_WP,ID,Leaf,Response_curve,A,Ca,Qin,TIME,E,Emm,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
68,1692986253,7729.5,20230825 10:57:33,10:57:33,5,,,LCOR-303,3,Q,-0.922855315,95.34168065,99.99878065,1692986245,0.001181866,1.181866032,109.4656068,11.05020178,9.624436755,0.092184844,2.943971837,0.090610729,0.056770895,16.51045225,28.12315188,27.91399355,3.77585437,64.62030494,2.500101316,3.868909808,1.275753054,-52.12029203,66.34406521,4.918261508,35.65248694,-0.922855315,1.181866032,-0.222480226,96.08426528,96.86817212,-0.123610895,67.08556184,1.182849538,23.59667561,24.75299515,-0.000527169,78.55,0,0,1,0,53077.93289,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,84.28428499,-0.922855315,#DIV/0!,-0.010949317,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,84.28428499,0.842853127,0.165106536,6,0.5,0: Broadleaf,2,FALSE,1692986245,95.34168065,94.53152581,24.76652581,23.61395806,96.59168065,24.50352581,600.0143548,100.8468065,0.099985023,28.332,27.91399355,999.9,0,0,9997.782903,0,852.9448387,99.99878065,0.899900935,0.100098974,0,706.9419355,5.00022,1484.795484,875.7810323,34.85258065,40.82645161,37.17922581,37.81225806,37.56606452,85.4883871,9.510322581,0,1692986255,0,707.25344,21.15223079,36.36461547,1485.2532,15,1692986275,10:57:55,1692986274,1692986275,69,0.008,0,-1.25,0.263,91,23,0.68,0.13,100,100,-1.25,0.263,-1.315460317,0.000439478,2.00E-06,-3.80E-10,0.262495238,0,0,0,23,2006,0,18,1.1,1,0.377197,0,1.39771,2.26685,1.39526,2.66968,41.4041,14.7274,18,609.279,334.095,26.9988,31.4419,30.0006,31.0827,31.4289,100,10.4247,76,27,2000,23.3717,97.9897,92.4236
69,1692986336,7812.5,20230825 10:58:56,10:58:56,5,,,LCOR-303,3,Q,-1.227336333,86.8440871,49.98766452,1692986328,0.001242192,1.242191974,105.6606008,10.66661062,8.767052757,0.095649476,2.944647527,0.093956369,0.058872353,8.238173842,28.08674486,27.87765806,3.767858506,63.85447822,2.474447068,3.875134738,1.293411438,-54.78066604,76.51684935,5.670850862,35.64520801,-1.227336333,1.242191974,-0.882322836,87.11294127,88.41078303,-0.087670102,67.10595957,1.2387251,23.28881676,24.49862909,-0.000275219,78.55,0,0,1,0,53092.72578,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,42.1244271,-1.227336333,#DIV/0!,-0.029135977,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,42.1244271,0.842696443,0.164804136,6,0.5,0: Broadleaf,2,FALSE,1692986328,86.8440871,85.72464194,24.5112129,23.29948387,88.2540871,24.2552129,600.0075806,100.8516129,0.100024103,28.35964839,27.87765806,999.9,0,0,10001.14774,0,861.2306452,49.98766452,0.900112355,0.099887581,0,703.7604839,5.00022,1135.660323,414.762,35.399,41.85864516,37.661,40.15890323,38.25183871,40.49387097,4.492903226,0,1692986338,0,703.80888,6.482000022,-13.75846155,1135.6624,15,1692986361,10:59:20,1692986359,1692986361,70,-0.153,-0.007,-1.41,0.256,83,23,1.31,0.17,100,100,-1.41,0.256,-1.307686833,0.000439478,2.00E-06,-3.80E-10,0.262845,0,0,0,23,2006,0,18,1,1,0.356445,0,1.39771,2.26685,1.39526,2.62329,41.5605,14.7099,18,609.443,333.634,27.0003,31.5633,30.0008,31.1994,31.5458,100,9.98363,72.9483,27,2000,23.42,97.975,92.4139
70,1692986422,7898,20230825 11:00:21,11:00:21,5,,,LCOR-303,3,Q,-2.116241277,78.96396774,0.00500022,1692986414,0.001282985,1.282984682,111.7656906,11.28302054,7.971606181,0.098808274,2.94465103,0.097002631,0.060786126,3.99E-05,27.94986813,27.75104516,3.740111811,63.40205228,2.445793948,3.857594289,1.294317863,-56.57962449,84.23331307,6.236369258,33.89009774,-2.116241277,1.282984682,-1.422364796,78.17237427,80.12538364,-0.110505062,67.08629554,1.272437513,22.95252375,24.22074061,-0.005052087,78.55,0,0,1,0,53106.5925,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.000210018,-2.116241277,#DIV/0!,-10076.45267,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.000210018,0.042001848,0.007980351,6,0.5,0: Broadleaf,2,FALSE,1692986414,78.96396774,76.94906452,24.2271871,22.97530323,80.30596774,23.9961871,600.0084839,100.8524839,0.099968358,28.28164194,27.75104516,999.9,0,0,10001.08129,0,865.5083226,0.00500022,0,0,0,619.8225806,0.00500022,792.2258065,0.232258065,34.42109677,40.55816129,36.50377419,38.38280645,37.08445161,0,0,0,1692986424,0,620,1.746153566,-3.407692462,791.764,15,1692986440,11:00:39,1692986439,1692986440,71,0.074,-0.024,-1.342,0.231,75,23,0.84,0.08,100,100,-1.342,0.231,-1.460772166,0.000439478,2.00E-06,-3.80E-10,0.2556,0,0,0,23,2006,0,18,1.1,1,0.335693,0,1.39771,2.26685,1.39526,2.54028,41.6912,14.6924,18,609.323,333.315,27.0008,31.6703,30.0005,31.3024,31.6458,100,10.9102,69.4731,27,2000,23.079,97.9548,92.4083
71,1692986606,8082.5,20230825 11:03:26,11:03:26,5,,,LCOR-303,3,CO2,7.576291858,392.0347667,1499.993,1692986598,0.001082877,1.082877163,235.2363412,23.74867283,39.57851649,0.08184213,2.945242852,0.080599376,0.050484695,241.7363634,29.67823767,28.91590333,4.002243112,68.70961569,2.69082147,3.916222559,1.311421643,-47.75488288,-59.5005738,-4.43568393,130.0452227,7.576291858,1.082877163,7.829433991,410.5512576,402.4534788,0.014029097,67.08706014,1.059407977,25.58972403,26.59992909,0.003983571,78.55,0,0,1,0,53078.09652,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.20525,7.576291858,#DIV/0!,0.006007184,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.20525,0.840807424,0.161158328,6,0.5,0: Broadleaf,2,FALSE,1692986598,392.0347667,400.0351667,26.65323667,25.59927667,392.7217667,26.33623667,600.0313,100.8566,0.100049407,28.54117667,28.91590333,999.9,0,0,10004.03833,0,878.9831333,1499.993,0.972995933,0.027003807,0,650.6358667,5.00022,10790.68667,14099.13333,33.94966667,38.2872,34.7416,36.31646667,36.0914,1454.622,40.371,0,1692986608,0,650.5442308,-31.78529916,-462.0410259,10789.40385,15,1692986631,11:03:50,1692986631,1692986630,72,0.227,0.086,-0.687,0.317,400,26,0.43,0.15,100,100,-0.687,0.317,-1.386657645,0.000439478,2.00E-06,-3.80E-10,0.231335,0,0,0,23,2006,0,18,2.8,2.8,1.07056,2.58667,1.39771,2.26807,1.39526,2.54028,41.8223,14.6136,18,611.918,335.358,27.0006,31.8408,30.0004,31.4871,31.8322,21.4433,0,63.7067,27,400,26.2502,97.9287,92.3632
72,1692986707,8183,20230825 11:05:06,11:05:06,5,,,LCOR-303,3,CO2,5.913814816,293.7370323,1499.868387,1692986699,0.001249936,1.249935658,186.2316208,18.80132042,29.65470653,0.093880313,2.944759515,0.092248744,0.057799693,241.7159311,29.75953287,29.01856774,4.026095915,68.54297055,2.703764965,3.944627644,1.322330951,-55.12216251,-56.02002073,-4.181618245,126.3921296,5.913814816,1.249935658,5.885276343,307.9323022,301.8787455,0.00310802,67.09177512,1.26175363,25.57421889,26.80187455,4.98E-05,78.55,0,0,1,0,53042.20828,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.100293,5.913814816,#DIV/0!,0.004689409,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.100293,0.840807303,0.161158094,6,0.5,0: Broadleaf,2,FALSE,1692986699,293.7370323,300.0179032,26.78144516,25.56500323,294.6770323,26.47544516,600.0091935,100.8566774,0.0999718,28.66570323,29.01856774,999.9,0,0,10001.28226,0,888.282,1499.868387,0.972999677,0.027000552,0,615.092129,5.00022,10287.78387,14097.94839,34.51587097,38.09051613,35.05016129,36.25980645,36.5803871,1454.507097,40.3616129,0,1692986709,0,614.912,-14.32205126,-143.6102562,10285.99231,15,1692986731,11:05:31,1692986731,1692986726,73,-0.083,-0.011,-0.94,0.306,300,26,0.52,0.09,100,100,-0.94,0.306,-1.159596794,0.000439478,2.00E-06,-3.80E-10,0.317271429,0,0,0,23,2006,0,18,1.3,1.3,0.852051,2.59888,1.39771,2.26807,1.39526,2.56104,41.9802,14.5961,18,612.073,335.176,27.0008,31.9359,30.0004,31.5886,31.9337,17.0834,0,62.9501,27,300,27.1135,97.9114,92.3469
73,1692986807,8283.5,20230825 11:06:47,11:06:47,5,,,LCOR-303,3,CO2,3.513060729,196.2276774,1499.955484,1692986799,0.001306129,1.306129376,133.6093587,13.48839508,19.8099629,0.096755818,2.944250968,0.09502347,0.05954273,241.7297772,29.88160719,29.12085806,4.049984991,68.12922888,2.708789736,3.975958308,1.341195255,-57.60030547,-50.58842109,-3.781310758,129.7597399,3.513060729,1.306129376,3.360380567,205.28188,201.814297,0.004248309,67.10806135,1.319246098,25.56430842,26.84773576,7.37E-05,78.55,0,0,1,0,53003.46813,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.173426,3.513060729,#DIV/0!,0.002785549,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.173426,0.840807237,0.161157968,6,0.5,0: Broadleaf,2,FALSE,1692986799,196.2276774,199.997,26.83192903,25.56085806,197.4166774,26.52492903,600.005871,100.8539355,0.100033684,28.80215161,29.12085806,999.9,0,0,9998.662903,0,893.6476129,1499.955484,0.973002355,0.026997326,0,592.4370323,5.00022,10021.83871,14098.80323,36.67709677,40.28603226,36.96745161,38.84851613,38.54809677,1454.594194,40.36064516,0,1692986809,0,592.34044,-8.41376924,-113.2615385,10020.512,15,1692986838,11:07:18,1692986838,1692986829,74,-0.113,0.002,-1.189,0.307,200,26,1.42,0.13,100,100,-1.189,0.307,-1.242700775,0.000439478,2.00E-06,-3.80E-10,0.305915,0,0,0,23,2006,0,18,1.3,1.4,0.625,2.61108,1.39771,2.26807,1.39526,2.62939,42.1121,14.5786,18,612.227,334.584,27.0009,32.0193,30.0003,31.6746,32.0191,12.5238,0,63.3236,27,200,28.7325,97.8989,92.3367
74,1692986914,8390.5,20230825 11:08:34,11:08:34,5,,,LCOR-303,3,CO2,0.889516874,98.98535484,1500.033226,1692986906,0.001187164,1.187164343,80.24383265,8.100740539,9.992726546,0.086205152,2.944221084,0.084827097,0.053138913,241.7422217,30.19127844,29.3944,4.114476674,68.04948819,2.749680969,4.040707789,1.364795704,-52.35394755,-49.71438693,-3.726227145,135.9476601,0.889516874,1.187164343,0.805356928,102.6770962,101.7957939,0.012111623,67.14061002,1.249084596,26.1334865,27.29307212,0.010539983,78.55,0,0,1,0,52953.59241,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.238748,0.889516874,#DIV/0!,0.000705272,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.238748,0.840807208,0.161157911,6,0.5,0: Broadleaf,2,FALSE,1692986906,98.98535484,99.99236129,27.23762581,26.08282258,100.2643548,26.90962581,600.0132903,100.8515484,0.100017248,29.08119677,29.3944,999.9,0,0,9998.729677,0,892.4589032,1500.033226,0.973002613,0.026997148,0,577.5834839,5.00022,9862.466452,14099.54516,38.76596774,42.00377419,38.89096774,41.37064516,40.56222581,1454.671613,40.36129032,0,1692986916,0,577.53524,-5.613846146,-55.28615381,9861.9416,15,1692986937,11:08:57,1692986931,1692986937,75,0.012,0.02,-1.279,0.328,100,26,0.45,0.19,100,100,-1.279,0.328,-1.355016148,0.000439478,2.00E-06,-3.80E-10,0.307445,0,0,0,23,2006,0,18,1.3,1.4,0.388184,2.62939,1.39771,2.26685,1.39526,2.49512,42.218,14.5436,18,612.367,334.317,27.0018,32.1098,30.0004,31.7693,32.1154,7.80952,0,74.522,27,100,32.2318,97.8814,92.3203
75,1692987013,8489.5,20230825 11:10:13,11:10:13,5,,,LCOR-303,3,CO2,-0.366750164,50.29755806,1500.021613,1692987005,0.001079723,1.079722876,56.5042083,5.704529233,5.077920724,0.080718208,2.944462648,0.079508767,0.049800133,241.7402931,30.44522921,29.65345484,4.176376379,69.69125608,2.853109962,4.093928166,1.323266417,-47.61577881,-54.89345082,-4.123995753,135.1070677,-0.366750164,1.079722876,-0.490141158,51.38853635,51.83155697,0.013560683,67.08954698,1.092421846,27.261469,28.29368364,0.005573195,78.55,0,0,1,0,52921.02425,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.228955,-0.366750164,#DIV/0!,-0.000290788,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.228955,0.840807188,0.161157873,6,0.5,0: Broadleaf,2,FALSE,1692987005,50.29755806,49.98512581,28.26047742,27.21130323,51.66355806,27.90447742,600.020129,100.8575161,0.100083397,29.30765161,29.65345484,999.9,0,0,9999.51129,0,894.1546129,1500.021613,0.973004129,0.026995623,0,573.0217097,5.00022,9762.983871,14099.43871,37.91909677,41.03203226,38.2256129,39.19732258,39.84848387,1454.661613,40.36,0,1692987015,0,573.0072308,-2.713641032,-18.92205128,9762.791923,15,1692987041,11:10:40,1692987041,1692987038,76,-0.051,0.028,-1.366,0.356,50,27,0.54,0.13,100,100,-1.366,0.356,-1.343515732,0.000439478,2.00E-06,-3.80E-10,0.327685,0,0,0,23,2006,0,18,1.4,1.3,0.272217,2.66113,1.39771,2.26807,1.39526,2.64526,42.2445,14.5261,18,613.525,334.704,27.0011,32.2243,30.0007,31.879,32.2275,5.47564,0,92.2664,27,50,34.115,97.8681,92.2977
76,1692987117,8593,20230825 11:11:56,11:11:56,5,,,LCOR-303,3,CO2,-1.971943408,0.288438387,1500.023226,1692987109,0.000822248,0.822248147,47.78839289,4.824620446,0.029120162,0.06646301,2.944848384,0.065640792,0.041098521,241.7405318,30.52104691,29.71885484,4.192131077,72.56447309,2.972355532,4.096158086,1.219775545,-36.26114328,-63.78622999,-4.793237225,136.8999213,-1.971943408,0.822248147,-1.880667991,-1.726192645,0.185833055,0.005385207,67.08995964,0.884218925,28.66271822,29.47341818,0.009042545,78.55,0,0,1,0,52930.51656,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.2303,-1.971943408,#DIV/0!,-0.001563508,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.2303,0.840807181,0.161157859,6,0.5,0: Broadleaf,2,FALSE,1692987109,0.288438387,-1.683320645,29.44150645,28.64344516,1.554438387,29.05050645,599.9839355,100.8580645,0.0999329,29.31708387,29.71885484,999.9,0,0,10001.65,0,902.3823871,1500.023226,0.973006677,0.02699361,0,572.0839032,5.00022,9713.169355,14099.46774,37.028,40.30606452,37.48170968,37.647,38.98164516,1454.663548,40.35967742,0,1692987118,0,572.05308,-0.067230777,-15.406923,9712.9784,15,1692987137,11:12:16,1692987134,1692987137,77,0.128,0.035,-1.266,0.391,-2,29,0.76,0.13,100,100,-1.266,0.391,-1.394066442,0.000439478,2.00E-06,-3.80E-10,0.35599,0,0,0,23,2006,0,18,1.3,1.3,0.032959,4.99756,1.39771,2.27417,1.39526,2.67578,42.2445,14.491,18,614.221,336.91,26.9994,32.3577,30.0006,32.0061,32.3534,0,0,100,27,0,31.3562,97.8389,92.2543
77,1692987213,8689,20230825 11:13:32,11:13:32,5,,,LCOR-303,3,CO2,8.134799796,391.5293226,1500,1692987205,0.002045971,2.045970622,303.4562922,30.6368371,39.52865828,0.164972132,2.944828247,0.16000445,0.100436647,241.7374227,30.06927243,29.4936,4.138084804,71.15965402,2.89206501,4.064192062,1.246019794,-90.22730442,-49.55870768,-3.717469974,98.23394059,8.134799796,2.045970622,9.004413929,411.3025754,402.3792121,-0.07292546,67.12347692,1.790265831,26.45985945,28.40022121,-0.038264173,78.55,0,0,1,0,52953.72695,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.2111,8.134799796,#DIV/0!,0.006449991,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.2111,0.8408074,0.161158282,6,0.5,0: Broadleaf,2,FALSE,1692987205,391.5293226,400.464871,28.64575484,26.65846129,392.1353226,28.33475484,600.0207419,100.8595806,0.100056342,29.18144194,29.4936,999.9,0,0,10001.38516,0,899.8169032,1500,0.972997968,0.027001977,0,569.1028387,5.00022,9654.161935,14099.19355,36.47358065,39.774,36.86870968,37.687,38.49370968,1454.63,40.37,0,1692987214,0,569.00072,-6.63530772,-138.1007694,9652.1344,15,1692987242,11:14:01,1692987233,1692987242,78,0.188,-0.08,-0.606,0.311,401,26,0.7,0.08,100,100,-0.606,0.311,-1.265956447,0.000439478,2.00E-06,-3.80E-10,0.39095,0,0,0,23,2006,0,18,1.3,1.3,1.07544,2.65259,1.39771,2.27173,1.39526,2.6001,42.3241,14.4735,18,613.272,335.026,26.9989,32.4698,30.0003,32.1096,32.452,21.5409,5.62573,98.0684,27,400,26.5784,97.824,92.2612
78,1692987318,8794.1,20230825 11:15:17,11:15:17,5,,,LCOR-303,3,CO2,8.898717143,390.6651667,1499.994333,1692987310,0.001291544,1.291543654,240.0164742,24.23196562,39.44139633,0.100438178,2.944506854,0.09857299,0.061772813,241.7358814,30.18471384,29.4211,4.1208193,70.2909291,2.843630933,4.045516212,1.277188368,-56.95707515,-50.69286077,-3.800088975,130.2858565,8.898717143,1.291543654,8.818965744,411.1016361,402.0365455,0.000507619,67.11250238,1.264652599,26.88085312,28.12729758,-0.003305547,78.55,0,0,1,0,52958.41225,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.20601,8.898717143,#DIV/0!,0.007055721,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.20601,0.840807183,0.161157863,6,0.5,0: Broadleaf,2,FALSE,1692987310,390.6651667,400.0684,28.16603,26.91087,391.3371667,27.83803,600.0028667,100.8596,0.09999326,29.10176333,29.4211,999.9,0,0,9999.556,0,906.4599,1499.994333,0.973003,0.02699683,0,571.3245667,5.00022,9660.222667,14099.18667,35.9538,39.2353,36.3351,37.4412,37.9874,1454.635333,40.359,0,1692987319,0,571.3395385,1.101743604,25.07111112,9660.358846,15,1692987346,11:15:45,1692987344,1692987346,79,-0.066,0.018,-0.672,0.328,400,27,0.69,0.14,100,100,-0.672,0.328,-1.078332363,0.000439478,2.00E-06,-3.80E-10,0.310585,0,0,0,23,2006,0,18,1.4,1.3,1.07178,2.65137,1.39771,2.26807,1.39526,2.5,42.2975,14.4472,18,613.322,334.397,26.9996,32.4829,29.9999,32.1455,32.4878,21.4668,2.07684,95.8023,27,400,26.9419,97.8351,92.2771
79,1692987422,8898.1,20230825 11:17:01,11:17:01,5,,,LCOR-303,3,CO2,13.53050052,585.6937742,1500.000645,1692987414,0.001323181,1.323181299,356.227463,35.9640114,59.13047073,0.100285956,2.9448792,0.098426592,0.061680805,241.7369466,30.15483378,29.44088387,4.125524486,69.66928812,2.814964303,4.04046658,1.310560183,-58.3522953,-57.26936576,-4.292502383,121.8227832,13.53050052,1.323181299,13.73320265,616.4580191,602.3372424,0.002798707,67.08991219,1.351687773,26.6482064,27.92940606,0.006225991,78.55,0,0,1,0,52972.91824,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.211342,13.53050052,#DIV/0!,0.010728179,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.211342,0.8408072,0.161157895,6,0.5,0: Broadleaf,2,FALSE,1692987414,585.6937742,599.9990323,27.88252903,26.59626129,585.8507742,27.57152903,600.0092903,100.858,0.099997742,29.08016452,29.44088387,999.9,0,0,10001.83161,0,915.1272581,1500.000645,0.973003194,0.026996871,0,590.2713226,5.00022,9944.844839,14099.23548,35.7256129,38.96545161,36.07419355,36.49177419,37.73983871,1454.640645,40.36,0,1692987423,0,590.32616,4.848384617,63.46615386,9945.4076,15,1692987453,11:17:33,1692987453,1692987444,80,0.087,-0.017,-0.157,0.311,600,27,0.56,0.15,100,100,-0.157,0.311,-1.14423093,0.000439478,2.00E-06,-3.80E-10,0.32838,0,0,0,23,2006,0,18,1.3,1.3,1.47949,2.65625,1.39771,2.26685,1.39526,2.55249,42.3506,14.421,18,613.867,334.352,26.9995,32.4857,30.0004,32.171,32.5161,29.6161,2.34319,93.9127,27,600,26.6755,97.8355,92.2827
80,1692987529,9005.6,20230825 11:18:49,11:18:49,5,,,LCOR-303,3,CO2,17.45033006,781.4803548,1499.989355,1692987521,0.001327713,1.327713389,484.9097601,48.95762224,78.90008235,0.100276554,2.944944659,0.098417575,0.061675136,241.7351447,30.20608436,29.50842903,4.141624019,69.74483548,2.826582927,4.05274872,1.315041092,-58.55216045,-59.66035107,-4.474278585,119.0483546,17.45033006,1.327713389,17.54858386,821.9685484,803.9840848,-0.010109201,67.14304068,1.253090543,26.7839787,28.00042061,0.000294272,78.55,0,0,1,0,52965.69775,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.201858,17.45033006,#DIV/0!,0.013836271,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.201858,0.840807206,0.161157907,6,0.5,0: Broadleaf,2,FALSE,1692987521,781.4803548,799.9680323,27.99640968,26.70588387,781.1013548,27.66740968,600.0076129,100.8623226,0.100013655,29.13265806,29.50842903,999.9,0,0,10001.77516,0,924.5100968,1499.989355,0.973003968,0.026995926,0,613.0626774,5.00022,10290.63548,14099.13226,35.70732258,38.84451613,36.062,36.87493548,37.625,1454.629355,40.36,0,1692987531,0,613.08536,0.479076937,11.61538459,10290.816,15,1692987556,11:19:16,1692987556,1692987554,81,0.004,0.018,0.379,0.329,800,27,0.25,0.14,100,100,0.379,0.329,-1.057843097,0.000439478,2.00E-06,-3.80E-10,0.311,0,0,0,23,2006,0,18,1.3,1.4,1.86401,2.65137,1.39771,2.26685,1.39526,2.6709,42.3772,14.4035,18,614.034,334.497,27.0009,32.5721,30.0007,32.252,32.5994,37.3481,1.367,92.0352,27,800,26.9547,97.8118,92.2628
81,1692987632,9108.6,20230825 11:20:32,11:20:32,5,,,LCOR-303,3,CO2,19.8973465,978.7584839,1500.01129,1692987624,0.001417381,1.417380757,659.2118856,66.55448521,98.81612947,0.107264573,2.944979957,0.105140453,0.065900124,241.7392236,30.22632867,29.55245806,4.152147895,69.85667143,2.838231926,4.062936105,1.313915969,-62.50649139,-59.75530369,-4.483290961,114.9941375,19.8973465,1.417380757,20.26102336,1027.517539,1006.845273,-0.032271075,67.10717742,1.431778978,26.71727745,28.10964909,-0.000165912,78.55,0,0,1,0,52959.06888,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.220583,19.8973465,#DIV/0!,0.015776262,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.220583,0.840807393,0.161158269,6,0.5,0: Broadleaf,2,FALSE,1692987624,978.7584839,1000.042613,28.11224839,26.73474516,977.6664839,27.80124839,600.0138387,100.8607097,0.099977865,29.17609355,29.55245806,999.9,0,0,10002.13581,0,929.5789032,1500.01129,0.972999194,0.027001184,0,628.7330323,5.00022,10525.12903,14099.30968,35.52587097,38.73780645,35.879,37.022,37.562,1454.641935,40.37,0,1692987634,0,628.7258077,-1.594905976,-53.85641035,10524.72692,15,1692987654,11:20:54,1692987654,1692987652,82,0.095,-0.017,1.092,0.311,1000,27,0.29,0.1,100,100,1.092,0.311,-1.053603304,0.000439478,2.00E-06,-3.80E-10,0.328747619,0,0,0,23,2006,0,18,1.3,1.3,2.23389,2.63916,1.39771,2.26685,1.39526,2.5354,42.4571,14.3772,18,613.679,334.639,26.9992,32.6504,30,32.3154,32.6599,44.7432,2.91185,89.7692,27,1000,26.7597,97.8051,92.2638
