obs,time,elapsed,date,hhmmss,averaging,SPAD,Midday_WP,ID,Leaf number,Response_curve,A,Ca,Qin,TIME,E,Emm,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
38,1693338715,4541.5,20230829 12:51:55,12:51:55,5,,,LCOR-314,9,CO2,24.41226995,773.1055455,1499.891818,1693338712,0.003217734,3.217734237,594.9728116,60.48960098,78.59997138,0.248574265,2.956274761,0.237518982,0.14940166,241.7199463,28.33749308,27.41017273,3.66629528,62.27542409,2.329587324,3.740781148,1.336707956,-141.9020798,54.81612534,4.024986321,158.6589781,24.41226995,3.217734237,24.34040288,816.1650081,791.2418364,0.020129141,67.20302309,3.216348323,19.77006649,22.91229455,8.80E-05,78.55,0,0,1,0,53553.12637,RECT-1159-20230829-12_33_41,8140.83,542.712,2447.22,0.778233261,-1.606148495,RECT-1178-20230829-12_51_57,8171.16,610.10776,787.07,0.224836724,0.5,1261.120118,24.41226995,141.7730577,0.020631198,2.109278717,369.7532924,DARK-1179-20230829-12_52_04,430.4,430.4,0.453161726,0.496151176,0.823152289,0.724192537,0.871694947,0.350009425,0.649990575,1261.120118,0.840807385,0.161158254,6,0.5,0: Broadleaf,2,FALSE,1693338712,773.1055455,800.0058182,22.91370909,19.76966364,772.4855455,22.76970909,599.9920909,101.5678182,0.100022445,27.75410909,27.41017273,999.9,0,0,9996.419091,0,524.2365455,1499.891818,0.972997273,0.027003064,0,610.0921818,5.00022,9573.912727,14098.21818,35.51109091,38.00554545,36.25536364,35.61345455,37.42009091,1454.525455,40.36636364,0,103.4000001,0,610.10776,-0.447692299,85.50769213,9567.9672,15,1693338750,12:52:30,1693338734,1693338750,80,-0.057,0.01,0.62,0.144,800,20,0.29,0.04,100,100,0.62,0.144,-0.675535323,-1.58E-05,2.57E-06,-5.48E-10,0.134642857,0,0,0,21,1995,1,16,1.5,1.3,1.85303,2.64404,1.39771,2.27051,1.39526,2.54272,34.5777,14.6486,18,605.415,380.141,26.9995,26.9294,30.0001,26.7159,27.0626,37.1117,0,100,27,800,23.3099,98.7505,93.3012
39,1693338826,4652.5,20230829 12:53:46,12:53:46,5,,,LCOR-314,9,CO2,25.79849256,971.0962727,1499.957273,1693338823,0.003276028,3.276028012,781.0798652,79.41134808,98.73006278,0.251121152,2.956737267,0.239845367,0.150874243,241.7300244,28.44571469,27.53558182,3.693303635,62.26071313,2.345863985,3.767807766,1.34743965,-144.4728353,54.49140278,4.005484617,155.7540765,25.79849256,3.276028012,25.46051415,1020.422157,994.1405273,0.067224882,67.23344147,3.284291383,19.87431903,23.08211212,0.000110643,78.55,0,0,1,0,53544.66763,RECT-1159-20230829-12_33_41,8140.83,542.712,2447.22,0.778233261,-1.606148495,RECT-1180-20230829-12_53_48,8160.39,614.6878462,788.37,0.220305382,0.5,1261.174909,25.79849256,138.9218099,0.021729453,2.104151604,370.0399481,DARK-1181-20230829-12_53_55,431.07,431.07,0.453213593,0.486096148,0.822781043,0.707007929,0.871012356,0.340890857,0.659109143,1261.174909,0.840807223,0.16115794,6,0.5,0: Broadleaf,2,FALSE,1693338823,971.0962727,1000.075182,23.07361818,19.87328182,969.9062727,22.92961818,600.0190909,101.5685455,0.100120727,27.87742727,27.53558182,999.9,0,0,9998.970909,0,519.3774545,1499.957273,0.973002273,0.026997527,0,614.3303636,5.00022,9721.73,14098.82727,37.75545455,39.80072727,38.03945455,38.43145455,39.16445455,1454.597273,40.36,0,108.9000001,0,614.6878462,-4.22755556,-31.05128207,9724.245769,15,1693338864,12:54:23,1693338864,1693338858,81,-0.083,0,1.19,0.144,1000,20,0.38,0.05,100,100,1.19,0.144,-0.732778215,-1.58E-05,2.57E-06,-5.48E-10,0.144205,0,0,0,21,1995,1,16,1.5,1.3,2.22046,2.64404,1.39771,2.27051,1.39526,2.39624,34.6235,14.6311,18,605.818,380.103,27.0007,26.9898,30.0004,26.7613,27.11,44.4757,0,100,27,1000,23.3099,98.7395,93.2884
40,1693338940,4766,20230829 12:55:39,12:55:39,5,,,LCOR-314,9,CO2,25.67019177,1170.386182,1499.969091,1693338937,0.003349063,3.349062966,978.0847923,99.44214346,118.9934774,0.253410893,2.957520989,0.241936488,0.152197933,241.7324896,28.57271879,27.65045455,3.71819505,61.91590252,2.35282008,3.800025493,1.36537497,-147.6936768,59.46896157,4.375899971,157.8836743,25.67019177,3.349062966,25.82362707,1224.289898,1197.767273,0.039083372,67.23410375,3.352066248,19.87024752,23.14448848,-4.89E-06,78.55,0,0,1,0,53541.56089,RECT-1159-20230829-12_33_41,8140.83,542.712,2447.22,0.778233261,-1.606148495,RECT-1182-20230829-12_55_42,8148.78,611.1503077,777.45,0.213904035,0.5,1261.185136,25.67019177,134.886295,0.021627547,2.147752267,367.6163338,DARK-1183-20230829-12_55_48,436.33,436.33,0.438767766,0.487510824,0.83036367,0.708448109,0.87674612,0.348057745,0.651942255,1261.185136,0.840807417,0.161158314,6,0.5,0: Broadleaf,2,FALSE,1693338937,1170.386182,1199.973636,23.14167273,19.87038182,1168.198182,22.99667273,600.0493636,101.5702727,0.099995782,28.02342727,27.65045455,999.9,0,0,10003.24727,0,462.0157273,1499.969091,0.972997,0.0270026,0,610.8018182,5.00022,9715.623636,14098.9,39.32927273,41.062,39.28381818,39.784,40.76127273,1454.599091,40.37,0,111.2,0,611.1503077,-4.481230781,-37.98427347,9718.486923,15,1693338971,12:56:10,1693338970,1693338971,82,0.271,0.001,2.188,0.145,1200,20,0.33,0.05,100,100,2.188,0.145,-0.816748473,-1.58E-05,2.57E-06,-5.48E-10,0.144275,0,0,0,21,1995,1,16,1.3,1.4,2.57568,2.63184,1.39771,2.27051,1.39526,2.59277,34.7608,14.6136,18,605.92,380.171,27.0007,27.0935,30.0005,26.8498,27.1972,51.5789,0,100,27,1200,23.3099,98.7172,93.2679
41,1693339047,4873,20230829 12:57:26,12:57:26,5,,,LCOR-314,9,CO2,24.73939735,1470.419909,1499.970909,1693339044,0.003259065,3.259064995,1277.823432,129.9136796,149.4945672,0.252560039,2.956388031,0.241156538,0.151704484,241.7327797,28.41677795,27.39829091,3.663745349,61.96764883,2.330275462,3.760470997,1.333469888,-143.7247663,71.0435974,5.21835464,174.2699655,24.73939735,3.259064995,25.49064669,1530.119505,1504.371455,-0.056304965,67.23618063,3.258831687,19.7361974,22.92066848,-5.64E-05,78.55,0,0,1,0,53540.4243,RECT-1159-20230829-12_33_41,8140.83,542.712,2447.22,0.778233261,-1.606148495,RECT-1184-20230829-12_57_29,8142.52,607.38032,758.46,0.19919268,0.5,1261.186663,24.73939735,125.6095757,0.02088949,2.226564354,363.315051,DARK-1185-20230829-12_57_35,428.73,428.73,0.434736176,0.458192097,0.836645215,0.700259933,0.886717199,0.323422889,0.676577111,1261.186663,0.840807416,0.161158312,6,0.5,0: Broadleaf,2,FALSE,1693339044,1470.419909,1499.951818,22.92045455,19.73605455,1466.820909,22.77745455,599.9935455,101.568,0.0999428,27.84402727,27.39829091,999.9,0,0,9997.043636,0,348.8289091,1499.970909,0.972999455,0.027000755,0,607.3104545,5.00022,9677.050909,14098.93636,40.187,41.89190909,39.96563636,40.82918182,41.63063636,1454.600909,40.37,0,104.6000001,0,607.38032,-0.982846145,-6.389230761,9677.7684,15,1693339076,12:57:56,1693339072,1693339076,83,0.239,-0.002,3.599,0.143,1500,20,0.27,0.06,100,100,3.599,0.143,-0.545471974,-1.58E-05,2.57E-06,-5.48E-10,0.14524,0,0,0,21,1995,1,16,1.3,1.3,3.08594,2.63184,1.39771,2.27051,1.39526,2.39136,34.8296,14.5873,18,605.885,380.108,26.9995,27.1873,30.0004,26.9304,27.2758,61.8126,0,100,27,1500,23.3099,98.6987,93.2555
42,1693339152,4978.6,20230829 12:59:12,12:59:12,5,,,LCOR-314,9,CO2,25.05776261,1968.542545,1500.028182,1693339149,0.00336545,3.365450433,1763.463097,179.292493,200.1430601,0.254469756,2.956823073,0.242899015,0.152807621,241.7413429,28.57785651,27.60762727,3.70889788,61.60170428,2.342134781,3.802061662,1.366763098,-148.4163641,67.74705518,4.985367296,166.0574013,25.05776261,3.365450433,24.77768147,2040.554768,2015.147273,0.029044297,67.2226173,3.364470735,19.74810341,23.03496909,-1.36E-05,78.55,0,0,1,0,53519.60764,RECT-1159-20230829-12_33_41,8140.83,542.712,2447.22,0.778233261,-1.606148495,RECT-1186-20230829-12_59_15,8158.7,606.35332,751.11,0.192723676,0.5,1261.234473,25.05776261,121.5348718,0.021141121,2.258137956,361.6199837,DARK-1187-20230829-12_59_21,428.67,428.67,0.429284659,0.448941446,0.840261574,0.694616455,0.890576464,0.317385464,0.682614536,1261.234473,0.840807185,0.161157867,6,0.5,0: Broadleaf,2,FALSE,1693339149,1968.542545,2000.223636,23.03648182,19.74873636,1963.124545,22.89348182,600.0322727,101.5706364,0.100044073,28.03261818,27.60762727,999.9,0,0,9999.251818,0,287.5543636,1500.028182,0.973002,0.026998173,0,606.6392727,5.00022,9575.956364,14099.5,37.886,40.17018182,38.19290909,37.62472727,39.75545455,1454.667273,40.36,0,103.5,0,606.35332,3.497230759,19.17538459,9574.2172,15,1693339181,12:59:41,1693339176,1693339181,84,-0.14,0,5.418,0.143,2000,20,0.29,0.03,100,100,5.418,0.143,-0.306602929,-1.58E-05,2.57E-06,-5.48E-10,0.142847619,0,0,0,21,1995,1,16,1.3,1.3,3.88184,2.62451,1.39771,2.27051,1.39526,2.55493,34.8066,14.5611,18,606.03,381.135,27.0003,27.2517,30.0004,26.9906,27.3358,77.7123,0,100,27,2000,23.3099,98.6922,93.2442
43,1693339552,5378.1,20230829 13:05:51,13:05:51,5,,,LCOR-092,,Q,13.85342858,394.8966,1500.033,1693339549,0.003158634,3.158633622,296.3310058,30.1282908,40.14956034,0.252421754,2.957015034,0.241032733,0.15162589,241.7421105,28.16744237,27.18885,3.619051109,62.84716397,2.325645434,3.700477933,1.293405675,-139.2957428,60.56471824,4.436958898,167.4480448,13.85342858,3.158633622,13.84944653,418.2522461,404.1378303,-0.002747018,67.23387426,3.171735032,19.78796399,22.88353333,0.000586881,78.55,0,0,1,0,53607.80964,RECT-1159-20230829-12_33_41,8140.83,542.712,2447.22,0.778233261,-1.606148495,RECT-1188-20230829-13_05_54,8164.49,1230.706,1398.37,0.119899597,0.5,1261.23852,13.85342858,75.61099537,0.012257457,0.750051846,465.3133771,DARK-1189-20230829-13_06_00,657.53,657.53,0.529788253,0.226316074,0.586051216,0.195947446,0.550719661,0.120914018,0.879085982,1261.23852,0.840807182,0.161157861,6,0.5,0: Broadleaf,2,FALSE,1693339549,394.8966,409.9951,22.87421,19.78829,395.4586,22.73956,600.0899,101.571,0.10007122,27.56876,27.18885,999.9,0,0,10000.305,0,317.3937,1500.033,0.973005,0.02699491,0,1209.093,5.00022,18960.12,14099.55,38.9246,40.375,38.7122,38.3624,40.1622,1454.673,40.36,0,397.3999999,0,1230.706,-297.2361543,-4539.184622,19289.64,15,1693339522,13:05:21,1693339519,1693339522,85,-0.478,-0.008,-0.535,0.135,410,20,0.38,0.05,100,100,-0.562,0.1346,-0.924582965,-1.58E-05,2.57E-06,-5.48E-10,0.134635,0,0,0,21,1995,1,16,0.6,0.5,1.08154,2.61963,1.39771,2.27173,1.39526,2.45972,34.8296,14.4823,18,605.689,378.768,27.0003,27.3372,30,27.1095,27.4527,21.6907,0,100,27,410,22.3137,98.6785,93.2332
44,1693339620,5446.6,20230829 13:07:00,13:07:00,5,,,LCOR-092,,Q,13.77221197,395.0555,999.9272,1693339617,0.003219767,3.219766741,300.7699514,30.57828097,40.16397921,0.263396195,2.956238035,0.251018334,0.157950078,161.8927988,27.64405092,26.82088,3.541678802,61.62421913,2.274923008,3.691605411,1.266755794,-141.9917133,112.6538301,8.238324436,140.79324,13.77221197,3.219766741,13.8911327,418.1359307,404.0039152,-0.007342308,67.23387426,3.176067043,19.22300895,22.37127576,-0.008048918,78.55,0,0,1,0,53592.3751,RECT-1159-20230829-12_33_41,8140.83,542.712,2447.22,0.778233261,-1.606148495,RECT-1190-20230829-13_07_02,8176.83,950.0102,1219.6,0.221047721,0.5,841.1328468,13.77221197,92.96524924,0.018282915,1.006575927,443.6730551,DARK-1191-20230829-13_07_09,590.33,590.33,0.515964251,0.428416737,0.661116167,0.398278297,0.644586423,0.266215302,0.733784698,841.1328468,0.841194086,0.161904585,6,0.5,0: Broadleaf,2,FALSE,1693339617,395.0555,410.1018,22.37629,19.22813,395.5365,22.25729,599.9162,101.5668,0.09987521,27.52772,26.82088,999.9,0,0,9996.311,0,346.7124,999.9272,0.9599985,0.04000145,0,940.548,5.00022,9916.415,9345.55,39.375,40.937,39.437,39.2122,40.6996,955.128,39.8,0,66.20000005,0,950.0102,-123.0929998,-1249.801536,10012.9064,15,1693339655,13:07:35,1693339652,1693339655,86,0.054,-0.016,-0.481,0.119,410,19,0.31,0.06,100,100,-0.481,0.119,-0.924582965,-1.58E-05,2.57E-06,-5.48E-10,0.134635,0,0,0,21,1995,1,16,1.7,1.6,1.08154,2.63062,1.39771,2.26562,1.39526,2.55127,34.7837,14.4735,18,606.535,377.525,27.0003,27.3346,30.0001,27.1095,27.4527,21.6642,0,98.4999,27,410,20.5313,98.6796,93.236
45,1693339716,5542.6,20230829 13:08:36,13:08:36,5,,,LCOR-092,,Q,12.81339178,396.0093636,499.983,1693339713,0.002979958,2.979957575,302.1802616,30.7213629,40.26056271,0.24554036,2.956766908,0.234748709,0.147648003,82.0901187,27.06584453,26.4408,3.463280182,60.44163532,2.208711933,3.654288838,1.254568249,-131.4161291,145.5949292,10.61597367,106.8848925,12.81339178,2.979957575,13.01970059,417.8429307,404.7284,-0.033915712,67.22774907,2.95089076,18.80859067,21.7221497,-0.005041385,78.55,0,0,1,0,53638.75314,RECT-1159-20230829-12_33_41,8140.83,542.712,2447.22,0.778233261,-1.606148495,RECT-1192-20230829-13_08_39,8178.44,836.24088,1567.19,0.466407468,0.5,421.1737158,12.81339178,98.21928322,0.034236563,0.5615337,482.6125069,DARK-1193-20230829-13_08_45,592.93,592.93,0.621660424,0.750260834,0.474591353,0.713484448,0.462077345,0.531966526,0.468033474,421.1737158,0.842376072,0.16418582,6,0.5,0: Broadleaf,2,FALSE,1693339713,396.0093636,410.0025455,21.72524545,18.81009091,396.5103636,21.61424545,600.0129091,101.5656364,0.100047345,27.35416364,26.4408,999.9,0,0,9999.425455,0,371.7369091,499.983,0.919999364,0.080000555,0,835.6415455,5.00022,4454.081818,4592.045455,39.187,41.44272727,39.75,38.78372727,40.937,455.3845455,39.6,0,93.79999995,0,836.24088,-7.842615365,-34.94615388,4456.7204,15,1693339747,13:09:07,1693339745,1693339747,87,-0.02,-0.008,-0.501,0.111,410,19,0.26,0.04,100,100,-0.501,0.111,-0.870206144,-1.58E-05,2.57E-06,-5.48E-10,0.1189,0,0,0,21,1995,1,16,1.1,1,1.08032,2.61719,1.39771,2.26318,1.39526,2.4231,34.6921,14.4648,18,606.492,376.909,26.9992,27.3361,30.0002,27.114,27.4596,21.6592,0,96.6073,27,410,18.804,98.6778,93.2365
46,1693339817,5643.6,20230829 13:10:17,13:10:17,5,,,LCOR-092,,Q,9.060418065,399.7360909,249.9623636,1693339814,0.002985197,2.985197394,328.6657483,33.41507126,40.64071183,0.237141622,2.957162779,0.227060598,0.142782901,41.31232422,26.74866945,26.291,3.43280001,58.62806361,2.132730739,3.637730137,1.300069271,-131.6472051,157.1395133,11.44319117,78.24782362,9.060418065,2.985197394,9.095096234,417.510853,408.2326242,0.003613171,67.22673148,2.983972776,18.05533726,20.98373333,-0.001355238,78.55,0,0,1,0,53664.22723,RECT-1159-20230829-12_33_41,8140.83,542.712,2447.22,0.778233261,-1.606148495,RECT-1194-20230829-13_10_20,8165.28,836.343,2225.75,0.624242166,0.5,210.703272,9.060418065,65.76493339,0.05062364,0.099503538,530.9947641,DARK-1195-20230829-13_10_26,656.07,656.07,0.705236437,0.885153025,0.123646819,0.825535133,0.116287251,0.694359067,0.305640933,210.703272,0.842939989,0.165274178,6,0.5,0: Broadleaf,2,FALSE,1693339814,399.7360909,409.9891818,20.97722727,18.05482727,400.1510909,20.88422727,600.0361818,101.5689091,0.099948818,27.27665455,26.291,999.9,0,0,10001.34909,0,547.8532727,249.9623636,0.900001909,0.099998136,0,834.6186364,5.00022,2308.647273,2258.348182,38.80072727,41.687,40.42009091,37.36336364,40.39754545,220.4672727,24.49636364,0,98.5999999,0,836.343,-22.9999231,-117.9607695,2322.454,15,1693339841,13:10:41,1693339836,1693339841,88,0.087,-0.018,-0.415,0.093,410,18,0.85,0.04,100,100,-0.415,0.093,-0.890708818,-1.58E-05,2.57E-06,-5.48E-10,0.110815,0,0,0,21,1995,1,16,1.2,1.2,1.08032,2.62207,1.39771,2.26318,1.39526,2.66235,34.6921,14.4648,18,606.067,376.45,26.9989,27.343,30.0003,27.1232,27.4687,21.6437,3.21088,93.9585,27,410,18.136,98.6767,93.239
47,1693339962,5788.6,20230829 13:12:42,13:12:42,5,,,LCOR-092,,Q,3.572181967,405.2279091,99.99958182,1693339959,0.003022792,3.02279226,372.3295992,37.85516382,41.19997152,0.239764406,2.957655322,0.229466,0.144304658,16.50971657,26.49426456,26.12936364,3.400174464,57.98563199,2.097052612,3.616503848,1.303121851,-133.3051387,167.0242374,12.14509219,62.37390754,3.572181967,3.02279226,3.789831525,417.378522,413.6541091,-0.029304697,67.19009949,2.873307215,17.6596298,20.58121939,-0.020182199,78.55,0,0,1,0,53696.50649,RECT-1159-20230829-12_33_41,8140.83,542.712,2447.22,0.778233261,-1.606148495,RECT-1196-20230829-13_12_45,8153.36,766.84968,2462.41,0.688577581,0.5,84.28451055,3.572181967,29.01821217,0.061438696,-0.006168753,543.4554603,DARK-1197-20230829-13_12_51,672.8,672.8,0.72677174,0.947446829,-0.008560544,0.88324326,-0.007975813,0.831247953,0.168752047,84.28451055,0.84284863,0.165097856,6,0.5,0: Broadleaf,2,FALSE,1693339959,405.2279091,410.0249091,20.62584545,17.66546364,405.568,20.53417273,600.0127273,101.5711818,0.099928682,27.17684545,26.12936364,999.9,0,0,10003.92,0,372.1387273,99.99958182,0.900051,0.0999491,0,766.6143636,5.00022,931.4478182,875.8293636,38.23854545,41.86354545,40,40.28381818,40.25,85.50454545,9.495454545,0,143,0,766.84968,-4.550461552,-2.479230754,931.72236,15,1693339928,13:12:07,1693339918,1693339928,89,0.083,-0.001,-0.332,0.092,410,18,0.76,0.07,100,100,-0.341,0.0916,-0.720679974,-1.58E-05,2.57E-06,-5.48E-10,0.091661905,0,0,0,21,1995,1,16,0.7,0.6,1.0791,2.62207,1.39771,2.26318,1.39526,2.45728,34.715,14.4297,18,605.3,376.154,27.0007,27.3686,30.0002,27.1462,27.4893,21.6353,4.67503,90.1502,27,410,17.7449,98.6714,93.2404
48,1693340080,5906.6,20230829 13:14:40,13:14:40,5,,,LCOR-092,,Q,1.445472142,407.3978,49.99987,1693340077,0.00279225,2.792250162,388.0139416,39.44995726,41.42074312,0.218368435,2.95684867,0.209788433,0.13186056,8.239442904,26.58575962,26.23553,3.421572973,57.93447782,2.105121508,3.63362472,1.316451465,-123.1382321,162.8943199,11.85909371,59.85462436,1.445472142,2.792250162,1.229533434,417.4878769,416.0585273,0.03894688,67.1970277,2.72653333,17.96681851,20.68612061,-0.009260848,78.55,0,0,1,0,53658.55478,RECT-1159-20230829-12_33_41,8140.83,542.712,2447.22,0.778233261,-1.606148495,RECT-1198-20230829-13_14_43,8150.57,727.70368,2540.13,0.713517151,0.5,42.13432793,1.445472142,15.0317828,0.072425995,-0.036576868,547.150227,DARK-1199-20230829-13_14_49,680.07,680.07,0.732269608,0.974391321,-0.052576182,0.907384594,-0.048784253,0.910610079,0.089389921,42.13432793,0.842688749,0.164789287,6,0.5,0: Broadleaf,2,FALSE,1693340077,407.3978,409.9807,20.70513,17.97083,407.7438,20.61097,600.0299,101.5715,0.09999434,27.25739,26.23553,999.9,0,0,9999.312,0,454.8569,49.99987,0.900348,0.0996519,0,727.6851,5.00022,527.7994,414.9049,38.125,41.937,40.2374,39.8747,40.062,40.516,4.481,0,115.5999999,0,727.70368,-0.518307685,10.81323081,526.90376,15,1693340041,13:14:01,1693340041,1693340032,90,-0.01,0.003,-0.341,0.094,410,18,0.75,0.05,100,100,-0.346,0.0942,-0.730429422,-1.58E-05,2.57E-06,-5.48E-10,0.09418,0,0,0,21,1995,1,16,0.7,0.8,1.08032,2.61963,1.39771,2.26196,1.39526,2.66357,34.7608,14.421,18,605.419,376.61,27.001,27.3988,30.0001,27.1715,27.5168,21.6426,1.84322,87.1168,27,410,18.1933,98.67,93.2431
49,1693340191,6017.1,20230829 13:16:30,13:16:30,5,,,LCOR-092,,Q,-1.328865968,410.356,0.00500022,1693340188,0.002449013,2.449013338,413.0301739,41.9930911,41.7212058,0.197929527,2.955986379,0.190850524,0.119896504,3.99E-05,26.40920264,26.04807,3.383868313,58.93670979,2.114496585,3.587741142,1.269371729,-108.0014882,158.2013804,11.49751444,61.69744651,-1.328865968,2.449013338,-1.550741693,417.7114946,419.1387636,0.033471935,67.19093131,2.454798472,18.40001388,20.80194061,0.00034107,78.55,0,0,1,0,53672.08315,RECT-1200-20230829-13_16_33,8168.28,636.02,2639.69,0.759055041,-1.328865968,-,-,0,0,#DIV/0!,0.5,0.000210018,-1.328865968,#DIV/0!,-2.70E-10,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.31742752,#DIV/0!,#DIV/0!,0.000210018,0.042001848,0.007980351,6,0.5,0: Broadleaf,2,FALSE,1693340188,410.356,410.0321,20.79749,18.3994,410.6353,20.69769,599.9975,101.5707,0.10005857,27.04078,26.04807,999.9,0,0,9994.5,0,461.8185,0.00500022,0,0,0,640.51,0.00500022,178.5,-0.68,34.5748,39.1372,36.6122,36.7498,37.1122,0,0,0,108.3,0,636.02,31.31538452,-0.738461371,176.892,15,1693340162,13:16:01,1693340158,1693340162,91,0.062,0.006,-0.28,0.1,410,18,0.68,0.05,100,100,-0.279,0.0998,-0.668786741,-1.58E-05,2.57E-06,-5.48E-10,0.0998,0,0,0,21,1995,1,16,0.5,0.5,1.08032,2.62207,1.39771,2.26196,1.39526,2.66968,34.8296,14.3947,18,605.242,376.042,26.9996,27.4025,30,27.1786,27.5222,21.6416,1.27389,84.4455,27,410,18.076,98.6713,93.2427
50,1693340488,6314.1,20230829 13:21:27,13:21:27,5,,,LCOR-092,,CO2,13.62945336,385.2916,1500.039,1693340485,0.002777238,2.777237823,267.2591351,27.17229992,39.17268874,0.203471968,2.956913543,0.196001263,0.123149149,241.7442261,28.35794428,27.47566,3.680377168,61.33622157,2.282003747,3.720483082,1.398373421,-122.476188,29.54243994,2.16844592,150.9789239,13.62945336,2.777237823,13.42479672,408.0242103,394.2020909,0.028053008,67.19093131,2.760804787,19.73066451,22.42685515,0.000490194,78.55,0,0,1,0,53588.3902,RECT-1200-20230829-13_16_33,8168.28,636.02,2639.69,0.759055041,-1.328865968,RECT-1201-20230829-13_21_30,8166.92,753.3094615,883.36,0.14722258,0.5,1261.24416,13.62945336,92.84180975,0.011859971,1.988238091,430.0175403,DARK-1202-20230829-13_21_36,528.27,528.27,0.401976544,0.366246694,0.83182408,0.52579663,0.876556519,0.256836202,0.743163798,1261.24416,0.840807579,0.161158627,6,0.5,0: Broadleaf,2,FALSE,1693340485,385.2916,399.9906,22.44515,19.73034,385.6546,22.31815,600.0204,101.5702,0.10003819,27.66098,27.47566,999.9,0,0,9999.808,0,574.7163,1500.039,0.9729934,0.0270068,0,752.0536,5.00022,11927.33,14099.57,38.0621,39.9433,38.2873,36.9997,39.2499,1454.659,40.38,0,296.3000002,0,753.3094615,-15.85046154,-209.6376068,11944.11923,15,1693340515,13:21:55,1693340512,1693340515,92,-0.066,0.027,-0.363,0.127,400,20,0.45,0.04,100,100,-0.363,0.127,-0.668786741,-1.58E-05,2.57E-06,-5.48E-10,0.0998,0,0,0,21,1995,1,16,5.5,5.4,1.06079,2.62695,1.39771,2.27051,1.39526,2.57324,34.9214,14.2809,18,608.148,379.153,27.0009,27.4243,30.0003,27.2019,27.5498,21.2604,0,100,27,400,28.4655,98.6615,93.2261
