obs,time,elapsed,date,hhmmss,averaging,SPAD,Midday_WP,ID,Response_curve,A,Ca,Qin,TIME,E,Emm,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
24,1694108908,2643.5,20230907 10:48:27,10:48:27,5,,,LCOR-165,CO2,6.585312929,593.1260323,1499.947419,1694108900,0.000570533,0.570532602,341.9007196,34.60920879,60.03971771,0.043948385,2.949052832,0.043587751,0.027274499,241.7285639,26.70981488,25.91178065,3.356684138,63.33556947,2.067206639,3.263895242,1.289477499,-25.16048774,-75.13528311,-5.425897807,136.0068952,6.585312929,0.570532602,6.530056809,612.1823535,605.5143818,0.0012165,67.20723708,0.567669965,19.84816919,20.40517636,-0.000172154,78.55,18,3,1,0,53747.12995,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1454-20230907-10_48_28,8241.12,496.59192,540.08,0.080521552,0.5,1261.16669,6.585312929,50.77554984,0.006179896,3.220004444,364.4724122,DARK-1455-20230907-10_48_34,381.07,381.07,0.294419345,0.273492736,0.916225429,-0.205807525,1.138310503,0.209870263,0.790129737,1261.16669,0.840807267,0.161158025,6,0.5,0: Broadleaf,2,FALSE,1694108900,593.1260323,600.0497742,20.42171613,19.86283226,591.6500323,20.25871613,599.9972903,101.1258387,0.100063452,25.4392,25.91178065,999.9,0,0,9999.02871,0,777.7657742,1499.947419,0.973001032,0.02699901,0,496.5360645,5.00022,7807.532581,14098.73226,35.538,38.532,35.76780645,35.97758065,37.31,1454.585484,40.36193548,0,98.70000005,0,496.59192,2.801153841,87.51923091,7809.0364,15,1694108933,10:48:52,1694108933,1694108928,24,0.008,0.001,1.476,0.163,600,20,0.98,0.32,100,100,1.476,0.163,-0.208296087,0.001863201,1.75E-06,-3.11E-10,0.161895238,0,0,0,-6,2030,-1,-1,1.3,1.4,1.48804,2.63672,1.39771,2.28149,1.39526,2.65259,33.7381,15.3316,18,584.516,381.397,24.3977,26.0995,30.0004,25.8794,26.225,29.7908,0,99.2907,24.4542,600,21.1039,98.866,93.3252
25,1694109009,2744.5,20230907 10:50:08,10:50:08,5,,,LCOR-165,CO2,8.28150331,791.3133226,1499.966452,1694109001,0.000585411,0.58541144,478.4312372,48.42981999,80.10171324,0.044568003,2.949330774,0.044197209,0.027656313,241.7316761,26.77758807,25.94547097,3.363386175,62.80067576,2.058507174,3.277842395,1.304879001,-25.81664452,-69.0863515,-4.991246109,141.837434,8.28150331,0.58541144,8.760294061,816.1493987,807.4520606,-0.052470454,67.2368381,0.592261273,19.76907388,20.34822848,0.000196642,78.55,20,3,1,0,53742.35408,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1456-20230907-10_50_09,8242.82,507.2552,556.14,0.087900169,0.5,1261.182716,8.28150331,55.42908695,0.007524738,3.098140756,371.7164338,DARK-1457-20230907-10_50_15,385.27,385.27,0.307242781,0.286093521,0.909777334,-0.250377199,1.127798349,0.217293487,0.782706513,1261.182716,0.840807282,0.161158055,6,0.5,0: Broadleaf,2,FALSE,1694109001,791.3133226,800.0579677,20.33569677,19.76219677,788.9363226,20.17569677,600.007,101.1262903,0.10000141,25.51097742,25.94547097,999.9,0,0,10000.5629,0,855.7882258,1499.966452,0.973000452,0.026999813,0,507.2196129,5.00022,7999.037097,14098.9,36.36467742,39.375,36.57825806,35.22558065,37.78196774,1454.603226,40.36322581,0,98.79999995,0,507.2552,3.006153844,67.75615369,7999.8592,15,1694109029,10:50:29,1694109028,1694109029,25,0.134,-0.003,2.377,0.16,800,20,0.66,0.23,100,100,2.377,0.16,-0.20010841,0.001863201,1.75E-06,-3.11E-10,0.16287619,0,0,0,-6,2030,-1,-1,1.3,1.3,1.87012,2.60864,1.39771,2.28149,1.39526,2.48413,33.8509,15.3053,18,581.993,381.511,24.9824,26.1184,30.0003,25.9023,26.2489,37.4696,0,98.9184,25.0083,800,21.1654,98.861,93.3187
26,1694109105,2841,20230907 10:51:45,10:51:45,5,,,LCOR-165,CO2,9.591878731,989.7166452,1499.929032,1694109097,0.000643874,0.643873762,650.7996812,65.87616238,100.1824929,0.048146651,2.948852912,0.047714162,0.029859885,241.7256656,27.02771243,26.14882581,3.404088417,62.31839347,2.075108948,3.329849876,1.328979469,-28.39483288,-59.22412844,-4.289506801,149.8171975,9.591878731,0.643873762,9.485651208,1020.194447,1010.522788,-0.001238412,67.23835138,0.62454174,19.86393641,20.47856061,-0.000546854,78.55,18,3,1,0,53680.58684,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1458-20230907-10_51_45,8238.26,517.9123462,571.88,0.094368843,0.5,1261.151264,9.591878731,59.50669271,0.008563957,2.985346576,378.6827466,DARK-1459-20230907-10_51_52,389.53,389.53,0.3188606,0.295956424,0.903498606,-0.300647723,1.117495652,0.222593469,0.777406531,1261.151264,0.840807289,0.161158068,6,0.5,0: Broadleaf,2,FALSE,1694109097,989.7166452,999.9450968,20.5002871,19.86965484,986.7596452,20.3352871,600.039871,101.1233226,0.100086526,25.77629677,26.14882581,999.9,0,0,9998.141935,0,978.4222258,1499.929032,0.973000355,0.026999835,0,517.9123226,5.00022,8191.510323,14098.55484,37.23358065,39.54,37.687,34.78609677,38.11670968,1454.567097,40.36258065,0,94.39999986,0,517.9123462,0.63490599,38.31760686,8191.911154,15,1694109142,10:52:21,1694109142,1694109125,26,-0.268,0.005,2.957,0.165,1000,20,0.31,0.26,100,100,2.957,0.165,-0.066327677,0.001863201,1.75E-06,-3.11E-10,0.160257143,0,0,0,-6,2030,-1,-1,1.3,1.3,2.23999,2.61597,1.39771,2.28394,1.39526,2.54028,33.9413,15.2878,18,583.689,382.458,24.9038,26.1074,30.0001,25.902,26.2489,44.8666,0,100,24.8178,1000,21.4586,98.8605,93.3194
27,1694109218,2953.5,20230907 10:53:37,10:53:37,5,,,LCOR-165,CO2,10.54569356,1188.717613,1499.99129,1694109210,0.000652085,0.652085155,833.2097663,84.33776253,120.3223819,0.050842286,2.948757029,0.050360259,0.031518089,241.736126,26.88181241,25.98510968,3.371286492,63.48686304,2.096041083,3.301535126,1.275245408,-28.75695532,-56.08735008,-4.056178204,152.8356424,10.54569356,0.652085155,10.60821691,1224.724566,1213.734727,0.036180748,67.23921844,0.644209945,20.07345663,20.71093333,-0.001247619,78.55,19,3,1,0,53703.59856,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1460-20230907-10_53_38,8235.64,524.74256,580.25,0.095661249,0.5,1261.203832,10.54569356,60.3241672,0.009319874,2.927858682,382.3346949,DARK-1461-20230907-10_53_44,381.07,381.07,0.343265834,0.278679787,0.895061826,-0.324349576,1.112017026,0.202378299,0.797621701,1261.203832,0.840807437,0.161158353,6,0.5,0: Broadleaf,2,FALSE,1694109210,1188.717613,1200.037742,20.70770968,20.06916774,1184.711613,20.54070968,600.0376129,101.1202581,0.100065958,25.6323,25.98510968,999.9,0,0,9997.900323,0,728.8516129,1499.99129,0.972994097,0.027005981,0,524.7775161,5.00022,8339.860323,14099.10323,38.92516129,40.54812903,39.14090323,36.83041935,39.798,1454.619677,40.3716129,0,110.5999999,0,524.74256,-2.089076929,-26.99230769,8339.29,15,1694109258,10:54:18,1694109258,1694109238,27,0.134,0.002,4.006,0.167,1201,20,1.23,0.19,100,100,4.006,0.167,-0.334696637,0.001863201,1.75E-06,-3.11E-10,0.16503,0,0,0,-6,2030,-1,-1,1.3,1.5,2.59521,2.61719,1.39771,2.28271,1.39526,2.38892,33.9865,15.2703,18,583.127,382.636,23.7957,26.1375,30.0003,25.9234,26.2718,51.9804,1.23024,99.6217,23.7442,1200,19.7763,98.8619,93.3206
28,1694109334,3070,20230907 10:55:34,10:55:34,5,,,LCOR-165,CO2,10.98189937,1487.985774,1499.996452,1694109326,0.000669054,0.669054266,1110.724386,112.4292401,150.6162211,0.05067271,2.949318635,0.050193967,0.031413865,241.7362809,26.84873226,25.96225484,3.366729361,62.30767377,2.053634324,3.295957304,1.313095036,-29.50529312,-56.99460771,-4.119943141,151.1164369,10.98189937,0.669054266,10.87284312,1530.048635,1518.542788,0.091017116,67.23894152,0.646731539,19.66617919,20.29855758,0.000230009,78.55,19,3,1,0,53725.1885,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1462-20230907-10_55_34,8229.99,531.7177308,587.68,0.095225751,0.5,1261.207821,10.98189937,60.04973084,0.009665708,2.87819902,385.5465302,DARK-1463-20230907-10_55_41,384.6,384.6,0.345562211,0.275567605,0.892807753,-0.341849062,1.107153682,0.199322488,0.800677512,1261.207821,0.840807203,0.161157902,6,0.5,0: Broadleaf,2,FALSE,1694109326,1487.985774,1499.963226,20.28850968,19.63302903,1482.316774,20.12450968,599.9995484,101.1215484,0.099998048,25.60380645,25.96225484,999.9,0,0,10000.9629,0,877.7418387,1499.996452,0.97300271,0.026996955,0,531.7559032,5.00022,8462.072581,14099.19355,39.10264516,40.99187097,38.84251613,36.51590323,40.13890323,1454.634194,40.36,0,114.3999999,0,531.7177308,-3.419726507,-35.11897433,8461.587308,15,1694109356,10:55:56,1694109354,1694109356,28,0.205,-0.003,5.669,0.164,1500,20,0.81,0.27,100,100,5.669,0.164,-0.199689498,0.001863201,1.75E-06,-3.11E-10,0.1671,0,0,0,-6,2030,-1,-1,1.3,1.6,3.10547,2.61108,1.39771,2.28027,1.39526,2.63184,34.0318,15.2528,18,582.553,382.27,25.3142,26.1724,30,25.9587,26.3019,62.1777,0,98.869,25.3228,1500,19.831,98.8544,93.3148
29,1694109432,3168,20230907 10:57:12,10:57:12,5,,,LCOR-165,CO2,11.64808823,1987.510032,1499.984516,1694109424,0.000424959,0.424959287,1352.976855,136.9492761,201.177174,0.031318218,2.948919328,0.031134606,0.019475536,241.7349514,27.03586591,26.12752258,3.39980442,61.90630992,2.05546281,3.320279973,1.34434161,-18.74070455,-63.55695632,-4.601609933,154.8356806,11.64808823,0.424959287,10.74588832,2040.518466,2028.928061,0.137526215,67.23886691,0.401797942,19.89489516,20.28880424,-5.41E-05,78.55,19,3,1,0,53691.19512,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1464-20230907-10_57_12,8219.99,535.1192692,590.58,0.093908921,0.5,1261.198093,11.64808823,59.21887628,0.010194001,2.859155407,386.7925739,DARK-1465-20230907-10_57_19,393.07,393.07,0.334433946,0.280799609,0.895279603,-0.344895143,1.105255473,0.206260377,0.793739623,1261.198093,0.840807408,0.161158298,6,0.5,0: Broadleaf,2,FALSE,1694109424,1987.510032,2000.001935,20.30674194,19.89043871,1979.299032,20.13874194,600.0382258,101.1206129,0.100095794,25.72774839,26.12752258,999.9,0,0,9998.787097,0,825.9907419,1499.984516,0.972993806,0.027005819,0,535.169871,5.00022,8539.012903,14099.04194,39.93929032,41.46748387,40.03796774,37.06422581,40.74787097,1454.614516,40.37,0,95.5999999,0,535.1192692,-5.592581213,-83.73470092,8538.684615,15,1694109453,10:57:33,1694109453,1694109450,29,-0.004,0.004,8.211,0.168,2000,20,1.05,0.24,100,100,8.211,0.168,0.007834879,0.001863201,1.75E-06,-3.11E-10,0.163715,0,0,0,-6,2030,-1,-1,1.3,1.3,3.89893,2.60864,1.39771,2.28394,1.39526,2.52441,33.9413,15.2353,18,582.885,384.064,22.4307,26.1581,30,25.9522,26.299,78.0733,0,100,22.3806,2000,21.6607,98.855,93.3181
30,1694109821,3556.5,20230907 11:03:40,11:03:40,5,,,LCOR-242,CO2,16.4890872,382.4060667,1499.983667,1694109813,0.00281987,2.819870414,249.9008355,25.29577601,38.70838682,0.217201541,2.949852317,0.208691785,0.131169153,241.7342369,26.4014503,26.05123333,3.384501546,61.9009544,2.053499305,3.317395224,1.331002241,-124.3562852,-53.77575874,-3.890430008,59.71176287,16.4890872,2.819870414,16.85937261,407.1490867,390.3436545,-0.077538797,67.24742233,2.854148024,17.5779763,20.37262,0.000224313,78.55,19,3,1,0,53721.18485,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1466-20230907-11_03_41,8158.72,872.1922,1063.48,0.179869673,0.5,1261.19708,16.4890872,113.4255533,0.014032425,1.14309625,545.7253695,DARK-1467-20230907-11_03_47,596.07,596.07,0.439509911,0.409250551,0.722287249,0.612914543,0.79571639,0.279688325,0.720311675,1261.19708,0.840807209,0.161157913,6,0.5,0: Broadleaf,2,FALSE,1694109813,382.4060667,399.9724667,20.28683333,17.52433,381.5400667,20.18683333,600.0349333,101.1231667,0.100088397,25.71309,26.05123333,999.9,0,0,10003.835,0,1269.364,1499.983667,0.973001833,0.026998403,0,872.9845333,5.00022,13525.19333,14099.04333,36.6748,39.37053333,37.3914,34.81226667,37.74146667,1454.623667,40.36,0,386.5999999,0,872.1922,-59.56900008,-883.1076937,13513.364,15,1694109847,11:04:06,1694109841,1694109847,30,-0.14,-0.067,0.866,0.1,400,18,0.42,0.11,100,100,0.866,0.1,0.003368179,0.001863201,1.75E-06,-3.11E-10,0.167635,0,0,0,-6,2030,-1,-1,6.1,6.2,1.07544,2.6123,1.39771,2.27539,1.39526,2.63794,33.9639,15.1915,18,583.391,377.642,24.1281,26.3277,30.0003,26.0799,26.4267,21.5486,11.6674,93.0558,24.1089,400,17.8077,98.8329,93.3248
31,1694109923,3658.5,20230907 11:05:22,11:05:22,5,,,LCOR-242,CO2,12.04074582,287.1575161,1499.933548,1694109915,0.002775175,2.775174704,191.2639814,19.36042711,29.06711509,0.219461271,2.949241577,0.210775611,0.132486486,241.7264071,26.28446661,25.92985161,3.360277555,62.6707384,2.063222506,3.292162432,1.29705505,-122.3852045,-54.92715073,-3.969564723,60.44448717,12.04074582,2.775174704,12.48021734,305.3909986,292.8570364,-0.037468233,67.13392785,2.770437755,17.66598264,20.38087636,-0.000171816,78.55,19,3,1,0,53726.47011,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1468-20230907-11_05_23,8152.77,803.96892,961.27,0.163638811,0.5,1261.155068,12.04074582,103.186958,0.010505697,1.370967574,517.4899197,DARK-1469-20230907-11_05_29,571.07,571.07,0.405921333,0.40312937,0.77155503,0.749461809,0.862618462,0.286348245,0.713651755,1261.155068,0.840807294,0.161158078,6,0.5,0: Broadleaf,2,FALSE,1694109915,287.1575161,299.9951935,20.38282258,17.66420968,286.4565161,20.28482258,599.9990968,101.1236129,0.099978548,25.58439677,25.92985161,999.9,0,0,10000.32097,0,1139.366452,1499.933548,0.972999613,0.027000287,0,804.3436774,5.00022,12520.2871,14098.59032,37.60467742,39.81403226,38.23951613,32.73970968,37.917,1454.57,40.36290323,0,100,0,803.96892,-22.64292308,-326.0923077,12515.1,15,1694109953,11:05:53,1694109949,1694109953,31,0.132,-0.003,0.701,0.098,300,18,0.22,0.08,100,100,0.701,0.098,-0.136801955,0.001863201,1.75E-06,-3.11E-10,0.100185,0,0,0,-6,2030,-1,-1,1.4,1.3,0.859375,2.60864,1.39771,2.27539,1.39526,2.48413,33.8961,15.174,18,583.196,376.989,24.5358,26.3961,30.0005,26.1458,26.4897,17.2365,11.9145,90.7969,24.5564,300,17.7879,98.8169,93.314
32,1694110029,3765,20230907 11:07:09,11:07:09,5,,,LCOR-242,CO2,7.268052956,192.1972903,1499.968387,1694110021,0.002783938,2.783938498,133.5145858,13.5149662,19.45510198,0.217907038,2.948896387,0.209340424,0.13157938,241.7315741,26.46349779,26.04431935,3.383117647,62.30180686,2.073250799,3.327753886,1.309866848,-122.7716878,-44.29925908,-3.206622067,71.45400521,7.268052956,2.783938498,7.064719083,203.6185835,196.3211333,0.023106145,67.13507726,2.758442337,17.74845191,20.45125455,-0.000157169,78.55,18,3,1,0,53683.79512,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1470-20230907-11_07_09,8149.79,774.7575,903.92,0.142891517,0.5,1261.184129,7.268052956,90.10625666,0.006721159,1.521395699,500.398584,DARK-1471-20230907-11_07_16,568.93,568.93,0.370596955,0.385571211,0.80412347,0.846770737,0.900157194,0.283137665,0.716862335,1261.184129,0.840807139,0.161157779,6,0.5,0: Broadleaf,2,FALSE,1694110021,192.1972903,200.0002258,20.48168065,17.75482581,191.8992903,20.38268065,600.0140645,101.1246129,0.100029503,25.76567419,26.04431935,999.9,0,0,9998.26129,0,916.0823548,1499.968387,0.973005387,0.0269947,0,774.8072258,5.00022,12085.5,14098.93871,38.11280645,40.288,37.99383871,34.9716129,39.02587097,1454.612258,40.35612903,0,104.2,0,774.7575,-9.093572636,-122.3555555,12084.65769,15,1694110053,11:07:33,1694110046,1694110053,32,-0.137,0.001,0.298,0.099,200,18,0.46,0.05,100,100,0.298,0.099,-0.005110755,0.001863201,1.75E-06,-3.11E-10,0.097595238,0,0,0,-6,2030,-1,-1,1.3,1.3,0.634766,2.63062,1.39771,2.27539,1.39526,2.49878,33.7832,15.1565,18,583.605,376.879,24.4561,26.4655,30.0004,26.2167,26.5604,12.7214,11.11,88.8748,24.4383,200,17.8708,98.7931,93.2979
33,1694110129,3865,20230907 11:08:49,11:08:49,5,,,LCOR-242,CO2,2.493060805,97.23027419,1500.00871,1694110121,0.002752064,2.752064039,76.53144604,7.747194479,9.842514187,0.218619479,2.949556242,0.209999796,0.131995999,241.7382716,26.41710666,25.92651935,3.359614682,62.36254148,2.068570222,3.317007571,1.29104446,-121.3660241,-34.25214895,-2.476659162,83.64343934,2.493060805,2.752064039,2.277192238,101.7625518,99.45514182,-0.002403397,67.19595924,2.759899949,17.73217866,20.43605333,-5.99E-05,78.55,18,3,1,0,53713.00206,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1472-20230907-11_08_49,8143.34,764.4838462,866.4,0.117631757,0.5,1261.218136,2.493060805,74.17965232,0.002934962,1.630586334,488.6831646,DARK-1473-20230907-11_08_56,564.47,564.47,0.348487996,0.337548948,0.823913639,0.886108882,0.924716099,0.249235161,0.750764839,1261.218136,0.840807208,0.161157912,6,0.5,0: Broadleaf,2,FALSE,1694110121,97.23027419,99.99097742,20.43458065,17.73869677,97.29527419,20.33958065,599.9872903,101.129,0.099904977,25.71111935,25.92651935,999.9,0,0,10001.57581,0,865.2072581,1500.00871,0.973001613,0.026998248,0,764.5551613,5.00022,11950.97097,14099.3,38.59248387,40.80616129,38.268,36.26187097,39.53203226,1454.647742,40.36064516,0,98,0,764.4838462,-5.926358984,-90.25299155,11949.89615,15,1694110153,11:09:13,1694110153,1694110150,33,-0.127,-0.004,-0.065,0.095,100,18,0.79,0.06,100,100,-0.065,0.095,-0.141851221,0.001863201,1.75E-06,-3.11E-10,0.099025,0,0,0,-6,2030,-1,-1,1.4,1.3,0.400391,2.60864,1.39771,2.27417,1.39526,2.44629,33.6479,15.139,18,583.72,376.873,24.7452,26.5343,30.0003,26.2792,26.6199,8.03694,10.044,87.4625,24.7895,100,17.7425,98.7748,93.2822
34,1694110229,3965,20230907 11:10:29,11:10:29,5,,,LCOR-242,CO2,0.000558616,49.88688387,1499.954839,1694110221,0.002468818,2.468818394,48.84763001,4.944563181,5.04976084,0.194396451,2.94923663,0.187548176,0.117812801,241.7302149,26.62445414,26.12018065,3.398329077,62.87012249,2.102051512,3.343482451,1.296277565,-108.8748912,-43.71453442,-3.166399967,85.97438935,0.000558616,2.468818394,0.041951936,50.93926633,50.85545515,0.009011739,67.22747683,2.453213225,18.35937496,20.76116848,8.83E-05,78.55,18,3,1,0,53679.44336,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1474-20230907-11_10_29,8140.73,756.46676,844.29,0.10402023,0.5,1261.173164,0.000558616,65.59376132,0.000958731,1.699475299,481.5699581,DARK-1475-20230907-11_10_36,556.2,556.2,0.341221618,0.304846541,0.832791624,0.945297631,0.939188311,0.224141569,0.775858431,1261.173164,0.840807424,0.161158329,6,0.5,0: Broadleaf,2,FALSE,1694110221,49.88688387,50.01060323,20.76629032,18.34875806,49.89888387,20.65529032,600.0044516,101.1242258,0.099992839,25.84524516,26.12018065,999.9,0,0,10000.23226,0,884.0863226,1499.954839,0.97299571,0.027004348,0,756.5008387,5.00022,11869.35806,14098.77097,39.64290323,41.48964516,39.312,38.81029032,40.63070968,1454.584839,40.37,0,97.5999999,0,756.46676,-2.583461545,-18.76923083,11869.268,15,1694110259,11:10:59,1694110245,1694110259,34,0.158,0.016,-0.012,0.111,50,18,0.55,0.05,100,100,-0.012,0.111,-0.268318665,0.001863201,1.75E-06,-3.11E-10,0.095175,0,0,0,-6,2030,-1,-1,1.3,1.3,0.284424,2.65747,1.39771,2.27417,1.39526,2.44019,33.5355,15.1215,18,584.016,377.281,23.0021,26.6027,30.0002,26.339,26.6825,5.71456,7.23929,85.9649,22.9543,50,18.3157,98.7647,93.2724
35,1694110335,4071,20230907 11:12:15,11:12:15,5,,,LCOR-242,CO2,-2.892618735,-3.886343226,1500.073226,1694110327,0.002787774,2.787773589,18.49775781,1.872471764,-0.393402705,0.212318929,2.949148937,0.204177895,0.128316615,241.7492216,26.52491443,26.03557097,3.381367283,60.96363696,2.036234804,3.340080916,1.345132479,-122.9408153,-32.99238815,-2.388607196,83.42741094,-2.892618735,2.787773589,-3.122932726,-6.920688998,-4.028944667,0.062824957,67.22078238,2.7885154,17.54248119,20.21791152,0.01063226,78.55,19,3,1,0,53680.0228,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1476-20230907-11_12_15,8138.07,756.1142692,829.55,0.088524779,0.5,1261.272668,-2.892618735,55.82694234,-0.001335201,1.747441384,476.7382283,DARK-1477-20230907-11_12_22,550.07,550.07,0.336905551,0.262758447,0.838363976,0.939491709,0.948836453,0.191155682,0.808844318,1261.272668,0.840807399,0.16115828,6,0.5,0: Broadleaf,2,FALSE,1694110327,-3.886343226,-6.78971129,20.11553871,17.38392258,-3.922343226,20.01153871,600.0175484,101.1269032,0.100055368,25.82806452,26.03557097,999.9,0,0,9999.469355,0,805.2395161,1500.073226,0.972995194,0.027004787,0,756.1150968,5.00022,11879.3871,14099.8871,40.14893548,42.026,40.0803871,39.50980645,41.161,1454.70129,40.37193548,0,104,0,756.1142692,-1.505059825,-10.64615378,11879.13846,15,1694110366,11:12:46,1694110356,1694110366,35,0.159,-0.007,0.036,0.104,-7,18,0.51,0.05,100,100,0.036,0.104,-0.110003537,0.001863201,1.75E-06,-3.11E-10,0.111435,0,0,0,-6,2030,-1,-1,1.5,1.3,0.0317383,4.99756,1.39893,2.27173,1.39526,2.46704,33.4681,15.0864,18,583.292,376.564,24.1158,26.6634,30.0032,26.3962,26.7387,0,9.19883,83.7071,24.0561,0,17.8261,98.7558,93.2704
36,1694110442,4178,20230907 11:14:02,11:14:02,5,,,LCOR-242,CO2,15.65932867,383.614129,1500.050323,1694110434,0.002597963,2.597963029,250.2517912,25.33264536,38.83273178,0.204247979,2.948981007,0.196701873,0.12359343,241.7452679,26.4982141,26.04590968,3.383435922,62.63100662,2.082543246,3.325099434,1.300892675,-114.5701696,-46.69351794,-3.379633341,77.101947,15.65932867,2.597963029,16.14327175,407.5373314,391.3652061,-0.058530919,67.23001362,2.627241443,18.04316747,20.60679636,0.001759317,78.55,17,3,1,0,53688.77622,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1478-20230907-11_14_02,8159.71,728.8882308,873.1,0.16517211,0.5,1261.253274,15.65932867,104.1619323,0.013373916,1.610399725,490.8075386,DARK-1479-20230907-11_14_09,542.13,542.13,0.379074562,0.435724595,0.809459934,1.184827782,0.920330581,0.324081752,0.675918248,1261.253274,0.840807308,0.161158105,6,0.5,0: Broadleaf,2,FALSE,1694110434,383.614129,400.2694194,20.57267097,18.02825484,382.724129,20.47167097,600.0235484,101.1286129,0.100014616,25.7522129,26.04590968,999.9,0,0,9998.346452,0,917.1570968,1500.050323,0.972999484,0.027000287,0,728.9885484,5.00022,11327.94516,14099.68387,36.63483871,39.42109677,37.0823871,35.83451613,38.46545161,1454.683226,40.36677419,0,104.8000002,0,728.8882308,-14.08307693,-288.3726495,11325.71923,15,1694110468,11:14:28,1694110468,1694110466,36,-0.163,-0.003,0.89,0.101,401,18,0.19,0.04,100,100,0.89,0.101,0.04861427,0.001863201,1.75E-06,-3.11E-10,0.10414,0,0,0,-6,2030,-1,-1,1.4,1.3,1.08276,2.62939,1.39771,2.27295,1.39526,2.5647,33.4681,15.1039,18,584.519,377.816,23.2129,26.7101,30.0004,26.4501,26.7936,21.6956,8.13556,82.2053,23.2096,400,18.0355,98.7588,93.2692
